##1006250		
Dear	dear	jj
yo	yo	uh
people	people	nn
.	.	y
You	you	ppy
hear	hear	vv0
me	me	ppio1
?	?	y
"	"	y
"	"	y
Yes	yes	uh
,	,	y
ma'am	ma'am	nn1
.	.	y
"	"	y
The	the	at
confused	confused	jj
4-year-old	4-year-old	nn1@_jj
wet	wet	vvd@_jj
himself	himself	ppx1
He	he	pphs1
had	have	vhd
never	never	rr
heard	hear	vvn
his	his	appge
mother	mother	nn1
speak	speak	vv0
so	so	rg
harshly	harshly	rr
to	to	ii
him	him	ppho1
;	;	y
but	but	ccb
he	he	pphs1
did	do	vdd
n't	n't	xx
cry	cry	vvi
.	.	y
When	when	cs_rrq
she	she	pphs1
realized	realize	vvd
how	how	rgq@_rrq
hard	hard	rr
she	she	pphs1
was	be	vbdz
shaking	shake	vvg
him	him	ppho1
,	,	y
SarahBell	sarahbell	np1
softened	soften	vvd@
her	her	appge_ppho1
grip	grip	nn1
on	on	ii
Johnny-Bell	johnny-bell	np1
's	's	ge
shoulder	shoulder	nn1
.	.	y
Her	her	appge
rage	rage	nn1
was	be	vbdz
n't	n't	xx
making	make	vvg
this	this	dd1
crisis	crisis	nn1
any	any	dd_rr%
easier	easy	jjr
for	for	if
him	him	ppho1
.	.	y
She	she	pphs1
could	could	vm
feel	feel	vvi
currents	current	nn2
of	of	io
fear	fear	nn1
in	in	ii
his	his	appge
little	little	jj
body	body	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
Within	within	ii
seconds	second	nnt2
Sarah-Bell	sarah-bell	np1
reined	rein	vvd
in	in	ii_rp@
her	her	appge
emotions	emotion	nn2
,	,	y
mustered	muster	vvd_vvn
up	up	rp
her	her	appge
fortitude	fortitude	nn1
and	and	cc
tenderly	tenderly	rr
enfolded	enfold	vvd
Johnny-Bell	johnny-bell	np1
into	into	ii
the	the	at
shelter	shelter	nn1
of	of	io
her	her	appge
bosom	bosom	nn1
.	.	y
They	they	pphs2
swayed	sway	vvd
in	in	ii_rp@
mutual	mutual	jj
anguish	anguish	nn1
as	as	csa
she	she	pphs1
sought	seek	vvd
to	to	to
rock	rock	vvi
away	away	rl
his	his	appge
fear	fear	nn1
and	and	cc
her	her	appge
grief	grief	nn1
.	.	y
Instinctively	instinctively	rr
she	she	pphs1
handled	handle	vvd
her	her	appge
predicament	predicament	nn1
as	as	rg@_ii@
best	best	rrt_vv0%_jjt
she	she	pphs1
knew	know	vvd
how	how	rrq
.	.	y
Within	within	ii
seconds	second	nnt2
of	of	io
hugging	hug	vvg
Johnny-Bell	johnny-bell	np1
,	,	y
SarahBell	sarahbell	np1
was	be	vbdz
breathing	breathe	vvg
out	out	rp
a	a	at1
long-toned	long-toned	jj_nn1
lullaby	lullaby	nn1
and	and	cc
anointing	anoint	vvg
the	the	at
reddish-brown	reddish-brown	jj
hair	hair	nn1
of	of	io
her	her	appge
son	son	nn1
's	's	ge
head	head	nn1
with	with	iw
song-embellished	song-embellished	jj_nn1
kisses	kiss	nn2
.	.	y
And	and	cc
she	she	pphs1
did	do	vdd
n't	n't	xx
loosen	loosen	vvi
her	her	appge
embrace	embrace	nn1
until	until	cs
she	she	pphs1
heard	hear	vvd
the	the	at
rooster	rooster	nn1
crow	crow	nn1
for	for	if
day	day	nnt1
.	.	y
After	after	ii
emerging	emerge	vvg
into	into	ii
the	the	at
muted	muted	jj
shine	shine	nn1
of	of	io
daybreak	daybreak	nnt1
,	,	y
hand-in-hand	hand-in-hand	jj_rr@
,	,	y
mother	mother	nn1
and	and	cc
child	child	nn1
marched	march	vvd_vvn
down	down	rp
to	to	ii
the	the	at
water	water	nn1
to	to	to
bathe	bathe	vvi
themselves	themselves	ppx2
.	.	y
Word	word	nn1
about	about	ii
Suzee-Bell	suzee-bell	np1
buzzed	buzz	vvd
through	through	ii
the	the	at
small	small	jj
community	community	nn1
.	.	y
just	just	rr
before	before	ii
leaving	leave	vvg
for	for	if
the	the	at
fields	field	nn2
,	,	y
glassy-eyed	glassy-eyed	jj
and	and	cc
scowling	scowl	vvg_nn1@_jj@
,	,	y
Sarah-Bell	sarah-bell	np1
stood	stand	vvd
in	in	ii
the	the	at
middle	middle	nn1
of	of	io
the	the	at
lane	lane	nn1
sullenly	sullenly	rr
declaring	declare	vvg
her	her	appge
determination	determination	nn1
.	.	y
"	"	y
Y'all	y'all	p         
,	,	y
hear	hear	vv0
me	me	ppio1
.	.	y
Every	every	at1
time	time	nnt1
I	i	ppis1
have	have	vh0
one	one	pn1_mc1
,	,	y
they	they	pphs2
take	take	vv0
and	and	cc
sell	sell	vv0
em	them	ppho2%
away	away	rl
.	.	y
Sarah-Bell	sarah-bell	np1
is	be	vbz
through	through	ii
birthing	birth	vvg_nn1@
,	,	y
babies	baby	nn2
.	.	y
No	no	xx
matter	matter	pnqs32
who	who	pnqs33
lay	lay	vvd_vv0
down	down	rp
with	with	iw
me	me	ppio1
,	,	y
ai	ai	fu
n't	n't	xx
no	no	at
mo	mo	nn1
babies	baby	nn2
coming	come	vvg
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
you	you	ppy
bear	bear	vv0
me	me	ppio1
.	.	y
Done	do	vdn
.	.	y
"	"	y
And	and	cc
with	with	iw
the	the	at
finality	finality	nn1
of	of	io
her	her	appge
words	word	nn2
resounding	resound	vvg@_jj
in	in	ii_rp@
everyone	everyone	pn1
's	's	ge
ears	ear	nn2
,	,	y
Sarah-Bell	sarah-bell	np1
whirled	whirl	vvd
and	and	cc
commenced	commence	vvn_vvd
to	to	ii
trudging	trudge	vvg
off	off	rp
to	to	ii
the	the	at
field	field	nn1
.	.	y
One-Toe	one-toe	nn1_jj
scrambled	scramble	vvd_vvn_jj
to	to	to
catch	catch	vvi
up	up	ii21
to	to	ii22
her	her	ppho1
.	.	y
Without	without	iw
breaking	break	vvg
stride	stride	nn1
,	,	y
Sarah-Bell	sarah-bell	np1
closely	closely	rr
examined	examine	vvd_vvn
OneToe	onetoe	np1
's	's	ge
unblinking	unblinking	jj@_vvg_nn1@
gaze	gaze	nn1
.	.	y
Satisfied	satisfied	jj_vvn@
with	with	iw
what	what	ddq
she	she	pphs1
saw	see	vvd
,	,	y
she	she	pphs1
gave	give	vvd
a	a	at1
quick	quick	jj
nod	nod	nn1
and	and	cc
gratefully	gratefully	rr
accepted	accept	vvd_vvn
the	the	at
respectful	respectful	jj
silence	silence	nn1
of	of	io
his	his	appge
company	company	nn1
.	.	y
She	she	pphs1
started	start	vvd
singing	sing	vvg_nn1@
,	,	y
quietly	quietly	rr
at	at	rr21
first	first	rr22
but	but	ccb
more	more	rgr
forcefully	forcefully	rr
as	as	csa
they	they	pphs2
sauntered	saunter	vvd
on	on	rp@
.	.	y
The	the	at
irresistible	irresistible	jj
refrain	refrain	nn1
of	of	io
Sarah-Bell	sarah-bell	np1
's	's	ge
song	song	nn1
syncopated	syncopate	vvd
their	their	appge
gait	gait	nn1
.	.	y
Together	together	rl
,	,	y
they	they	pphs2
would	would	vm
face	face	vvi
another	another	dd1
day	day	nnt1
.	.	y
Author	author	nn1
Affiliation	affiliation	nn1
Kalamu	kalamu	nn1
ya	you	ppy
Salaam	salaam	vv0
is	be	vbz
the	the	at
founder	founder	nn1
and	and	cc
director	director	nn1
of	of	io
the	the	at
Nommo	nommo	nn1_np1
Literary	literary	jj
Society	society	nn1
in	in	ii
New	new	np1
Orleans	orleans	np1
.	.	y
He	he	pphs1
is	be	vbz
also	also	rr
coeditor	co-editor	nn1
,	,	y
with	with	iw
Kysha	kysha	np1
Brown	brown	np1
,	,	y
of	of	io
the	the	at
anthology	anthology	nn1
Speak	speak	vv0
the	the	at
Truth	truth	nn1
to	to	ii
the	the	at
People	people	nn
(	(	y
Runagate	runagate	np1
Press	press	nn1_vv0
)	)	y
and	and	cc
the	the	at
moderator	moderator	nn1
of	of	io
the	the	at
on-line	online	jj
literature	literature	nn1
forum	forum	nn1
CyberDrum	cyberdrum	nn1_np1
;	;	y
his	his	appge
E-mail	e-mail	nn1
address	address	nn1
is	be	vbz
kalamu@aol.com	kalamu@aol.com	fo
.	.	y
I	i	ppis1
sing	sing	vv0
because	because	cs
...	...	...
"	"	y
originally	originally	rr
appeared	appear	vvd_vvn@
in	in	ii
the	the	at
literary	literary	jj
journal	journal	nn1
Anansi	anansi	np1_nn1
:	:	y
Fiction	fiction	nn1
of	of	io
the	the	at
African	african	jj
Diaspora	diaspora	nn1
.	.	y
(	(	y
For	for	if
a	a	at1
year	year	nnt1
's	's	ge
subscription	subscription	nn1
to	to	ii
the	the	at
journal	journal	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
New	new	np1
York	york	np1
NY	ny	np1
10025	10025	mc
.	.	y
)	)	y
<p>	<p>	y
##1006350		
Cesar	cesar	np1
Chavez	chavez	np1
squeezes	squeeze	vvz
a	a	at1
bunch	bunch	nn1
of	of	io
grapes	grape	nn2
to	to	to
kick	kick	vvi
off	off	rp_ii
a	a	at1
grape	grape	nn1
boycott	boycott	nn1_vv0
in	in	ii
New	new	np1
York	york	np1
.	.	y
<p>	<p>	y
(	(	y
Long	long	rr
live	live	vv0
the	the	at
cause	cause	nn1
!	!	y
)	)	y
Cesar	cesar	np1
Chavez	chavez	np1
was	be	vbdz
a	a	at1
hero	hero	nn1
to	to	ii
Mexican-American	mexican-american	jj
farmworkers	farmworkers	nn2
.	.	y
Read	read	vv0
our	our	appge
play	play	nn1
based	base	vvn
on	on	ii
his	his	appge
life	life	nn1
story	story	nn1
.	.	y
Scene	scene	nn1
1	1	mc1
Narrator	narrator	nn1
1	1	mc1
:	:	y
During	during	ii
the	the	at
Great	great	jj
Depression	depression	nn1
,	,	y
times	time	nnt2
were	be	vbdr
hard	hard	jj
for	for	if
most	most	dat
Americans	american	nn2
.	.	y
The	the	at
stock	stock	nn1
market	market	nn1
crashed	crash	vvd_vvn@
in	in	ii
1929	1929	mc
.	.	y
Many	many	da2
banks	bank	nn2
closed	close	vvd_vvn
down	down	rp
,	,	y
and	and	cc
people	people	nn
lost	lose	vvd_vvn
their	their	appge
life	life	nn1
savings	saving	nn2
.	.	y
Narrator	narrator	nn1
2	2	mc
:	:	y
Families	family	nn2
that	that	cst
were	be	vbdr
rich	rich	jj
became	become	vvd
poor	poor	jj
.	.	y
Families	family	nn2
that	that	cst
were	be	vbdr
poor	poor	jj
became	become	vvd
penniless	penniless	jj
.	.	y
Narrator	narrator	nn1
1	1	mc1
:	:	y
In	in	ii
1937	1937	mc
,	,	y
the	the	at
Depression	depression	nn1
hit	hit	vvd_vvn
the	the	at
Chavez	chavez	np1_nn1@
family	family	nn1
.	.	y
They	they	pphs2
lived	live	vvd
on	on	ii_rp@
a	a	at1
farm	farm	nn1
near	near	ii
Yuma	yuma	np1
,	,	y
Arizona	arizona	np1
.	.	y
One	one	mc1
afternoon	afternoon	nnt1
,	,	y
10-year-old	10-year-old	jj
Cesar	cesar	np1
came	come	vvd
home	home	rl
and	and	cc
found	find	vvd
his	his	appge
father	father	nn1
sitting	sit	vvg
at	at	ii
the	the	at
kitchen	kitchen	nn1
table	table	nn1
instead	instead	ii21
of	of	ii22
working	work	vvg
in	in	ii
the	the	at
fields	field	nn2
.	.	y
His	his	appge
mother	mother	nn1
was	be	vbdz
packing	pack	vvg
their	their	appge
dishes	dish	nn2
and	and	cc
silverware	silverware	nn1
.	.	y
Cesar	cesar	np1
:	:	y
What	what	ddq
's	be	vbz
happening	happen	vvg
?	?	y
Mama	mama	nn1
,	,	y
why	why	rrq
are	be	vbr
you	you	ppy
packing	pack	vvg
?	?	y
Librado	librado	np1@_nn1
:	:	y
We	we	ppis2
ca	can	vm
n't	n't	xx
pay	pay	vvi
the	the	at
bills	bill	nn2
.	.	y
The	the	at
bank	bank	nn1
has	have	vhz
taken	take	vvn
our	our	appge
farm	farm	nn1
.	.	y
Cesar	cesar	np1
:	:	y
No	no	xx
!	!	y
I	i	ppis1
do	do	vd0
n't	n't	xx
want	want	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Nobody	nobody	pn1
in	in	ii
Yuma	yuma	np1
has	have	vhz
any	any	dd
money	money	nn1
.	.	y
They	they	pphs2
ca	can	vm
n't	n't	xx
buy	buy	vvi
what	what	ddq
we	we	ppis2
've	have	vh0
grown	grow	vvn
.	.	y
Cesar	cesar	np1
:	:	y
But	but	ccb
where	where	rrq
will	will	vm
we	we	ppis2
go	go	vvi
?	?	y
Librado	librado	np1@_nn1
:	:	y
We	we	ppis2
'll	will	vm
follow	follow	vvi
the	the	at
crops	crop	nn2
.	.	y
Cesar	cesar	np1
:	:	y
What	what	ddq
does	do	vdz
that	that	dd1
mean	mean	vvi
?	?	y
Librado	librado	np1@_nn1
:	:	y
It	it	pph1
means	mean	vvz
we	we	ppis2
'll	will	vm
travel	travel	vvi
across	across	ii
the	the	at
country	country	nn1
.	.	y
We	we	ppis2
'll	will	vm
follow	follow	vvi
the	the	at
trail	trail	nn1
of	of	io
the	the	at
different	different	jj
crops	crop	nn2
as	as	csa
they	they	pphs2
ripen	ripen	vv0
.	.	y
We	we	ppis2
'll	will	vm
begin	begin	vvi
by	by	ii
picking	pick	vvg
cotton	cotton	nn1
in	in	ii
Texas	texas	np1
.	.	y
Then	then	rt
,	,	y
we	we	ppis2
'll	will	vm
come	come	vvi
back	back	rp
to	to	ii
Arizona	arizona	np1
,	,	y
and	and	cc
then	then	rt
go	go	vv0
to	to	ii
California	california	np1
to	to	to
pick	pick	vvi
grapes	grape	nn2
.	.	y
Juana	juana	np1@_nn1
:	:	y
Go	go	vv0
on	on	rp
and	and	cc
pack	pack	nn1_vv0
,	,	y
Cesar	cesar	np1
.	.	y
We	we	ppis2
have	have	vh0
to	to	to
leave	leave	vvi
soon	soon	rr
.	.	y
Narrator	narrator	nn1
2	2	mc
:	:	y
Cesar	cesar	np1
had	have	vhd
to	to	to
leave	leave	vvi
his	his	appge
friends	friend	nn2
and	and	cc
the	the	at
only	only	jj
home	home	nn1_rl
he	he	pphs1
'd	have	vhd_vm
ever	ever	rr
known	know	vvn
.	.	y
Many	many	da2
families	family	nn2
in	in	ii
the	the	at
Southwest	southwest	nd1
were	be	vbdr
forced	force	vvn
to	to	to
make	make	vvi
the	the	at
same	same	da
choice	choice	nn1
.	.	y
Narrator	narrator	nn1
1	1	mc1
:	:	y
Workers	worker	nn2
who	who	pnqs
"	"	y
migrated	migrate	vvd
,	,	y
"	"	y
or	or	cc
moved	move	vvd_vvn
,	,	y
with	with	iw
the	the	at
crops	crop	nn2
,	,	y
came	come	vvd
to	to	to
be	be	vbi
known	know	vvn
as	as	ii
migrant	migrant	nn1
workers	worker	nn2
.	.	y
Scene	scene	nn1
2	2	mc
Narrator	narrator	nn1
2	2	mc
:	:	y
One	one	mc1
year	year	nnt1
later	later	rrr
,	,	y
Cesar	cesar	np1
and	and	cc
his	his	appge
family	family	nn1
were	be	vbdr
working	work	vvg
on	on	ii_rp@
a	a	at1
farm	farm	nn1
in	in	ii
Califonia	califonia	np1
.	.	y
Migrant	migrant	nn1
workers	worker	nn2
were	be	vbdr
mistreated	mistreat	vvn@_jj@
,	,	y
overworked	overworked	jj_vvn@
,	,	y
and	and	cc
underpaid	underpay	vvn
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
1	1	mc1
:	:	y
Sometimes	sometimes	rt
whole	whole	jj
families	family	nn2
worked	work	vvn_vvd
in	in	ii
the	the	at
fields	field	nn2
even	even	rr_vv0%
the	the	at
children	child	nn2
.	.	y
Cesar	cesar	np1
started	start	vvd
working	work	vvg
at	at	ii
a	a	at1
very	very	rg
young	young	jj
age	age	nn1
.	.	y
Librado	librado	np1@_nn1
:	:	y
You	you	ppy
have	have	vh0
worked	work	vvn
hard	hard	rr
,	,	y
Cesar	cesar	np1
.	.	y
Once	once	cs@_rr
I	i	ppis1
collect	collect	vv0
our	our	appge
wages	wage	nn2
,	,	y
I	i	ppis1
'll	will	vm
take	take	vvi
you	you	ppy
to	to	ii
the	the	at
movies	movie	nn2
.	.	y
Cesar	cesar	np1
:	:	y
Can	can	vm
I	i	ppis1
have	have	vhi
popcorn	popcorn	nn1
?	?	y
Librado	librado	np1@_nn1
:	:	y
Of	of	rr21
course	course	rr22
!	!	y
Narrator	narrator	nn1
2	2	mc
:	:	y
When	when	rrq_cs
he	he	pphs1
and	and	cc
his	his	appge
father	father	nn1
arrived	arrive	vvd_vvn
at	at	ii
the	the	at
farmer	farmer	nn1
's	's	ge
house	house	nn1
,	,	y
Cesar	cesar	np1
noticed	notice	vvd
that	that	cst
the	the	at
man	man	nn1
's	's	ge
truck	truck	nn1
was	be	vbdz
gone	go	vvn
.	.	y
Cesar	cesar	np1
's	's	ge
father	father	nn1
knocked	knock	vvn_vvd
on	on	ii
the	the	at
door	door	nn1
.	.	y
There	there	ex
was	be	vbdz
no	no	at
answer	answer	nn1
.	.	y
Cesar	cesar	np1
looked	look	vvd
inside	inside	ii
the	the	at
house	house	nn1
.	.	y
Cesar	cesar	np1
:	:	y
There	there	ex
's	be	vbz
no	no	pn121
one	one	pn122
here	here	rl
.	.	y
Librado	librado	np1@_nn1
:	:	y
We	we	ppis2
've	have	vh0
been	be	vbn
cheated	cheat	vvn
!	!	y
The	the	at
man	man	nn1
moved	move	vvd_vvn
away	away	rl
so	so	cs@_rr
he	he	pphs1
would	would	vm
n't	n't	xx
have	have	vhi
to	to	to
pay	pay	vvi
us	us	ppio2
.	.	y
Cesar	cesar	np1
:	:	y
What	what	ddq
are	be	vbr
we	we	ppis2
going	go	vvg
to	to	to
do	do	vdi
?	?	y
Librado	librado	np1@_nn1
:	:	y
Nothing	nothing	pn1
.	.	y
There	there	ex
's	be	vbz
no	no	at
law	law	nn1
against	against	ii
this	this	dd1
.	.	y
We	we	ppis2
're	be	vbr
migrant	migrant	nn1
workers	worker	nn2
.	.	y
We	we	ppis2
've	have	vh0
got	get	vvn
no	no	at
protection	protection	nn1
.	.	y
Photograph	photograph	nn1_vv0@
Migrant	migrant	nn1
workers	worker	nn2
being	be	vbg
driven	drive	vvn
to	to	ii
a	a	at1
farm	farm	nn1
for	for	if
work	work	nn1
.	.	y
<p>	<p>	y
Cesar	cesar	np1
:	:	y
What	what	ddq
do	do	vd0
we	we	ppis2
do	do	vdi
now	now	rt
?	?	y
Librado	librado	np1@_nn1
:	:	y
We	we	ppis2
move	move	vv0
on	on	rp@
,	,	y
and	and	cc
hope	hope	vv0
the	the	at
next	next	md
farmer	farmer	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Cesar	cesar	np1
grew	grow	vvd
up	up	rp
.	.	y
He	he	pphs1
married	marry	vvd
and	and	cc
had	have	vhd_vhn@
a	a	at1
family	family	nn1
of	of	io
his	his	appge
own	own	da
.	.	y
It	it	pph1
was	be	vbdz
1952	1952	mc
.	.	y
Narrator	narrator	nn1
2	2	mc
:	:	y
Migrant	migrant	nn1
workers	worker	nn2
were	be	vbdr
still	still	rr
underpaid	underpay	vvn_vvd
.	.	y
They	they	pphs2
also	also	rr
risked	risk	vvd
their	their	appge
health	health	nn1
working	work	vvg
in	in	ii
the	the	at
fields	field	nn2
--	--	x
fainting	faint	vvg
in	in	ii
the	the	at
hot	hot	jj
sun	sun	nn1
,	,	y
and	and	cc
inhaling	inhale	vvg
the	the	at
pesticides	pesticide	nn2
that	that	cst
were	be	vbdr
sprayed	spray	vvn
on	on	ii
the	the	at
crops	crop	nn2
to	to	to
keep	keep	vvi
bugs	bug	nn2
away	away	rl
.	.	y
Narrator	narrator	nn1
1	1	mc1
:	:	y
One	one	mc1
day	day	nnt1
a	a	at1
man	man	nn1
named	name	vvn
Fred	fred	np1
Ross	ross	np1
knocked	knock	vvd
on	on	ii
Cesar	cesar	np1
's	's	ge
front	front	jj_nn1
door	door	nn1
.	.	y
Fred	fred	np1
:	:	y
Are	be	vbr
you	you	ppy
Cesar	cesar	np1
ChAvez	chavez	np1
?	?	y
Cesar	cesar	np1
:	:	y
Yes	yes	uh
.	.	y
How	how	rrq
can	can	vm
I	i	ppis1
help	help	vvi
you	you	ppy
?	?	y
Fred	fred	np1
:	:	y
I	i	ppis1
'm	be	vbm
a	a	at1
member	member	nn1
of	of	io
a	a	at1
private	private	jj
agency	agency	nn1
that	that	cst_dd1
helps	help	vvz
farmworkers	farmworkers	nn2
.	.	y
Migrant	migrant	nn1
workers	worker	nn2
have	have	vh0
been	be	vbn
treated	treat	vvn
terribly	terribly	rr
for	for	if
years	year	nnt2
.	.	y
Cesar	cesar	np1
:	:	y
You	you	ppy
do	do	vd0
n't	n't	xx
have	have	vhi
to	to	to
convince	convince	vvi
me	me	ppio1
of	of	io
that	that	dd1
,	,	y
Fred	fred	np1
:	:	y
I	i	ppis1
need	need	vv0
your	your	appge
help	help	nn1
.	.	y
Can	can	vm_vv0%
you	you	ppy
arrange	arrange	vvi
a	a	at1
meeting	meeting	nn1
and	and	cc
invite	invite	vvi
every	every	at1
migrant	migrant	nn1
worker	worker	nn1
in	in	ii
the	the	at
area	area	nn1
?	?	y
It	it	pph1
's	be	vbz
time	time	nnt1
to	to	to
put	put	vvi
an	a	at1
end	end	nn1
to	to	ii
bad	bad	jj
working	working	jj@_vvg
conditions	condition	nn2
.	.	y
Narrator	narrator	nn1
2	2	mc
:	:	y
Cesar	cesar	np1
thought	think	vvd
over	over	ii_rp
what	what	ddq
Fred	fred	np1
Ross	ross	np1
said	say	vvd
.	.	y
He	he	pphs1
thought	think	vvd
of	of	io
his	his	appge
father	father	nn1
losing	lose	vvg
the	the	at
farm	farm	nn1
.	.	y
He	he	pphs1
thought	think	vvd
of	of	io
growing	grow	vvg
up	up	rp
in	in	ii
one	one	mc1
filthy	filthy	jj
shack	shack	nn1
after	after	ii_cs
another	another	dd1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Fred	fred	np1
:	:	y
Oh	oh	uh
,	,	y
one	one	mc1
more	more	dar
thing	thing	nn1
.	.	y
You	you	ppy
'll	will	vm
have	have	vhi
to	to	to
do	do	vdi
the	the	at
talking	talking	nn1@
.	.	y
Cesar	cesar	np1
:	:	y
What	what	ddq
?	?	y
Me	me	ppio1
?	?	y
No	no	xx
way	way	nn1
!	!	y
Fred	fred	np1
:	:	y
You	you	ppy
know	know	vv0
what	what	ddq
it	it	pph1
's	be	vbz
like	like	jj@_rr%
to	to	to
be	be	vbi
a	a	at1
migrant	migrant	nn1
worker	worker	nn1
.	.	y
Who	who	pnqs
's	be	vbz
going	go	vvgk
to	to	to
listen	listen	vvi
to	to	ii
me	me	ppio1
?	?	y
Cesar	cesar	np1
:	:	y
I	i	ppis1
wo	will	vm
n't	n't	xx
know	know	vvi
what	what	ddq
to	to	to
say	say	vvi
.	.	y
Fred	fred	np1
:	:	y
Do	do	vd0
n't	n't	xx
worry	worry	vvi
.	.	y
You	you	ppy
'll	will	vm
find	find	vvi
the	the	at
words	word	nn2
.	.	y
Scene	scene	nn1
4	4	mc
Cesar	cesar	np1
:	:	y
My	my	appge
name	name	nn1
is	be	vbz
Cesar	cesar	np1
Chavez	chavez	np1
.	.	y
Like	like	ii_vv0@
most	most	dat
of	of	io
you	you	ppy
,	,	y
I	i	ppis1
'm	be	vbm
a	a	at1
migrant	migrant	nn1
worker	worker	nn1
.	.	y
For	for	if
too	too	rg
many	many	da2
years	year	nnt2
,	,	y
we	we	ppis2
have	have	vh0
suffered	suffer	vvn
injustices	injustice	nn2
brought	bring	vvn_vvd
against	against	ii
us	us	ppio2
and	and	cc
our	our	appge
families	family	nn2
.	.	y
It	it	pph1
's	be	vbz
time	time	nnt1
for	for	if
things	thing	nn2
to	to	to
change	change	vvi
!	!	y
Narrator	narrator	nn1
1	1	mc1
:	:	y
Migrant	migrant	nn1
workers	worker	nn2
in	in	ii
Cesar	cesar	np1
's	be	vhz
home	home	rl
got	get	vvn
nervous	nervous	jj
.	.	y
They	they	pphs2
knew	know	vvd
that	that	cst_dd1
,	,	y
unlike	unlike	jj_ii@
other	other	jj
labor	labor	nn1
workers	worker	nn2
,	,	y
they	they	pphs2
had	have	vhd
no	no	at
union	union	nn1
,	,	y
no	no	at
organized	organized	jj@
group	group	nn1
,	,	y
to	to	to
support	support	vvi
them	them	ppho2
.	.	y
Diego	diego	np1
:	:	y
I	i	ppis1
do	do	vd0
n't	n't	xx
think	think	vvi
the	the	at
farmers	farmer	nn2
would	would	vm
be	be	vbi
too	too	rg
happy	happy	jj
if	if	cs_csw@
they	they	pphs2
knew	know	vvd
we	we	ppis2
were	be	vbdr
meeting	meet	vvg
.	.	y
Pedro	pedro	np1
:	:	y
He	he	pphs1
's	be	vbz
right	right	jj
.	.	y
We	we	ppis2
should	should	vm
leave	leave	vvi
.	.	y
Miguel	miguel	vv0_np1@_nn1
:	:	y
I	i	ppis1
have	have	vh0
a	a	at1
family	family	nn1
to	to	to
support	support	vvi
and	and	cc
feed	feed	nn1_vv0
.	.	y
I	i	ppis1
ca	can	vm
n't	n't	xx
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
not	not	xx
asking	ask	vvg
for	for	if
.	.	y
trouble	trouble	nn1_vv0@
.	.	y
We	we	ppis2
're	be	vbr
asking	ask	vvg
for	for	if
justice	justice	nn1
!	!	y
Narrator	narrator	nn1
2	2	mc
:	:	y
Several	several	da2
workers	worker	nn2
stood	stand	vvd
up	up	rp
and	and	cc
headed	head	vvn
for	for	if
the	the	at
door	door	nn1
.	.	y
Cesar	cesar	np1
did	do	vdd
n't	n't	xx
know	know	vvi
how	how	rrq
to	to	to
stop	stop	vvi
them	them	ppho2
.	.	y
Then	then	rt
,	,	y
he	he	pphs1
had	have	vhd
an	a	at1
idea	idea	nn1
.	.	y
Cesar	cesar	np1
:	:	y
Wait	wait	vv0
!	!	y
You	you	ppy
,	,	y
there	there	rl
by	by	ii
the	the	at
door	door	nn1
.	.	y
How	how	rgq
old	old	jj
are	be	vbr
you	you	ppy
?	?	y
Pedro	pedro	np1
:	:	y
Me	me	ppio1
?	?	y
Forty-five	forty-five	mc
.	.	y
Why	why	rrq
?	?	y
Cesar	cesar	np1
:	:	y
What	what	ddq
would	would	vm
you	you	ppy
say	say	vvi
if	if	cs_csw@
I	i	ppis1
told	tell	vvd
you	you	ppy
that	that	cst
you	you	ppy
only	only	rr
have	have	vh0
four	four	mc
years	year	nnt2
left	leave	vvn
to	to	to
live	live	vvi
?	?	y
Pedro	pedro	np1
:	:	y
What	what	ddq
?	?	y
You	you	ppy
're	be	vbr
crazy	crazy	jj
!	!	y
Fred	fred	np1
:	:	y
No	no	xx
,	,	y
Cesar	cesar	np1
's	be	vbz
right	right	jj
.	.	y
According	according	ii21
to	to	ii22
statistics	statistics	nn
,	,	y
the	the	at
average	average	jj_nn1
migrant	migrant	nn1
worker	worker	nn1
only	only	rr_jj
lives	live	vvz_nn2
to	to	ii
the	the	at
age	age	nn1
of	of	io
49	49	mc
.	.	y
Narrator	narrator	nn1
1	1	mc1
:	:	y
The	the	at
migrant	migrant	nn1
workers	worker	nn2
looked	look	vvn_vvd
at	at	ii
each	each	ppx221
other	other	ppx222
,	,	y
and	and	cc
then	then	rt
returned	return	vvn_vvd
to	to	ii
their	their	appge
seats	seat	nn2
.	.	y
Cesar	cesar	np1
:	:	y
Do	do	vd0
you	you	ppy
know	know	vvi
why	why	rrq
our	our	appge
time	time	nnt1
is	be	vbz
so	so	rg_rr
short	short	jj_rr@
?	?	y
