##221672		
OFF	off	ii
the	the	at
same	same	da
size	size	nn1
as	as	csa
us	us	ppio2
that	that	cst
do	do	vd0
n't	n't	xx
have	have	vhi
a	a	at1
gang	gang	nn1
problem	problem	nn1
,	,	y
it	it	pph1
's	be	vbz
because	because	cs
they	they	pphs2
do	do	vd0
n't	n't	xx
admit	admit	vvi
it	it	pph1
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
3	3	mc
:	:	y
We	we	ppis2
're	be	vbr
going	go	vvgk
to	to	to
slide	slide	vvi
this	this	dd1
to	to	ii
the	the	at
other	other	jj
one	one	pn1
.	.	y
@(Footage-of-boys-on)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
It	it	pph1
's	be	vbz
Arciaga	arciaga	np1
's	's	ge
job	job	nn1
to	to	to
try	try	vvi
to	to	to
steer	steer	vvi
kids	kid	nn2
like	like	ii
these	these	dd2
away	away	ii21_rl
from	from	ii22_ii
gangs	gang	nn2
.	.	y
@!Ms-ARCIAGA		zzq
:	:	y
How	how	rrq
are	be	vbr
you	you	ppy
guys	guy	nn2
going	go	vvgk
to	to	to
get	get	vvi
over	over	rl21
here	here	rl22
with	with	iw
that	that	dd1
board	board	nn1
over	over	rl21
here	here	rl22
?	?	y
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
What	what	ddq
's	be	vbz
your	your	appge
biggest	big	jjt
problem	problem	nn1
in	in	ii
dealing	deal	vvg
with	with	iw
your	your	appge
job	job	nn1
?	?	y
@!Ms-ARCIAGA		zzq
:	:	y
It	it	pph1
's	be	vbz
probably	probably	rr
walking	walk	vvg
the	the	at
fine	fine	jj
line	line	nn1
between	between	ii
enforcement	enforcement	nn1
and	and	cc
intervention	intervention	nn1
@(Footage-of-boys-on)		zzc
@!Ms-ARCIAGA		zzq
:	:	y
@(Voiceover)		zzc
Because	because	cs
I	i	ppis1
'm	be	vbm
trying	try	vvg
to	to	to
save	save	vvi
kids	kid	nn2
.	.	y
Our	our	appge
officers	officer	nn2
are	be	vbr
arresting	arrest	vvg
the	the	at
same	same	da
kids	kid	nn2
.	.	y
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
One	one	mc1
gang	gang	nn1
member	member	nn1
walking	walk	vvg_nn1
that	that	dd1_cst
tightrope	tightrope	nn1
is	be	vbz
18-year-old	18-year-old	jj
Denny	denny	np1
Kandt.	kandt	np1
@!KANDT		zzq
:	:	y
Touchdown	touchdown	np1_nn1
!	!	y
@(Footage-of-Kandt)		zzc
@!Ms-ARCIAGA		zzq
:	:	y
@(Voiceover)		zzc
Denny	denny	np1
's	be	vbz_ge
one	one	mc1
of	of	io
the	the	at
first	first	md
gang	gang	nn1
members	member	nn2
that	that	cst
I	i	ppis1
ever	ever	rr
worked	work	vvn_vvd
with	with	iw
when	when	rrq_cs
I	i	ppis1
took	take	vvd
this	this	dd1
job	job	nn1
.	.	y
I	i	ppis1
think	think	vv0
he	he	pphs1
's	be	vbz
a	a	at1
bright	bright	jj
kid	kid	nn1
.	.	y
I	i	ppis1
think	think	vv0
that	that	cst
he	he	pphs1
has	have	vhz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
as	as	cs31
long	long	cs32
as	as	cs33
he	he	pphs1
hangs	hang	vvz
around	around	rp
with	with	iw
his	his	appge
gang	gang	nn1
friends	friend	nn2
,	,	y
he	he	pphs1
will	will	vm
not	not	xx
make	make	vvi
it	it	pph1
.	.	y
@(Kandt-shows-gang-t)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
Denny	denny	np1
is	be	vbz
the	the	at
only	only	jj
white	white	jj
member	member	nn1
of	of	io
the	the	at
Hispanic	hispanic	jj
gang	gang	nn1
called	call	vvn
Diamond	diamond	np1
Street	street	nnl1
.	.	y
It	it	pph1
earned	earn	vvd
him	him	ppho1
the	the	at
street	street	nn1
name	name	nn1
Casper	casper	nn1_np1
.	.	y
Do	do	vd0
you	you	ppy
remember	remember	vvi
the	the	at
first	first	md
day	day	nnt1
you	you	ppy
joined	join	vvd
the	the	at
gang	gang	nn1
?	?	y
@!KANDT		zzq
:	:	y
I	i	ppis1
'd	have	vm
just	just	rr
be	be	vbi
proud	proud	jj
.	.	y
Anyone	anyone	pn1
came	come	vvd
up	up	ii21
to	to	ii22
me	me	ppio1
,	,	y
'	'	"@
Where	where	rrq
are	be	vbr
you	you	ppy
from	from	ii
?	?	y
'	'	"@_ge
I	i	ppis1
'm	be	vbm
like	like	ii
,	,	y
'	'	ge_"@
It	it	nn1@_pph1
's	be	vbz
Diamond	diamond	np1
Street	street	nnl1
.	.	y
'	'	"@_ge
I	i	ppis1
'll	will	vm
tell	tell	vvi
anybody	anybody	pn1
.	.	y
Yeah	yeah	uh
,	,	y
I	i	ppis1
'm	be	vbm
big	big	jj
,	,	y
bad	bad	jj
Diamond	diamond	np1
Street	street	nnl1
gang	gang	nn1
now	now	rt
.	.	y
That	that	dd1
made	make	vvd
me	me	ppio1
happy	happy	jj
,	,	y
man	man	nn1
.	.	y
It	it	pph1
gave	give	vvd
me	me	ppio1
--		nn1_jj
I	i	ppis1
mean	mean	vv0
,	,	y
I	i	ppis1
walked	walk	vvd
around	around	rp
with	with	iw
my	my	appge
head	head	nn1_jj@
high	high	jj_rr@_nn1%
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-gang-un		np1
Unidentified	unidentified	jj
Woman	woman	nn1
2	2	mc
:	:	y
(	(	y
Over	over	ii
radio	radio	nn1
)		np1
...	...	...
234	234	mc
copy	copy	vv0
one	one	mc1
at	at	ii
gunpoint	gunpoint	nn1
.	.	y
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
joining	join	vvg
Diamond	diamond	np1
Street	street	nnl1
also	also	rr
meant	mean	vvd_vvn
something	something	pn1
else	else	rr
:	:	y
frequent	frequent	jj
run-ins	run-in	nn2
with	with	iw
the	the	at
gang	gang	nn1
unit	unit	nn1
.	.	y
Officer	officer	nn1
DWAYNE	dwayne	np1
RUTH	ruth	np1
(	(	y
Gang	gang	nn1_vv0@
Unit	unit	nn1
)		np1
:	:	y
What	what	ddq
are	be	vbr
you	you	ppy
flipping	flipping	jj
gang	gang	nn1
signs	sign	nn2_vvz@
at	at	ii
me	me	ppio1
for	for	if
?	?	y
qwq		xx
@		ii
(	(	y
Footage-of-Ruth-sp		np1
Officer	officer	nn1
RUTH	ruth	np1
:	:	y
@(Voiceover)		zzc
Denny	denny	np1
would	would	vm
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
remembers	remember	vvz
back	back	rp
when	when	cs_rrq
Denny	denny	np1
first	first	md
joined	join	vvd_vvn
the	the	at
gang	gang	nn1
.	.	y
Officer	officer	nn1
RUTH	ruth	np1
:	:	y
I	i	ppis1
perceived	perceive	vvd
Denny	denny	np1
as	as	ii_csa
a	a	at1
troublemaker	troublemaker	nn1
.	.	y
I	i	ppis1
perceived	perceive	vvd
Denny	denny	np1
having	have	vhg
zero	zero	m
respect	respect	nn1
for	for	if
any	any	dd
type	type	nn1
of	of	io
law	law	nn1
or	or	cc
police	police	nn2
officer	officer	nn1
.	.	y
@(Photos-of-Kandt)		zzc
Unidentified	unidentified	jj
Woman	woman	nn1
3	3	mc
:	:	y
(	(	y
Over	over	ii
radio	radio	nn1
)		np1
12-7	12-7	mcmc
,	,	y
12-29	12-29	mcmc
...	...	...
@!Ms-ARCIAGA		zzq
:	:	y
@(Voiceover)		zzc
He	he	pphs1
was	be	vbdz
terrorizing	terrorize	vvg
his	his	appge
neighborhood	neighborhood	nn1
.	.	y
Graffiti	graffiti	nn
all	all	rr
over	over	ii
the	the	at
place	place	nn1
,	,	y
threatening	threaten	vvg
his	his	appge
neighbors	neighbor	nn2
,	,	y
threatening	threaten	vvg
their	their	appge
kids	kid	nn2
,	,	y
showing	show	vvg
guns	gun	nn2
to	to	ii
their	their	appge
kids	kid	nn2
.	.	y
@!KANDT		zzq
:	:	y
I	i	ppis1
'd	have	vm
aim	aim	vvi
at	at	ii
everybody	everybody	pn1
.	.	y
I	i	mc1@_zz1@_ppis1
--		nn1_jj
I	i	ppis1
just	just	rr
wanted	want	vvn_vvd
to	to	to
hit	hit	vvi
them	them	ppho2
.	.	y
I	i	ppis1
did	do	vdd
n't	n't	xx
think	think	vvi
about	about	ii
what	what	ddq
they	they	pphs2
--		zz
how	how	rrq
they	they	pphs2
felt	feel	vvd
,	,	y
how	how	rrq
their	their	appge
families	family	nn2
would	would	vm
feel	feel	vvi
,	,	y
how	how	rrq
...	...	...
@!DOW		zzq
:	:	y
How	how	rrq
'd	have	vm
you	you	ppy
feel	feel	vvi
...	...	...
@!KANDT		zzq
:	:	y
...	...	...
what	what	ddq
would	would	vm
happen	happen	vvi
to	to	ii@
me	me	ppio1
...	...	...
@!DOWN		zzq
:	:	y
How	how	rrq
'd	have	vm
you	you	ppy
feel	feel	vvi
with	with	iw
a	a	at1
gun	gun	nn1
in	in	ii
your	your	appge
hand	hand	nn1
?	?	y
You	you	ppy
held	hold	vvd
the	the	at
gun	gun	nn1
.	.	y
@!KANDT		zzq
:	:	y
I	i	ppis1
felt	feel	vvd
--		zz
I	i	ppis1
felt	feel	vvd
powerful	powerful	jj
,	,	y
man	man	nn1
.	.	y
I	i	ppis1
felt	feel	vvd
,	,	y
yeah	yeah	uh
,	,	y
I	i	ppis1
could	could	vm
do	do	vdi
anything	anything	pn1
.	.	y
Ai	ai	fu
n't	n't	xx
nobody	nobody	pn1
saying	say	vvg
nothing	nothing	pn1
to	to	ii
me	me	ppio1
,	,	y
man	man	nn1
.	.	y
No	no	pn121
one	one	pn122
's	be	vbz
going	go	vvgk
to	to	to
say	say	vvi
nothing	nothing	pn1
to	to	ii
me	me	ppio1
.	.	y
I	i	ppis1
'm	be	vbm
going	go	vvgk
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
it	it	pph1
.	.	y
@(Photos-of-Kandt)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
Not	not	xx
surprisingly	surprisingly	rr
,	,	y
that	that	dd1
attitude	attitude	nn1
led	lead	vvn_vvd
to	to	ii
a	a	at1
10-month	10-month	jj_nnt1
prison	prison	nn1
stretch	stretch	vv0_nn1@
for	for	if
aggravated	aggravated	jj@
assault	assault	nn1
.	.	y
@!KANDT		zzq
:	:	y
There	there	ex
's	be	vbz
a	a	at1
lot	lot	nn1
of	of	io
good	good	jj
things	thing	nn2
that	that	cst
came	come	vvd
out	out	ii21
of	of	ii22
being	be	vbg
locked	lock	vvn
up	up	rp
.	.	y
I	i	ppis1
grew	grow	vvd
up	up	rp
.	.	y
I	i	ppis1
had	have	vhd
a	a	at1
time	time	nnt1
to	to	to
think	think	vvi
about	about	ii
everything	everything	pn1
.	.	y
I	i	ppis1
had	have	vhd
a	a	at1
lot	lot	nn1
of	of	io
--		nn1_jj
it	it	pph1
was	be	vbdz
like	like	ii
a	a	at1
rehabilitation	rehabilitation	nn1
,	,	y
man	man	nn1
.	.	y
@(Footage-of-Kandt-w)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
These	these	dd2
days	day	nnt2
other	other	jj
things	thing	nn2
seem	seem	vv0
to	to	to
matter	matter	vvi
to	to	ii
Denny	denny	np1
...	...	...
Unidentified	unidentified	jj
Woman	woman	nn1
4	4	mc
:	:	y
Come	come	vv0
sit	sit	vv0
down	down	rp
.	.	y
@!KANDT		zzq
:	:	y
All	all	rr21
right	right	rr22
.	.	y
Woman	woman	nn1
4	4	mc
:	:	y
I	i	ppis1
've	have	vh0
got	get	vvn
some	some	dd
good	good	jj
news	news	nn1
for	for	if
you	you	ppy
.	.	y
@!KANDT		zzq
:	:	y
Good	good	jj
news	news	nn1
?	?	y
@(Footage-of-documen)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
like	like	ii_cs%
earning	earn	vvg
a	a	at1
high	high	jj
school	school	nn1
diploma	diploma	nn1
.	.	y
Woman	woman	nn1
4	4	mc
:	:	y
All	all	db
the	the	at
credits	credit	nn2
that	that	cst
you	you	ppy
need	need	vv0
to	to	to
graduate	graduate	vvi
,	,	y
you	you	ppy
only	only	rr
have	have	vh0
3.75	3.75	mc
credits	credit	nn2
.	.	y
@!KANDT		zzq
:	:	y
That	that	dd1
's	be	vbz
all	all	db
I	i	ppis1
need	need	vv0
?	?	y
Woman	woman	nn1
4	4	mc
:	:	y
That	that	dd1
's	be	vbz
all	all	db
you	you	ppy
need	need	vv0
,	,	y
and	and	cc
you	you	ppy
're	be	vbr
through	through	rp@_jj%_ii
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
4	4	mc
:	:	y
What	what	ddq
interests	interest	vvz@
you	you	ppy
,	,	y
though	though	rr@
?	?	y
@(Footage-of-documen)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
getting	get	vvg
a	a	at1
job	job	nn1
.	.	y
@!KANDT		zzq
:	:	y
At	at	ii
the	the	at
moment	moment	nn1
I	i	ppis1
do	do	vd0
n't	n't	xx
--		zz
I	i	ppis1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
:	:	y
I	i	ppis1
just	just	rr
want	want	vv0
to	to	to
work	work	vvi
.	.	y
@(Footage-of-Kandt-i)		zzc
@!KANDT		zzq
:	:	y
That	that	dd1_cst
one	one	pn1
's	's	ge_vbz
J.P	jp	np1
.	.	y
right	right	rr_nn1
there	there	rl
.	.	y
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
he	he	pphs1
's	be	vbz
still	still	rr
not	not	xx
willing	willing	jk
to	to	to
give	give	vvi
up	up	rp
his	his	appge
gang	gang	nn1
.	.	y
@!KANDT		zzq
:	:	y
Hopefully	hopefully	rr
I	i	ppis1
could	could	vm
do	do	vdi
something	something	pn1
with	with	iw
my	my	appge
life	life	nn1
and	and	cc
still	still	rr
be	be	vbi
in	in	ii
a	a	at1
gang	gang	nn1
.	.	y
@!DOW		zzq
:	:	y
Why	why	rrq
is	be	vbz
it	it	pph1
so	so	rg_rr
hard	hard	jj_rr
to	to	to
make	make	vvi
a	a	at1
choice	choice	nn1
?	?	y
What	what	ddq
is	be	vbz
it	it	pph1
that	that	dd1_cst
's	be	vbz
pulling	pull	vvg
you	you	ppy
there	there	rl
,	,	y
that	that	dd1
's	be	vbz
keeping	keep	vvg
you	you	ppy
there	there	rl
?	?	y
@!KANDT		zzq
:	:	y
Friends	friend	nn2
,	,	y
excitement	excitement	nn1
,	,	y
the	the	at
rush	rush	nn1
.	.	y
It	it	pph1
's	be	vbz
like	like	ii
a	a	at1
drug	drug	nn1
.	.	y
It	it	pph1
's	be	vbz
addicting	addict	vvg
.	.	y
Everything	everything	pn1
that	that	cst
comes	come	vvz
with	with	iw
it	it	pph1
--		zz
partying	partying	nn1@_jj@
,	,	y
just	just	rr
everything	everything	pn1
,	,	y
the	the	at
action	action	nn1
,	,	y
everything	everything	pn1
that	that	cst
's	be	vbz
around	around	ii
it	it	pph1
.	.	y
@(Footage-of-Dow-loo)		zzc
@!DOW		zzq
:	:	y
Are	be	vbr
they	they	pphs2
9mm	9mm	nnu
?	?	y
@!KANDT		zzq
:	:	y
I	i	ppis1
think	think	vv0
these	these	dd2
ones	one	z'
are	be	vbr
a	a	at1
.380.	.380.	mc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
That	that	dd1_cst
action	action	nn1
includes	include	vvz
four	four	mc
drive-by	drive-by	jj@_nn1
shootings	shooting	nn2
at	at	ii
his	his	appge
home	home	nn1
...	...	...
@!KANDT		zzq
:	:	y
There	there	ex
's	be	vbz
one	one	pn1_mc1
right	right	rr_nn1
there	there	rl
.	.	y
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
where	where	cs_rrq
he	he	pphs1
lives	live	vvz
with	with	iw
his	his	appge
father	father	nn1
.	.	y
When	when	cs_rrq
you	you	ppy
see	see	vv0
these	these	dd2
things	thing	nn2
,	,	y
what	what	ddq
does	do	vdz
it	it	pph1
tell	tell	vvi
you	you	ppy
?	?	y
@!KANDT		zzq
:	:	y
Someone	someone	pn1
wants	want	vvz
me	me	ppio1
,	,	y
man	man	nn1
.	.	y
Someone	someone	pn1
--		zz
someone	someone	pn1
's	be	vbz
after	after	ii
me	me	ppio1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
guess	guess	vv0
,	,	y
a	a	at1
part	part	nn1
that	that	cst_dd1
comes	come	vvz
along	along	ii21
with	with	ii22
it	it	pph1
.	.	y
@!Mr-DAVID-TANGERO-@		zzq
:	:	y
He	he	pphs1
's	be	vbz_vhz@
really	really	rr
torn	tear	vvn
between	between	rl%_ii
he	he	pphs1
--		zz
he	he	pphs1
wants	want	vvz
to	to	to
grow	grow	vvi
up	up	rp
and	and	cc
he	he	pphs1
wants	want	vvz
to	to	to
move	move	vvi
on	on	rp@
,	,	y
but	but	ccb
yet	yet	rr
he	he	pphs1
has	have	vhz
this	this	dd1
tie	tie	nn1
with	with	iw
the	the	at
neighborhood	neighborhood	nn1
,	,	y
with	with	iw
the	the	at
homeys.		nnu
@(Footage-of-Tangero)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
David	david	np1
Tangero	tangero	np1_nn1
is	be	vbz
Denny	denny	np1
's	's	ge
parole	parole	nn1
officer	officer	nn1
.	.	y
@!Mr-TANGERO		zzq
:	:	y
The	the	at
gang	gang	nn1
is	be	vbz
his	his	appge
family	family	nn1
,	,	y
and	and	cc
it	it	pph1
's	be	vbz
just	just	rr
like	like	ii
saying	say	vvg
goodbye	good-bye	nn1@_uh
to	to	ii
your	your	appge
family	family	nn1
.	.	y
@!DOW		zzq
:	:	y
Have	have	vh0
you	you	ppy
been	be	vbn
able	able	jk
to	to	to
understand	understand	vvi
the	the	at
commitment	commitment	nn1
,	,	y
to	to	to
understand	understand	vvi
the	the	at
bond	bond	nn1
that	that	cst_dd1
gang	gang	nn1_vv0@
members	member	nn2
make	make	vv0
with	with	iw
o	o	zz1
--		zz
with	with	iw
each	each	ppx221
other	other	ppx222
?	?	y
@!Mr-TANGERO		zzq
:	:	y
I	i	ppis1
have	have	vh0
n't	n't	xx
,	,	y
and	and	cc
--		zz
and	and	cc
that	that	dd1
's	be	vbz
what	what	ddq
's	be	vbz
hard	hard	jj
with	with	iw
law	law	nn1
enforcement	enforcement	nn1
communities	community	nn2
,	,	y
people	people	nn
in	in	ii
the	the	at
school	school	nn1
and	and	rr31
so	so	rr32
forth	forth	rr33
,	,	y
to	to	ii_to
just	just	jj@_rr
--		nn1_jj
you	you	ppy
know	know	vv0
,	,	y
they	they	pphs2
--		zz
they	they	pphs2
lecture	lecture	vv0@
to	to	ii
kids	kid	nn2
and	and	cc
say	say	nn1%
'	'	ge
Leave	leave	nn1_vv0
the	the	at
gang	gang	nn1
.	.	y
Why	why	rrq
ca	can	vm
n't	n't	xx
you	you	ppy
just	just	rr
tell	tell	vvi
them	them	ppho2
you	you	ppy
do	do	vd0
n't	n't	xx
want	want	vvi
do	do	vd0
that	that	dd1
anymore	anymore	rr
?	?	y
'	'	"@_ge
And	and	cc
they	they	pphs2
ca	can	vm
n't	n't	xx
.	.	y
They	they	pphs2
can't.		zz
@(Footage-of-confron)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
A	a	zz1_at1@
lesson	lesson	nn1
learned	learn	vvn_vvd
at	at	ii
the	the	at
conference	conference	nn1
,	,	y
where	where	cs_rrq
a	a	at1
fight	fight	nn1
broke	break	vvd
out	out	rp
between	between	ii
rival	rival	jj_nn1
gang	gang	nn1
members	member	nn2
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
the	the	at
hatred	hatred	nn1
that	that	cst
these	these	dd2
kids	kid	nn2
feel	feel	vv0
for	for	if
each	each	ppx221
other	other	ppx222
.	.	y
@(Footage-of-Arciaga)		zzc
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
Arciaga	arciaga	np1
,	,	y
who	who	pnqs
has	have	vhz
been	be	vbn
called	call	vvn
naive	naive	jj
for	for	if
thinking	think	vvg_nn1
gang	gang	nn1
members	member	nn2
can	can	vm
change	change	vvi
,	,	y
says	say	vvz
it	it	pph1
's	be	vbz
all	all	db
part	part	nn1
of	of	io
her	her	appge
job	job	nn1
.	.	y
@!Ms-ARCIAGA		zzq
:	:	y
@(Voiceover)		zzc
You	you	ppy
have	have	vh0
to	to	to
work	work	vvi
with	with	iw
gang	gang	nn1
members	member	nn2
a	a	at1
very	very	jj@_rg
,	,	y
very	very	rg
long	long	jj
time	time	nnt1
to	to	to
see	see	vvi
any	any	dd
change	change	nn1
.	.	y
It	it	pph1
takes	take	vvz
them	them	ppho2
a	a	at1
long	long	jj
time	time	nnt1
to	to	to
change	change	vvi
.	.	y
You	you	ppy
know	know	vv0
,	,	y
I	i	ppis1
think	think	vv0
that	that	dd1
's	be	vbz
our	our	appge
detectives	detective	nn2
'	'	ge
frustration	frustration	nn1
with	with	iw
Denny	denny	np1
Kandt	kandt	np1
,	,	y
is	be	vbz
that	that	dd1
they	they	pphs2
're	be	vbr
saying	say	vvg
,	,	y
'	'	"@
Let	let	vm21
's	be	vm22
just	just	rr
lock	lock	vvi
him	him	ppho1
up	up	rp
and	and	cc
put	put	vvd_vv0
him	him	ppho1
away	away	rl
.	.	y
'	'	"@_ge
And	and	cc
I	i	ppis1
'm	be	vbm
saying	say	vvg
,	,	y
'	'	ge
Well	well	nn1
,	,	y
if	if	cs
you	you	ppy
can	can	vm
catch	catch	vvi
him	him	ppho1
doing	do	vdg
something	something	pn1
,	,	y
great	great	jj
.	.	y
But	but	ccb
until	until	cs
he	he	pphs1
goes	go	vvz
to	to	ii
prison	prison	nn1
,	,	y
I	i	ppis1
'm	be	vbm
going	go	vvgk
to	to	to
keep	keep	vvi
working	work	vvg
with	with	iw
him	him	ppho1
because	because	cs
I	i	ppis1
still	still	rr
think	think	vv0
that	that	cst
there	there	ex
's	be	vbz
a	a	at1
chance	chance	nn1
that	that	cst
he	he	pphs1
could	could	vm
be	be	vbi
saved	save	vvn
.	.	y
'	'	"@_ge
@(Footage-of-Arciaga)		zzc
@!Ms-ARCIAGA		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
so	so	rr
if	if	cs
that	that	dd1
's	be	vbz
naive	naive	jj
,	,	y
then	then	rt
I	i	ppis1
'm	be	vbm
naive	naive	jj
.	.	y
@!DOW		zzq
:	:	y
@(Voiceover)		zzc
Denny	denny	np1
,	,	y
you	you	ppy
have	have	vh0
that	that	dd1
commitment	commitment	nn1
--		nn1
that	that	dd1
lifetime	lifetime	nnt1
commitment	commitment	nn1
to	to	ii
this	this	dd1
gang	gang	nn1
,	,	y
the	the	at
Diamond	diamond	np1
Street	street	nnl1
gang	gang	nn1
.	.	y
Is	be	vbz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
.	.	y
Everyone	everyone	pn1
says	say	vvz
there	there	ex
's	be	vbz
either	either	rr
two	two	mc
roads	road	nn2
:	:	y
death	death	nn1
or	or	cc
prison	prison	nn1
.	.	y
I	i	ppis1
just	just	rr
want	want	vv0
to	to	to
beat	beat	vvi
the	the	at
odds	odds	nn2
.	.	y
@(Footage-of-Kandt-o)		zzc
@!KANDT		zzq
:	:	y
@(Voiceover)		zzc
I	i	ppis1
know	know	vv0
I	i	ppis1
can	can	vm
make	make	vvi
it	it	pph1
.	.	y
##221678		
REBELS	rebel	nn2_vvz@
WITH	with	iw
A	a	zz1_at1@
CAUSE	cause	vv0_nn1
qwq		xx
@		ii
(	(	y
Footage-of-spectat		np1
Unidentified	unidentified	jj
Man	man	nn1
1	1	mc1
:	:	y
Ready	ready	jj_rr@
,	,	y
Craig	craig	np1
?	?	y
@(Excerpt-from-Strai)		zzc
@!BILL-LAGATTUTA-rep		zzq
:	:	y
@(Voiceover)		zzc
These	these	dd2
kids	kid	nn2
today	today	rt
--		zz
totally	totally	rr
out	out	ii21
of	of	ii22
control	control	nn1
.	.	y
Piercing	pierce	vvg
their	their	appge
faces	face	nn2
...	...	...
Unidentified	unidentified	jj
Man	man	nn1
2	2	mc
:	:	y
@(Voiceover)		zzc
Yeah	yeah	uh
.	.	y
@!LAGATTUTA		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
tattooing	tattoo	vvg
their	their	appge
bodies	body	nn2
.	.	y
@!Mr-D.J-ROSE-@1Musi		zzq
:	:	y
I	i	ppis1
guess	guess	vv0
we	we	ppis2
're	be	vbr
changing	change	vvg
the	the	at
rules	rule	nn2
.	.	y
@!LAGATTUTA		zzq
:	:	y
You	you	ppy
're	be	vbr
rebelling.	rebelling	nnu
@!Mr-ROSE		zzq
:	:	y
I	i	ppis1
'm	be	vbm
completely	completely	rr
rebelling	rebel	vvg
.	.	y
We	we	ppis2
all	all	db
are	be	vbr
.	.	y
@(Footage-from-Strai)		zzc
@!LAGATTUTA		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
before	before	cs
you	you	ppy
jump	jump	vv0
to	to	ii
any	any	dd
conclusions	conclusion	nn2
...	...	...
@!Mr-ROSE		zzq
:	:	y
Heavy	heavy	jj
,	,	y
Mike	mike	np1
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-Rose		np1
;		np1
-s	-s	zz1
@!LAGATTUTA		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
listen	listen	vv0
to	to	ii
what	what	ddq
D.J	d.j	np1
.	.	y
Rose	rose	nn1_np1@
and	and	cc
the	the	at
other	other	jj
young	young	jj
people	people	nn
at	at	ii
this	this	dd1
club	club	nn1
in	in	ii
Syracuse	syracuse	np1
,	,	y
New	new	np1
York	york	np1
,	,	y
are	be	vbr
rebelling	rebel	vvg
against	against	ii
.	.	y
@!Mr-ROSE		zzq
:	:	y
We	we	ppis2
're	be	vbr
the	the	at
real	real	jj
alternative	alternative	nn1_jj
.	.	y
Mainstream	mainstream	jj
society	society	nn1
says	say	vvz
,	,	y
'	'	ge
Drink	drink	nn1
,	,	y
drink	drink	vv0_nn1
,	,	y
drink	drink	vv0_nn1
,	,	y
smoke	smoke	vv0_nn1
,	,	y
consume	consume	vv0
.	.	y
'	'	"@_ge
And	and	cc
we	we	ppis2
're	be	vbr
saying	say	vvg
,	,	y
'	'	ge_"@
Think	think	vv0
about	about	ii
what	what	ddq
you	you	ppy
're	be	vbr
doing	do	vdg
.	.	y
Eliminate	eliminate	vv0
poison	poison	nn1
from	from	ii
your	your	appge
--		nn1_jj
from	from	ii
your	your	appge
life	life	nn1
,	,	y
