##1008654		
WHEN	when	rrq_cs
?	?	y
You	you	ppy
know	know	vv0
I	i	ppis1
do	do	vd0
n't	n't	xx
backslide	backslide	vvi
.	.	y
<p>	<p>	y
Even	even	rr
for	for	if
a	a	at1
night	night	nnt1
?	?	y
<p>	<p>	y
You	you	ppy
're	be	vbr
too	too	rg
much	much	da1_rr
.	.	y
<p>	<p>	y
That	that	dd1
's	be	vbz
what	what	ddq
they	they	pphs2
say	say	vv0
.	.	y
Why	why	rrq
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
No	no	xx
way	way	nn1
.	.	y
Last	last	md
time	time	nnt1
they	they	pphs2
'd	have	vhd
gone	go	vvn
out	out	rp
together	together	rl
,	,	y
Toosha	toosha	np1
had	have	vhd
flicked	flick	vvn
her	her	appge
tongue	tongue	nn1
fast	fast	rr_jj_nn1@
and	and	cc
dirty	dirty	jj_vv0@_rr@
at	at	ii
some	some	dd
cute	cute	jj
guy	guy	nn1
barely	barely	rr
old	old	jj
enough	enough	rr
to	to	to
gain	gain	vvi
entry	entry	nn1
into	into	ii
the	the	at
club	club	nn1
.	.	y
Once	once	rr
upon	upon	ii
a	a	at1
time	time	nnt1
Sheila	sheila	np1
might	might	vm
have	have	vhi
done	do	vdn
the	the	at
same	same	da
.	.	y
Indeed	indeed	rr
,	,	y
she	she	pphs1
recognized	recognize	vvd
in	in	ii
Toosha	toosha	np1
's	's	ge
sexual	sexual	jj
exploits	exploit	nn2
the	the	at
workings	working	nn2
of	of	io
her	her	appge
own	own	da
mind	mind	nn1
.	.	y
Who	who	pnqs
would	would	vm
n't	n't	xx
want	want	vvi
to	to	to
get	get	vvi
all	all	db
they	they	pphs2
could	could	vm
?	?	y
Human	human	jj_nn1
nature	nature	nn1
.	.	y
But	but	ccb
they	they	pphs2
were	be	vbdr
both	both	rr
months	month	nnt2
shy	shy	jj
of	of	io
thirty	thirty	mc
and	and	cc
ought	ought	vmk
to	to	to
be	be	vbi
too	too	rg
wise	wise	jj
,	,	y
too	too	rg
seasoned	seasoned	jj
to	to	to
be	be	vbi
caught	catch	vvn
up	up	rp
in	in	ii
all	all	db
that	that	dd1_cst
shuttling	shuttle	vvg_jj@
back	back	rp_nn1
and	and	cc
forth	forth	rr
.	.	y
<p>	<p>	y
What	what	ddq
you	you	ppy
got	get	vvd_vvn
to	to	to
lose	lose	vvi
?	?	y
<p>	<p>	y
You	you	ppy
know	know	vv0
that	that	dd1
ai	ai	fu
n't	n't	xx
me	me	ppio1
,	,	y
she	she	pphs1
said	say	vvd
.	.	y
<p>	<p>	y
Sheila	sheila	np1
heard	hear	vvd
flesh	flesh	nn1
give	give	vv0
and	and	cc
stretch	stretch	vv0
as	as	csa_ii@
Toosha	toosha	np1
tugged	tug	vvd
into	into	ii
her	her	appge
leather	leather	nn1
thong	thong	nn1
.	.	y
She	she	pphs1
groomed	groom	vvd
and	and	cc
dressed-always	dressed-always	rr
the	the	at
brightest	bright	jjt
colors-for	colors-for	nn2
three	three	mc
hours	hour	nnt2
before	before	cs
she	she	pphs1
went	go	vvd
out	out	rp
into	into	ii
the	the	at
world	world	nn1
.	.	y
Do	do	vd0
n't	n't	xx
catch	catch	vvi
nothing	nothing	pn1
.	.	y
<p>	<p>	y
I	i	ppis1
always	always	rr
make	make	vv0
sure	sure	jj
homeboy	homeboy	nn1
wear	wear	vv0
his	his	appge
raincoat	raincoat	nn1
.	.	y
Rubber	rubber	nn1
can	can	vm
take	take	vvi
a	a	at1
lot	lot	nn1
of	of	io
tear	tear	nn1
and	and	cc
wear	wear	vvi
.	.	y
<p>	<p>	y
Peace	peace	nn1
.	.	y
<p>	<p>	y
Peace	peace	nn1
.	.	y
<p>	<p>	y
She	she	pphs1
hung	hang	vvd
up	up	rp
the	the	at
phone	phone	nn1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
couch	couch	nn1
.	.	y
Then	then	rt
she	she	pphs1
noticed	notice	vvd
the	the	at
room	room	nn1
was	be	vbdz
completely	completely	rr
dark	dark	jj_nn1
,	,	y
so	so	cs@_rr
she	she	pphs1
picked	pick	vvd
up	up	rp
the	the	at
remote	remote	jj
control	control	nn1
and	and	cc
popped	pop	vvn_vvd
on	on	ii
the	the	at
television	television	nn1
.	.	y
Blue	blue	jj
flickering	flickering	jj
light	light	nn1
brushed	brush	vvd_vvn
her	her	appge
legs	leg	nn2
feather-like	feather-like	jj
,	,	y
bare	bare	jj
skin	skin	nn1
not	not	xx
covered	cover	vvn
by	by	ii
the	the	at
robe	robe	nn1
.	.	y
This	this	dd1
same	same	da
light	light	nn1
penetrated	penetrate	vvd_vvn
her	her	appge
muscles	muscle	nn2
like	like	ii
quills	quill	nn2
.	.	y
Time	time	nnt1
curled	curl	vvn_vvd
around	around	ii
her	her	ppho1
.	.	y
She	she	pphs1
saw	see	vvd
without	without	iw
seeing	see	vvg
and	and	cc
heard	hear	vvn_vvd
without	without	iw
hearing	hearing	nn1_vvg
.	.	y
The	the	at
couch	couch	nn1
began	begin	vvd
to	to	to
curve	curve	vvi
over	over	ii_rp
her	her	ppho1
and	and	cc
under	under	ii
her	her	ppho1
,	,	y
the	the	at
jaws	jaw	nn2
of	of	io
a	a	at1
shell	shell	z'
,	,	y
and	and	cc
she	she	pphs1
felt	feel	vvd
her	her	ppho1
skin	skin	vvi
ossify	ossify	vv0
.	.	y
<p>	<p>	y
The	the	at
phone	phone	nn1
rang	ring	vvd
.	.	y
<p>	<p>	y
Is	be	vbz
this	this	dd1
Miss	miss	nnb
Jones	jones	np1
?	?	y
<p>	<p>	y
Yes	yes	uh
.	.	y
<p>	<p>	y
Sheila	sheila	np1
Jones	jones	np1
?	?	y
<p>	<p>	y
Yes	yes	uh
.	.	y
<p>	<p>	y
Well	well	rr
,	,	y
today	today	rt
is	be	vbz
your	your	appge
lucky	lucky	jj
day	day	nnt1
,	,	y
Miss	miss	nnb
Jones	jones	np1
.	.	y
I	i	ppis1
'm	be	vbm
happy	happy	jj
to	to	to
inform	inform	vvi
you	you	ppy
that	that	cst
you	you	ppy
are	be	vbr
the	the	at
proud	proud	jj
winner	winner	nn1
of	of	io
a	a	at1
free	free	jj
plot	plot	nn1
at	at	ii
Greenview	greenview	np1_nn1
<p>	<p>	y
She	she	pphs1
slammed	slam	vvd
the	the	at
receiver	receiver	nn1
to	to	ii
the	the	at
cradle	cradle	nn1
.	.	y
The	the	at
nerve	nerve	nn1
of	of	io
some	some	dd
people	people	nn
.	.	y
A	a	at1_zz1
free	free	jj
cemetery	cemetery	nn1
plot	plot	nn1
.	.	y
She	she	pphs1
stayed	stay	vvd
hunched	hunch	vvn
over	over	rp
and	and	cc
silent	silent	jj
,	,	y
then	then	rt
she	she	pphs1
sensed	sense	vvd
an	a	at1
indistinct	indistinct	jj
tingling	tingling	nn1@_jj@
and	and	cc
sought	seek	vvd_vvn
to	to	to
identify	identify	vvi
it	it	pph1
.	.	y
Her	her	appge
finger	finger	nn1
.	.	y
She	she	pphs1
looked	look	vvd
down	down	rp
at	at	ii
it	it	pph1
in	in	ii
the	the	at
light	light	nn1_jj
and	and	cc
saw	see	vvd
that	that	cst
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
second	second	md_nnt1
phantom	phantom	jj_nn1
ring	ring	nn1
.	.	y
She	she	pphs1
scratched	scratch	vvd
it	it	pph1
,	,	y
not	not	xx
feeling	feel	vvg
in	in	ii
the	the	at
least	least	rrt
out	out	ii21
of	of	ii22
anything	anything	pn1
.	.	y
No	no	xx
more	more	rrr_dar
Les	les	np1
.	.	y
No	no	xx
more	more	rrr_dar
Les	les	np1
.	.	y
No	no	xx
more	more	rrr_dar
Les	les	np1
.	.	y
She	she	pphs1
turned	turn	vvd
back	back	rp
to	to	ii
the	the	at
TV	tv	nn1
and	and	cc
tried	try	vvd
to	to	to
pick	pick	vvi
up	up	rp
where	where	cs_rrq
she	she	pphs1
had	have	vhd
left	leave	vvn
off	off	rp
.	.	y
<p>	<p>	y
Try	try	vv0
our	our	appge
new	new	jj
fragrant	fragrant	jj
ambrosia	ambrosia	nn1
flavor	flavor	nn1
.	.	y
To	to	to
drown	drown	vvi
<p>	<p>	y
She	she	pphs1
switched	switch	vvd
the	the	at
channel	channel	nn1
.	.	y
<p>	<p>	y
Would	would	vm
you	you	ppy
kindly	kindly	rr
spin	spin	vvi
the	the	at
wheel	wheel	nn1
?	?	y
<p>	<p>	y
She	she	pphs1
switched	switch	vvd
again	again	rt
.	.	y
<p>	<p>	y
The	the	at
phone	phone	nn1
rang	ring	vvd
.	.	y
<p>	<p>	y
Soft	soft	jj
whispered	whispered	jj@
words	word	nn2
.	.	y
She	she	pphs1
yanked	yank	vvd
the	the	at
phone	phone	nn1
cord	cord	nn1
from	from	ii
the	the	at
wall	wall	nn1
.	.	y
She	she	pphs1
saw	see	vvd
through	through	ii
him	him	ppho1
instantly	instantly	rr
.	.	y
She	she	pphs1
said	say	vvd
it	it	pph1
to	to	ii
herself	herself	ppx1
with	with	iw
a	a	at1
clear	clear	jj
little	little	jj_rr
laugh	laugh	nn1@_vv0
.	.	y
Outside	outside	ii
the	the	at
unshaded	unshaded	jj
window	window	nn1
the	the	at
night	night	nnt1
spread	spread	vvd_vv0_vvn_nn1
clean	clean	jj
and	and	cc
starless	starless	jj
,	,	y
while	while	cs
fingered	finger	vvn_jj%
branches	branch	nn2
held	hold	vvd_vvn
the	the	at
moon	moon	nn1
in	in	ii
the	the	at
sky	sky	nn1
.	.	y
She	she	pphs1
felt	feel	vvd
a	a	at1
stab	stab	nn1
of	of	io
uncertainty	uncertainty	nn1
,	,	y
not	not	xx
knowing	know	vvg
what	what	ddq
she	she	pphs1
had	have	vhd
said	say	vvn
,	,	y
not	not	xx
knowing	know	vvg
what	what	ddq
she	she	pphs1
had	have	vhd
meant	mean	vvn
,	,	y
or	or	cc
might	might	vm
have	have	vhi
meant	mean	vvn
.	.	y
Blue	blue	jj
light	light	nn1
tingled	tingle	vvd_vvn@
at	at	ii
her	her	appge
toes	toe	nn2
like	like	ii
cold	cold	jj
dark	dark	jj_nn1
water	water	nn1
.	.	y
<p>	<p>	y
A	a	at1
delay	delay	nn1
is	be	vbz
not	not	xx
a	a	at1
denial	denial	nn1
.	.	y
He	he	pphs1
was	be	vbdz
tiny	tiny	jj
there	there	rl
,	,	y
a	a	at1
fuzzy	fuzzy	jj
dot	dot	nn1
,	,	y
and	and	cc
as	as	csa
he	he	pphs1
drew	draw	vvd
nearer	near	rrr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
he	he	pphs1
can	can	vm
return	return	vvi
again	again	rt
.	.	y
He	he	pphs1
seemed	seem	vvd
oddly	oddly	rr
helpless	helpless	jj
,	,	y
pinned	pin	vvn
to	to	ii
his	his	appge
lectern	lectern	nn1
by	by	ii
sharp	sharp	jj_rr@
watching	watch	vvg_nn1%_jj%
faces	face	nn2_vvz
.	.	y
Is	be	vbz
this	this	dd1
not	not	xx
his	his	appge
promise	promise	nn1
?	?	y
He	he	pphs1
smiled	smile	vvd
his	his	appge
church	church	nn1
smile	smile	nn1
.	.	y
The	the	at
crown	crown	nn1
outlasts	outlast	vvz
the	the	at
head	head	nn1
.	.	y
<p>	<p>	y
She	she	pphs1
separated	separate	vvd
voice	voice	nn1
from	from	ii
body	body	nn1
,	,	y
dissected	dissect	vvd_jj@_vvn
mouth	mouth	nn1
from	from	ii
message	message	nn1
.	.	y
Ah	ah	uh
,	,	y
now	now	rt
she	she	pphs1
knew	know	vvd
.	.	y
It	it	pph1
was	be	vbdz
the	the	at
Reverend	reverend	nnb
Martin	martin	np1
"	"	y
Spider	spider	nn1
"	"	y
Thornhill	thornhill	np1
,	,	y
"	"	y
God	god	np1
's	's	ge
hardest-working	hardest-working	jjt
servant	servant	nn1
"	"	y
a	a	at1
clear-skinned	clear-skinned	jj
man	man	nn1
with	with	iw
red	red	jj
hair	hair	nn1
and	and	cc
freckles	freckle	nn2
to	to	to
match	match	vvi
.	.	y
She	she	pphs1
found	find	vvd
nothing	nothing	pn1
attractive	attractive	jj
about	about	ii
him	him	ppho1
.	.	y
He	he	pphs1
was	be	vbdz
short	short	jj_rr@
,	,	y
wide	wide	jj
,	,	y
and	and	cc
ugly	ugly	jj
,	,	y
like	like	ii
a	a	at1
pit	pit	nn1
bull	bull	nn1
.	.	y
<p>	<p>	y
All	all	db
history	history	nn1
moves	move	vvz_nn2
towards	towards	ii
one	one	mc1
great	great	jj
goal	goal	nn1
.	.	y
His	his	appge
voice	voice	nn1
reverberated	reverberate	vvd_vvn@
through	through	ii
the	the	at
room	room	nn1
so	so	cs21
that	that	cs22
she	she	pphs1
heard	hear	vvd
three	three	mc
or	or	cc
four	four	mc
voices	voice	nn2
.	.	y
Exodus	exodus	nn1
.	.	y
The	the	at
manifestation	manifestation	nn1
of	of	io
God	god	np1_nn1@
.	.	y
<p>	<p>	y
He	he	pphs1
said	say	vvd
this	this	dd1_rg%
merrily	merrily	rr
with	with	iw
light	light	nn1_jj
darting	dart	vvg_jj
from	from	ii
his	his	appge
eyes	eye	nn2
,	,	y
a	a	at1
true	true	jj
believer	believer	nn1
,	,	y
taking	take	vvg
no	no	at
notice	notice	nn1
of	of	io
his	his	appge
circumstances	circumstance	nn2
.	.	y
She	she	pphs1
watched	watch	vvd
with	with	iw
increasing	increasing	jj
fascination	fascination	nn1
and	and	cc
delight	delight	nn1
.	.	y
The	the	at
small	small	jj
figures	figure	nn2
of	of	io
the	the	at
congregation	congregation	nn1
,	,	y
choir	choir	nn1
,	,	y
and	and	cc
pastor	pastor	nn1
seemed	seem	vvd
trapped	trap	vvn_vvd
inside	inside	ii
the	the	at
TV	tv	nn1
,	,	y
a	a	at1
luminous	luminous	jj
birdcage	birdcage	nn1
.	.	y
And	and	cc
she	she	pphs1
sought	seek	vvd
to	to	to
reach	reach	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
into	into	ii
her	her	appge
hand	hand	nn1
and	and	cc
stroke	stroke	vv0
it	it	pph1
.	.	y
<p>	<p>	y
Jesus	jesus	np1
spoke	speak	vvd
from	from	ii
the	the	at
cross	cross	nn1
,	,	y
I	i	ppis1
have	have	vh0
suffered	suffer	vvn
many	many	da2
troubles	trouble	nn2
and	and	cc
hardships	hardship	nn2
in	in	ii
battle	battle	nn1
and	and	cc
tempest	tempest	nn1
;	;	y
this	this	dd1
will	will	vm
be	be	vbi
only	only	rr
one	one	mc1_pn1
more	more	dar_rrr
.	.	y
<p>	<p>	y
Spontaneous	spontaneous	jj
applause	applause	nn1
.	.	y
<p>	<p>	y
The	the	at
hand	hand	nn1
of	of	io
God	god	np1_nn1@
is	be	vbz
slow	slow	jj_rr@
but	but	ccb
sure	sure	jj
.	.	y
All	all	db
days	day	nnt2
are	be	vbr
His	his	ppge@
.	.	y
<p>	<p>	y
Light	light	nn1_rr%
pulled	pull	vvn_vvd
like	like	ii
tape	tape	nn1
at	at	ii
her	her	appge
skin	skin	nn1
.	.	y
And	and	cc
she	she	pphs1
touched	touch	vvd
herself	herself	ppx1
all	all	rr
over	over	rp@_ii
to	to	to
remain	remain	vvi
in	in	ii
place	place	nn1
.	.	y
<p>	<p>	y
When	when	cs
your	your	appge
time	time	nnt1
comes	come	vvz
and	and	cc
He	he	pphs1
takes	take	vvz
you	you	ppy
to	to	ii
his	his	appge
bosom	bosom	nn1
,	,	y
you	you	ppy
must	must	vm
rise	rise	vvi
and	and	cc
follow	follow	vvi
,	,	y
rise	rise	nn1_vv0
and	and	cc
follow	follow	vvi
.	.	y
<p>	<p>	y
She	she	pphs1
watched	watch	vvd
her	her	appge
legs	leg	nn2
waver	waver	vvi
in	in	ii_rp@
blue	blue	jj
light	light	nn1_jj
as	as	cs21
if	if	cs22
underwater	underwater	rl_jj
.	.	y
Rising	rise	vvg_nn1@
.	.	y
<p>	<p>	y
But	but	ccb
with	with	iw
this	this	dd1
spear	spear	nn1
I	i	ppis1
shall	shall	vm
lift	lift	vvi
you	you	ppy
up	up	rp
.	.	y
Am	be	vb0
I	i	ppis1
not	not	xx
a	a	at1
fisher	fisher	nn1
of	of	io
men	man	nn2
?	?	y
The	the	at
words	word	nn2
altered	alter	vvd_vvn
his	his	appge
face	face	nn1
,	,	y
made	make	vvd_vvn
something	something	pn1
gentle	gentle	jj
happen	happen	vv0
.	.	y
<p>	<p>	y
Let	let	vv0
us	us	ppio2
pray	pray	vvi
.	.	y
<p>	<p>	y
She	she	pphs1
bowed	bow	vvd
her	her	appge
head	head	nn1
and	and	cc
clicked	click	vvd
her	her	appge
eyes	eye	nn2
shut	shut	vvd_vv0_vvn
.	.	y
Words	word	nn2
tumbled	tumble	vvd_vvn@
through	through	ii_rp@
her	her	appge
skull	skull	nn1
.	.	y
Lights	light	nn2
flashing	flash	vvg
in	in	ii
the	the	at
dark	dark	nn1_jj
,	,	y
broken	broken	jj
bits	bit	nn2
of	of	io
sparkle	sparkle	nn1
.	.	y
She	she	pphs1
scratched	scratch	vvd
her	her	appge
finger	finger	nn1
and	and	cc
repeated	repeat	vvd
the	the	at
words	word	nn2
to	to	ii
herself	herself	ppx1
,	,	y
spoke	speak	vvd
them	them	ppho2
out	out	rp
loud-two	loud-two	mc
voices	voice	nn2
in	in	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
validity	validity	nn1
.	.	y
<p>	<p>	y
Amen	amen	uh
.	.	y
<p>	<p>	y
Amen	amen	uh
,	,	y
she	she	pphs1
said-so	said-so	rr_rg
loud	loud	rr
she	she	pphs1
startled	startle	vvd
herself	herself	ppx1
She	she	pphs1
opened	open	vvd
her	her	appge
eyes	eye	nn2
as	as	cs21
if	if	cs22
from	from	ii
a	a	at1
kiss	kiss	nn1
.	.	y
<p>	<p>	y
Let	let	vv0
us	us	ppio2
pause	pause	vvi
for	for	if
station	station	nn1
identification	identification	nn1
.	.	y
He	he	pphs1
stepped	step	vvd
down	down	rp
off	off	ii
the	the	at
stage	stage	nn1
.	.	y
Tuxedoed	tuxedoed	jj@_np1@
men	man	nn2
set	set	vv0_vvd_vvn
up	up	rp
a	a	at1
large	large	jj
floral	floral	jj
arrangement	arrangement	nn1
behind	behind	ii
the	the	at
lectern	lectern	nn1
,	,	y
all	all	db
hue	hue	nn1
and	and	cc
fragrance	fragrance	nn1
.	.	y
(	(	y
She	she	pphs1
pinched	pinch	vvd
her	her	appge
nose	nose	nn1
.	.	y
Thought	think	vvn_nn1_vvd
to	to	to
sneeze	sneeze	vvi
.	.	y
)	)	y
Seven	seven	mc
young	young	jj
girls	girl	nn2
with	with	iw
seven	seven	mc
flaming-red	flaming-red	jj
afros	afro	nn2
set	set	vv0_vvd_vvn
off	off	rp
slowly	slowly	rr
down	down	ii@_rp
seven	seven	mc
aisles	aisle	nn2
,	,	y
moving	move	vvg
in	in	ii
rhythm	rhythm	nn1
.	.	y
Left	left	jj
foot	foot	nn1
step	step	nn1
.	.	y
Pause	pause	nn1_vv0@
.	.	y
Right	right	jj_nn1
foot	foot	nn1
step	step	nn1
.	.	y
Pause	pause	nn1_vv0@
.	.	y
Each	each	dd1
wore	wear	vvd
a	a	at1
white	white	jj
dress	dress	nn1
and	and	cc
white	white	jj
gloves	glove	nn2
,	,	y
one	one	mc1
hand	hand	nn1
**25;1402;TOOLONG	**25;1402;toolong	fu
cloth-lined	cloth-lined	nn1_jj
(	(	y
red	red	nn1_jj
)	)	y
silver	silver	nn1_jj@
collection	collection	nn1
plate	plate	nn1
at	at	ii
the	the	at
shoulder	shoulder	nn1
,	,	y
the	the	at
other	other	jj
crooked	crooked	jj
behind	behind	ii
the	the	at
back	back	nn1
,	,	y
as	as	cs21
if	if	cs22
cuffed	cuff	vvn@_jj@_vvd
.	.	y
<p>	<p>	y
Author	author	nn1
Affiliation	affiliation	nn1
##1008769		
All	all	rr@
this	this	dd1
,	,	y
"	"	y
said	say	vvd
Wayne	wayne	np1
the	the	at
plumber	plumber	nn1
,	,	y
"	"	y
was	be	vbdz
written	write	vvn
down	down	rp
in	in	ii
the	the	at
Bible	bible	nn1
five	five	mc
thousand	thousand	m
years	year	nnt2
ago	ago	ra
.	.	y
"	"	y
He	he	pphs1
was	be	vbdz
out	out	rp
on	on	ii
the	the	at
deck	deck	nn1
taking	take	vvg
a	a	at1
break	break	nn1
from	from	ii
doing	do	vdg
angioplasty	angioplasty	nn1
on	on	ii
the	the	at
pipes	pipe	nn2
beneath	beneath	ii
my	my	appge
kitchen	kitchen	nn1
sink	sink	nn1
.	.	y
Meanwhile	meanwhile	rr
,	,	y
he	he	pphs1
was	be	vbdz
giving	give	vvg
his	his	appge
assistant	assistant	nn1_jj
,	,	y
John	john	np1
Pickles	pickle	nn2
,	,	y
a	a	at1
lesson	lesson	nn1
.	.	y
<p>	<p>	y
"	"	y
Hey	hey	uh
,	,	y
Wayne	wayne	np1
"	"	y
I	i	ppis1
yelled	yell	vvd
from	from	ii
an	a	at1
upstairs	upstairs	nn1@
window	window	nn1
,	,	y
"	"	y
you	you	ppy
're	be	vbr
wrong	wrong	jj_rr@
about	about	ii
the	the	at
date	date	nn1
.	.	y
Most	most	dat
of	of	io
the	the	at
events	event	nn2
in	in	ii
the	the	at
Bible	bible	nn1
did	do	vdd
n't	n't	xx
even	even	rr
take	take	vvi
place	place	nn1
five	five	mc
thousand	thousand	m
years	year	nnt2
ago	ago	ra
.	.	y
Solomon	solomon	np1
,	,	y
for	for	rex21
example	example	rex22
,	,	y
in	in	ii
all	all	db
his	his	appge
glory	glory	nn1
,	,	y
at	at	rr21
best	best	rr22
got	get	vvn_vvd
going	go	vvg
about	about	rg
three	three	mc
thousand	thousand	m
years	year	nnt2
ago	ago	ra
,	,	y
and	and	cc
nobody	nobody	pn1
wrote	write	vvd
the	the	at
diary	diary	nn1
of	of	io
his	his	appge
activities	activity	nn2
until	until	cs
at	at	rr21
least	least	rr22
a	a	at1
century	century	nnt1
later	later	rrr
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1
should	should	vm
n't	n't	xx
have	have	vhi
got	get	vvn
involved	involve	vvn
.	.	y
But	but	ccb
why	why	rrq
not	not	xx
?	?	y
I	i	ppis1
was	be	vbdz
desperate	desperate	jj
to	to	to
get	get	vvi
in	in	rp@
on	on	ii
a	a	at1
theological	theological	jj
discussion	discussion	nn1
,	,	y
especially	especially	rr
with	with	iw
Wayne	wayne	np1
.	.	y
Wayne	wayne	np1
was	be	vbdz
a	a	at1
plumber	plumber	nn1
,	,	y
all	all	rr21
right	right	rr22
,	,	y
but	but	ccb
he	he	pphs1
was	be	vbdz
also	also	rr
a	a	at1
missionary	missionary	nn1
in	in	ii
Ecuador	ecuador	np1
.	.	y
He	he	pphs1
returned	return	vvd
to	to	ii
the	the	at
States	state	np1
one	one	mc1
year	year	nnt1
out	out	ii21
of	of	ii22
every	every	at1
five	five	mc
and	and	cc
ran	run	vvd
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
broken	broken	jj
and	and	cc
burst	burst	jj_vv0
pipes	pipe	nn2
of	of	io
the	the	at
bourgeoisie	bourgeoisie	nn1
.	.	y
After	after	cs_rt%
that	that	cst_dd1@
it	it	pph1
was	be	vbdz
back	back	rp
to	to	ii
church	church	nn1
in	in	ii
the	the	at
poor	poor	jj
places	place	nn2
outside	outside	ii
Quito	quito	np1
,	,	y
where	where	cs_rrq
conversion	conversion	nn1
was	be	vbdz
his	his	appge
calling	calling	nn1@_jj@
.	.	y
<p>	<p>	y
"	"	y
Be	be	vb0
that	that	dd1
as	as	csa
it	it	pph1
may	may	vm
,	,	y
"	"	y
Wayne	wayne	np1
shouted	shout	vvd
back	back	rp
,	,	y
"	"	y
I	i	ppis1
'd	have	vm
have	have	vhi
to	to	to
see	see	vvi
some	some	dd
evidence	evidence	nn1
.	.	y
"	"	y
<p>	<p>	y
Ah	ah	uh
,	,	y
evidence	evidence	nn1
!	!	y
I	i	ppis1
had	have	vhd
n't	n't	xx
been	be	vbn
subscribing	subscribe	vvg
to	to	ii
Biblical	biblical	jj
Archeological	archeological	jj
Review	review	nn1
for	for	if
nothing-although	nothing-although	cs
it	it	pph1
was	be	vbdz
almost	almost	rr
nothing	nothing	pn1
given	give	vvn
the	the	at
generous	generous	jj
terms	term	nn2
of	of	io
their	their	appge
initial	initial	jj_nn1
subscription	subscription	nn1
rate	rate	nn1
.	.	y
But	but	ccb
evidence	evidence	nn1
is	be	vbz
a	a	at1
paltry	paltry	jj
thing	thing	nn1
compared	compare	vvn
to	to	ii
passion	passion	nn1
,	,	y
and	and	cc
this	this	dd1
,	,	y
I	i	ppis1
knew	know	vvd
,	,	y
was	be	vbdz
where	where	rrq_cs
Wayne	wayne	np1
would	would	vm
have	have	vhi
me	me	ppio1
by	by	ii
the	the	at
U-bolt	u-bolt	nn1_jj
.	.	y
<p>	<p>	y
It	it	pph1
,	,	y
and	and	cc
by	by	ii
"	"	y
it	it	pph1
"	"	y
I	i	ppis1
mean	mean	vv0
my	my	appge
desperation	desperation	nn1
,	,	y
had	have	vhd
begun	begin	vvn
quietly	quietly	rr
enough	enough	rr
on	on	ii
a	a	at1
soft	soft	jj
summer	summer	nnt1
day	day	nnt1
in	in	ii
the	the	at
first	first	md
year	year	nnt1
of	of	io
the	the	at
new	new	jj
millennium	millennium	nnt1
C.E.	ce	np1
(	(	y
I	i	ppis1
'm	be	vbm
being	be	vbg
careful	careful	jj
here	here	rl
)	)	y
.	.	y
The	the	at
traffic	traffic	nn1
on	on	ii
Route	route	nn1
9	9	mc
outside	outside	ii
the	the	at
Chestnut	chestnut	np1
Hill	hill	nnl1
Mall	mall	nn1
congested	congested	jj
and	and	cc
fumed	fume	vvd_vvn
,	,	y
but	but	ccb
the	the	at
SUV	suv	nn1_np1
in	in	ii31
front	front	ii32
of	of	ii33
me	me	ppio1
presented	present	vvd
a	a	at1
hopeful	hopeful	jj
bumper	bumper	jj_nn1
sticker	sticker	nn1
very	very	rg
much	much	da1_rr
in	in	ii31
favor	favor	ii32
of	of	ii33
Jesus	jesus	np1
.	.	y
It	it	pph1
had	have	vhd
been	be	vbn
a	a	at1
long	long	jj
time	time	nnt1
since	since	cs
I	i	ppis1
had	have	vhd
really	really	rr
thought	think	vvn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
my	my	appge
people	people	nn
in	in	ii
the	the	at
few	few	da2
but	but	ccb
noisy	noisy	jj
and	and	cc
concentrated	concentrated	jj
places	place	nn2
that	that	cst
we	we	ppis2
occupied	occupy	vvd@_vvn
in	in	ii
the	the	at
vast	vast	jj
world	world	nn1
,	,	y
I	i	ppis1
had	have	vhd
never	never	rr
given	give	vvn
him	him	ppho1
a	a	at1
fair	fair	jj
shake	shake	nn1
.	.	y
<p>	<p>	y
So	so	rr
I	i	ppis1
shook	shake	vvd
.	.	y
In	in	ii
the	the	at
historical	historical	jj
,	,	y
evidentiary	evidentiary	jj_nn1
direction	direction	nn1
,	,	y
of	of	rr21
course	course	rr22
.	.	y
It	it	pph1
turned	turn	vvd
out	out	rp
from	from	ii
my	my	appge
excursion	excursion	nn1
to	to	ii
the	the	at
Newton	newton	np1_nnu1%
Public	public	jj_nn1
Library	library	nn1
,	,	y
section	section	nn1
801.3	801.3	mc
,	,	y
that	that	cst
Jesus	jesus	np1
was	be	vbdz
n't	n't	xx
just	just	rr
Jewish	jewish	jj
,	,	y
he	he	pphs1
was	be	vbdz
really	really	rr
