##4001269		
ABSTRACT	abstract	jj_nn1@_vv0@
,	,	y
relevant	relevant	jj
to	to	ii
the	the	at
gender	gender	nn1
role	role	nn1
stereotype	stereotype	nn1
.	.	y
Women	woman	nn2
also	also	rr
have	have	vh0
had	have	vhn
opportunities	opportunity	nn2
to	to	to@_ii
work	work	vvi_nn1
in	in	ii
middle	middle	nn1_jj
and	and	cc
top	top	jj
managerial	managerial	jj
positions	position	nn2
.	.	y
According	according	ii21
to	to	ii22
the	the	at
General	general	jj_nn1
Department	department	nn1
of	of	io
Women	woman	nn2
's	's	ge
Status	status	nn1
and	and	cc
Problems	problem	nn2
(	(	y
1996	1996	mc
)	)	y
,	,	y
the	the	at
percentages	percentage	nn2
of	of	io
middle	middle	jj_nn1
to	to	to
top	top	vvi
management	management	nn1
positions	position	nn2
,	,	y
respectively	respectively	rr
,	,	y
held	hold	vvn
by	by	ii
women	woman	nn2
were	be	vbdr
80%	80%	nnu
for	for	if
a	a	at1
chief	chief	jj_nn1
position	position	nn1
,	,	y
15%	15%	nnu
for	for	if
a	a	at1
division	division	nn1
director	director	nn1
position	position	nn1
,	,	y
3.7%	3.7%	fo
for	for	if
a	a	at1
department	department	nn1
head	head	nn1
,	,	y
and	and	cc
0.12%	0.12%	fo
for	for	if
a	a	at1
general	general	jj_nn1
director	director	nn1
position	position	nn1
.	.	y
Kabasakal	kabasakal	np1@_jj
,	,	y
Bocacigiller	bocacigiller	np1_nn1
,	,	y
and	and	cc
Erden	erden	np1_nn1
(	(	y
1994	1994	mc
)	)	y
found	find	vvd
that	that	cst
the	the	at
percentage	percentage	nn1
of	of	io
women	woman	nn2
employees	employee	nn2
in	in	ii
64	64	mc
organizations	organization	nn2
was	be	vbdz
43%	43%	nnu
,	,	y
with	with	iw
26%	26%	nnu
in	in	ii
middle	middle	jj_nn1
management	management	nn1
and	and	cc
3%	3%	nnu
in	in	ii
top	top	jj_nn1
management	management	nn1
.	.	y
Overall	overall	rr_nn1
,	,	y
consistent	consistent	jj
with	with	iw
other	other	jj
countries	country	nn2
,	,	y
all	all	db
these	these	dd2
numbers	number	nn2
suggest	suggest	vv0
that	that	cst_dd1
Turkish	turkish	jj
men	man	nn2
are	be	vbr
still	still	rr
seen	see	vvn
as	as	csa_ii@
"	"	y
first	first	md
choice	choice	nn1
"	"	y
for	for	if
managerial	managerial	jj
positions	position	nn2
.	.	y
<p>	<p>	y
There	there	ex
have	have	vh0
been	be	vbn
some	some	dd
studies	study	nn2
on	on	ii
perceptions	perception	nn2
of	of	io
women	woman	nn2
managers	manager	nn2
in	in	ii
Turkey	turkey	np1
.	.	y
ifti	ifti	nn2
(	(	y
1979	1979	mc
,	,	y
cited	cite	vvn_vvd
in	in	ii_rr21
General	general	jj_rr22
Department	department	nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Turkish	turkish	jj
men	man	nn2
were	be	vbdr
seen	see	vvn
as	as	rg@_ii@
more	more	rgr_dar
devoted	devoted	jj
to	to	ii
their	their	appge
work	work	nn1
,	,	y
more	more	rgr
reliable	reliable	jj
,	,	y
more	more	rgr
precise	precise	jj
,	,	y
and	and	cc
harder	hard	rrr_jjr
working	working	jj@_vvg_nn1%
than	than	csn
women	woman	nn2
managers	manager	nn2
.	.	y
Women	woman	nn2
employees	employee	nn2
were	be	vbdr
seen	see	vvn
as	as	rg@_ii@
more	more	rgr_dar
compliant	compliant	jj
than	than	csn
were	be	vbdr
men	man	nn2
employees	employee	nn2
.	.	y
Some	some	dd
research	research	nn1
in	in	ii
Turkey	turkey	np1
has	have	vhz
shown	show	vvn
that	that	cst
women	woman	nn2
's	's	ge
lower	low	jjr
representation	representation	nn1
in	in	ii
managerial	managerial	jj
positions	position	nn2
has	have	vhz
resulted	result	vvn
from	from	ii
the	the	at
definition	definition	nn1
of	of	io
work	work	nn1
based	base	vvn
on	on	ii
gender	gender	nn1
,	,	y
the	the	at
organizational	organizational	jj
culture	culture	nn1
that	that	cst_dd1
has	have	vhz
created	create	vvn
a	a	at1
barrier	barrier	nn1
for	for	if
women	woman	nn2
's	's	ge
advancement	advancement	nn1
in	in	ii
their	their	appge
career	career	nn1
(	(	y
Atabek	atabek	np1
,	,	y
1994	1994	mc
)	)	y
,	,	y
and	and	cc
patriarchal	patriarchal	jj
stereotypes	stereotype	nn2
(	(	y
Berberoglu	berberoglu	np1
&;	&;	x
Mavis	mavis	np1
,	,	y
1990	1990	mc
,	,	y
cited	cite	vvn_vvd
in	in	ii_rr21
General	general	jj_rr22
Department	department	nn1
of	of	io
Women	woman	nn2
's	's	ge
Status	status	nn1
and	and	cc
Problems	problem	nn2
,	,	y
1996	1996	mc
)	)	y
.	.	y
<p>	<p>	y
Consequently	consequently	rr
,	,	y
all	all	db
these	these	dd2
studies	study	nn2
have	have	vh0
indicated	indicate	vvn
that	that	cst
the	the	at
managerial	managerial	jj
position	position	nn1
is	be	vbz
defined	define	vvn
in	in	ii31
terms	terms	ii32
of	of	ii33
the	the	at
masculine	masculine	jj
stereotype	stereotype	nn1
and	and	cc
therefore	therefore	rr
is	be	vbz
seen	see	vvn
as	as	rg@_ii@
more	more	rgr_dar
suitable	suitable	jj
for	for	if
men	man	nn2
.	.	y
This	this	dd1
situation	situation	nn1
creates	create	vvz
a	a	at1
barrier	barrier	nn1
for	for	if
women	woman	nn2
who	who	pnqs
want	want	vv0
to	to	to
advance	advance	vvi
.	.	y
Therefore	therefore	rr
,	,	y
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
as	as	csa_ii@
managers	manager	nn2
need	need	vv0
to	to	to
be	be	vbi
studied	study	vvn
in	in	ii
detail	detail	nn1
,	,	y
as	as	csa
it	it	pph1
appears	appear	vvz
that	that	cst
there	there	ex
has	have	vhz
not	not	xx
been	be	vbn
any	any	dd
research	research	nn1
conducted	conduct	vvn_vvd
on	on	ii
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
in	in	ii
Turkey	turkey	np1
.	.	y
<p>	<p>	y
The	the	at
Purpose	purpose	nn1
of	of	io
the	the	at
Present	present	jj_nn1
Study	study	nn1
<p>	<p>	y
In	in	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
sample	sample	nn1
of	of	io
Turkish	turkish	jj
college	college	nn1
students	student	nn2
.	.	y
We	we	ppis2
focused	focus	vvd
on	on	ii_rp@
students	student	nn2
because	because	cs
young	young	jj
Turkish	turkish	jj
students	student	nn2
are	be	vbr
tomorrow	tomorrow	rt
's	's	ge
employees	employee	nn2
and	and	cc
managers	manager	nn2
.	.	y
We	we	ppis2
hoped	hope	vvd
they	they	pphs2
would	would	vm
provide	provide	vvi
us	us	ppio2
with	with	iw
information	information	nn1
about	about	ii
future	future	jj_nn1
conceptualizations	conceptualization	nn2
of	of	io
women	woman	nn2
managers	manager	nn2
in	in	ii
Turkey	turkey	np1
and	and	cc
about	about	ii
future	future	jj_nn1
behavior	behavior	nn1
toward	toward	ii
women	woman	nn2
managers	manager	nn2
,	,	y
because	because	cs
attitudes	attitude	nn2
influence	influence	vv0
behavior	behavior	nn1
(	(	y
Ajzen	ajzen	np1
&;	&;	x
Fishbein	fishbein	np1
,	,	y
1977	1977	mc
)	)	y
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
and	and	cc
different	different	jj
from	from	ii
earlier	early	jjr
studies	study	nn2
in	in	ii
the	the	at
United	united	np1
States	state	np1
and	and	cc
other	other	jj
countries	country	nn2
,	,	y
we	we	ppis2
explored	explore	vvd
how	how	rgq@_rrq
hostile	hostile	jj
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
may	may	vm
influence	influence	vvi
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
On	on	ii
the	the	at
basis	basis	nn1
of	of	io
results	result	nn2
of	of	io
earlier	early	jjr
studies	study	nn2
on	on	ii
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
and	and	cc
leaders	leader	nn2
,	,	y
patriarchy	patriarchy	nn1
,	,	y
and	and	cc
hostile-benevolent	hostile-benevolent	jj
sexism	sexism	nn1
,	,	y
we	we	ppis2
formed	form	vvd
the	the	at
following	following	jj
predictions	prediction	nn2
:	:	y
Consistent	consistent	jj
with	with	iw
earlier	early	jjr
research	research	nn1
suggesting	suggest	vvg
that	that	cst
women	woman	nn2
have	have	vh0
more	more	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
do	do	vd0
men	man	nn2
(	(	y
Adeyemi-Bello	adeyemi-bello	np1
&;	&;	x
Tomkiewicz	tomkiewicz	np1
,	,	y
1996	1996	mc
;	;	y
Heilman	heilman	np1
,	,	y
Block	block	nn1_vv0@
,	,	y
Martell	martell	np1
,	,	y
&;	&;	x
Simon	simon	np1
,	,	y
1989	1989	mc
;	;	y
Schein	schein	np1
,	,	y
Mueller	mueller	np1
,	,	y
&;	&;	x
Jacobson	jacobson	np1
,	,	y
1989	1989	mc
)	)	y
,	,	y
we	we	ppis2
expected	expect	vvd
Turkish	turkish	jj
women	woman	nn2
to	to	to
show	show	vvi
more	more	rgr_dar
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
Turkish	turkish	jj
men	man	nn2
.	.	y
We	we	ppis2
expected	expect	vvd
the	the	at
participants	participant	nn2
who	who	pnqs
scored	score	vvd
high	high	jj_rr@
on	on	ii
support	support	nn1
for	for	if
patriarchy	patriarchy	nn1
to	to	to
have	have	vhi
more	more	dar
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
on	on	ii
support	support	nn1
for	for	if
patriarchy	patriarchy	nn1
.	.	y
Similarly	similarly	rr
,	,	y
because	because	cs
hostile	hostile	jj
sexism	sexism	nn1
can	can	vm
be	be	vbi
accepted	accept	vvn
as	as	ii
a	a	at1
subtle	subtle	jj
form	form	nn1
of	of	io
patriarchy	patriarchy	nn1
(	(	y
Glick	glick	np1
&;	&;	x
Fiske	fiske	np1
,	,	y
1997	1997	mc
)	)	y
,	,	y
we	we	ppis2
expected	expect	vvd
participants	participant	nn2
who	who	pnqs
scored	score	vvd
high	high	jj_rr@
on	on	ii
hostile	hostile	jj
sexism	sexism	nn1
to	to	to
have	have	vhi
more	more	dar
negative	negative	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
than	than	csn
those	those	dd2
who	who	pnqs
scored	score	vvd
low	low	jj_rr@
on	on	ii
hostile	hostile	jj
sexism	sexism	nn1
.	.	y
We	we	ppis2
expected	expect	vvd
that	that	dd1_cst
patriarchy	patriarchy	nn1
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
would	would	vm
explain	explain	vvi
the	the	at
negative	negative	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
more	more	rrr
than	than	csn
benevolent	benevolent	jj
sexism	sexism	nn1
would	would	vm
.	.	y
Method	method	nn1
<p>	<p>	y
Participants	participant	nn2
and	and	cc
Procedure	procedure	nn1
<p>	<p>	y
The	the	at
participants	participant	nn2
were	be	vbdr
183	183	mc
(	(	y
92	92	mc
men	man	nn2
,	,	y
91	91	mc
women	woman	nn2
)	)	y
Turkish	turkish	jj
undergraduate	undergraduate	nn1
students	student	nn2
from	from	ii
the	the	at
Middle	middle	jj
East	east	nd1
Technical	technical	jj
University	university	nn1
who	who	pnqs
attended	attend	vvd
elective	elective	jj
courses	course	nn2
in	in	ii_rr21
general	general	jj_rr22
psychology	psychology	nn1
and	and	cc
an	a	at1
Introduction	introduction	nn1
to	to	ii
Social	social	jj
Psychology	psychology	nn1
.	.	y
Data	data	nn
for	for	if
4	4	mc
participants	participant	nn2
were	be	vbdr
excluded	exclude	vvn
because	because	cs
their	their	appge
questionnaires	questionnaire	nn2
were	be	vbdr
incomplete	incomplete	jj
.	.	y
Mean	mean	jj_vv0
ages	age	nn2
were	be	vbdr
21.28	21.28	mc
years	year	nnt2
(	(	y
SD	sd	np1
=	=	fo
1.75	1.75	mc
)	)	y
for	for	if
the	the	at
men	man	nn2
and	and	cc
20.67	20.67	mc
years	year	nnt2
(	(	y
SD	sd	np1
=	=	fo
2.10	2.10	mc
)	)	y
for	for	if
the	the	at
women	woman	nn2
.	.	y
The	the	at
participants	participant	nn2
were	be	vbdr
of	of	io
the	the	at
upper	upper	jj
or	or	cc
middle	middle	jj
class	class	nn1
.	.	y
They	they	pphs2
participated	participate	vvd
voluntarily	voluntarily	rr
and	and	cc
were	be	vbdr
given	give	vvn
extra	extra	jj
credit	credit	nn1
for	for	if
completing	complete	vvg
the	the	at
questionnaires	questionnaire	nn2
.	.	y
<p>	<p>	y
Materials	material	nn2
<p>	<p>	y
To	to	to
measure	measure	vvi
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
as	as	csa_ii@
managers	manager	nn2
,	,	y
we	we	ppis2
developed	develop	vvd
a	a	at1
new	new	jj
18-item	18-item	jj_nn1
questionnaire	questionnaire	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
was	be	vbdz
appropriate	appropriate	jj
for	for	if
Turkish	turkish	jj
culture	culture	nn1
and	and	cc
was	be	vbdz
also	also	rr
timely	timely	jj
.	.	y
All	all	db
the	the	at
items	item	nn2
were	be	vbdr
rated	rate	vvn
on	on	ii
a	a	at1
6-point	6-point	jj_nn1
scale	scale	nn1
ranging	range	vvg
from	from	ii
1	1	mc1
to	to	ii
6	6	mc
.	.	y
Higher	high	jjr
scores	score	nn2
reflected	reflect	vvd_vvn
positive	positive	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
<p>	<p>	y
Factor	factor	nn1
analysis	analysis	nn1
showed	show	vvd
that	that	cst
the	the	at
data	data	nn
explained	explain	vvd_vvn
70%	70%	nnu
of	of	io
the	the	at
total	total	jj_nn1
variance	variance	nn1
.	.	y
The	the	at
first	first	md
factor	factor	nn1
measured	measure	vvd_vvn_jj@
participants	participant	nn2
'	'	ge
general	general	jj_nn1
approval	approval	nn1
and	and	cc
trust	trust	nn1
of	of	io
women	woman	nn2
managers	manager	nn2
(	(	y
eigenvalue	eigenvalue	vv0_nn1
=	=	fo
11.48	11.48	mc
)	)	y
and	and	cc
accounted	account	vvn_vvd
for	for	if
63.82%	63.82%	fo
of	of	io
total	total	jj_nn1
variance	variance	nn1
.	.	y
A	a	at1
few	few	da2
sample	sample	nn1_vv0@
items	item	nn2
were	be	vbdr
"	"	y
I	i	ppis1
support	support	vv0
women	woman	nn2
to	to	to
be	be	vbi
managers	manager	nn2
"	"	y
;	;	y
"	"	y
I	i	ppis1
would	would	vm
not	not	xx
like	like	vvi
to	to	to
be	be	vbi
directed	direct	vvn
by	by	ii
a	a	at1
women	woman	nn2
manager	manager	nn1
at	at	ii
my	my	appge
workplace	workplace	nn1
"	"	y
;	;	y
and	and	cc
"	"	y
I	i	ppis1
trust	trust	vv0
women	woman	nn2
managers	manager	nn2
.	.	y
"	"	y
<p>	<p>	y
The	the	at
second	second	md
factor	factor	nn1
measured	measure	vvd_vvn_jj@
participants	participant	nn2
'	'	ge
attitudes	attitude	nn2
toward	toward	ii
the	the	at
methods	method	nn2
women	woman	nn2
managers	manager	nn2
use	use	vv0
to	to	to
reach	reach	vvi
management	management	nn1
levels	level	nn2
(	(	y
eigenvalue	eigenvalue	vv0_nn1
=	=	fo
1.14	1.14	mc
)	)	y
and	and	cc
accounted	account	vvn_vvd
for	for	if
6.34%	6.34%	fo
of	of	io
the	the	at
total	total	jj_nn1
variance	variance	nn1
.	.	y
Sample	sample	nn1_vv0@
items	item	nn2
were	be	vbdr
"	"	y
Women	woman	nn2
use	use	vv0
their	their	appge
attractiveness	attractiveness	nn1
to	to	to
be	be	vbi
promoted	promote	vvn
in	in	ii
their	their	appge
job	job	nn1
"	"	y
and	and	cc
"	"	y
There	there	ex
are	be	vbr
many	many	da2
tactics	tactic	nn2
that	that	cst
women	woman	nn2
use	use	vv0
to	to	to
move	move	vvi
up	up	rp
in	in	ii
their	their	appge
career	career	nn1
.	.	y
"	"	y
Cronbach	cronbach	np1
alphas	alpha	nn2
for	for	if
the	the	at
whole	whole	jj
scale	scale	nn1
,	,	y
for	for	if
the	the	at
first	first	md
,	,	y
and	and	cc
for	for	if
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
respectively	respectively	rr
.	.	y
We	we	ppis2
performed	perform	vvd
a	a	at1
test-retest	test-retest	jj_nn1
analysis	analysis	nn1
,	,	y
which	which	ddq
showed	show	vvd
a	a	at1
high	high	jj
correlation	correlation	nn1
between	between	ii
the	the	at
first	first	md
administration	administration	nn1
of	of	io
the	the	at
scale	scale	nn1
and	and	cc
the	the	at
re-administration	re-administration	nn1
of	of	io
it	it	pph1
(	(	y
r	xx_r	zz1
=	=	fo
.90	.90	mc
)	)	y
.	.	y
<p>	<p>	y
To	to	to
illustrate	illustrate	vvi
the	the	at
convergent	convergent	jj
validity	validity	nn1
of	of	io
the	the	at
newly	newly	rr
constructed	construct	vvn_jj@
scale	scale	nn1
,	,	y
participants	participant	nn2
also	also	rr
completed	complete	vvd_vvn
the	the	at
Women	woman	nn2
as	as	csa_ii@
Managers	manager	nn2
Scale	scale	nn1_vv0@
(	(	y
WAMS	wams	nn2_vvz
;	;	y
Peters	peters	np_vvz@
,	,	y
Terborg	terborg	np1
,	,	y
&;	&;	x
Taylor	taylor	np1
,	,	y
1974	1974	mc
)	)	y
.	.	y
WAMS	wams	vvz_np2_nn2
results	result	nn2
were	be	vbdr
highly	highly	rr
correlated	correlate	vvn_vvd
with	with	iw
results	result	nn2
on	on	ii
our	our	appge
scale	scale	nn1
(	(	y
r	xx_r	zz1
=	=	fo
.85	.85	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
)	)	y
,	,	y
suggesting	suggest	vvg
that	that	cst
our	our	appge
scale	scale	nn1
is	be	vbz
able	able	jk
to	to	to
measure	measure	vvi
constructs	construct	nn2
similar	similar	jj
to	to	ii
those	those	dd2
measured	measure	vvn
by	by	ii
the	the	at
WAMS	wams	np2_nn2
.	.	y
<p>	<p>	y
We	we	ppis2
used	use	vvd
the	the	at
Ambivalent	ambivalent	jj
Sexism	sexism	nn1
Inventory	inventory	nn1
(	(	y
Glick	glick	np1
&;	&;	x
Fiske	fiske	np1
,	,	y
1996	1996	mc
)	)	y
to	to	to
measure	measure	vvi
sexism	sexism	nn1
.	.	y
The	the	at
scale	scale	nn1
includes	include	vvz
two	two	mc
main	main	jj
dimensions	dimension	nn2
:	:	y
hostile	hostile	jj
sexism	sexism	nn1
(	(	y
e.g.	eg	rex
,	,	y
"	"	y
Feminists	feminist	nn2
are	be	vbr
making	make	vvg
entirely	entirely	rr
reasonable	reasonable	jj
demands	demand	nn2
of	of	io
men	man	nn2
"	"	y
;	;	y
"	"	y
Most	most	dat
women	woman	nn2
interpret	interpret	vv0
innocent	innocent	jj
remarks	remark	nn2
or	or	cc
acts	act	nn2_vvz
as	as	csa
being	be	vbg
sexist	sexist	jj
"	"	y
)	)	y
and	and	cc
benevolent	benevolent	jj
sexism	sexism	nn1
(	(	y
e.g.	eg	rex
,	,	y
"	"	y
Men	man	nn2
are	be	vbr
complete	complete	jj
without	without	iw
women	woman	nn2
"	"	y
;	;	y
"	"	y
A	a	zz1_at1@
good	good	jj
woman	woman	nn1
should	should	vm
be	be	vbi
set	set	vvn
on	on	ii
a	a	at1
pedestal	pedestal	nn1
by	by	ii
her	her	appge
man	man	nn1
"	"	y
)	)	y
.	.	y
Cronbach	cronbach	np1
alphas	alpha	nn2
for	for	if
the	the	at
whole	whole	jj
scale	scale	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
and	and	cc
.78	.78	mc
,	,	y
respectively	respectively	rr
.	.	y
Participants	participant	nn2
indicated	indicate	vvd_vvn
agreement	agreement	nn1
with	with	iw
each	each	dd1
item	item	nn1
on	on	ii
a	a	at1
scale	scale	nn1
ranging	range	vvg
from	from	ii
1	1	mc1
(	(	y
indicating	indicate	vvg
nonsexist	nonsexist	nn1
)	)	y
to	to	ii
6	6	mc
(	(	y
indicating	indicate	vvg
sexist	sexist	jj
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
)	)	y
.	.	y
<p>	<p>	y
We	we	ppis2
developed	develop	vvd
a	a	at1
4-item	4-item	jj_nn1
scale	scale	nn1
(	(	y
a	a	zz1
=	=	fo
.85	.85	mc
)	)	y
to	to	to
measure	measure	vvi
patriarchy	patriarchy	nn1
.	.	y
The	the	at
items	item	nn2
were	be	vbdr
"	"	y
Women	woman	nn2
's	's	ge
careers	career	nn2
should	should	vm
not	not	xx
come	come	vvi
before	before	ii_cs
marriage	marriage	nn1
and	and	cc
family	family	nn1
"	"	y
(	(	y
a	a	zz1
=	=	fo
.88	.88	mc
)	)	y
;	;	y
"	"	y
Family	family	nn1
structure	structure	nn1
is	be	vbz
influenced	influence	vvn
negatively	negatively	rr
if	if	cs
the	the	at
woman	woman	nn1
works	works	nn_vvz
"	"	y
(	(	y
a	a	zz1
=	=	fo
.85	.85	mc
)	)	y
;	;	y
"	"	y
Women	woman	nn2
should	should	vm
not	not	xx
find	find	vvi
a	a	at1
job	job	nn1
and	and	cc
work	work	vvi
before	before	ii
taking	take	vvg
consent	consent	nn1
of	of	io
their	their	appge
husbands	husband	nn2
"	"	y
(	(	y
a	a	zz1
=	=	fo
.84	.84	mc
)	)	y
;	;	y
and	and	cc
"	"	y
The	the	at
most	most	rgt
important	important	jj
responsibility	responsibility	nn1
of	of	io
women	woman	nn2
is	be	vbz
to	to	to
look	look	vvi
after	after	ii
their	their	appge
children	child	nn2
and	and	cc
to	to	to
take	take	vvi
care	care	nn1
of	of	io
the	the	at
home	home	nn1
"	"	y
(	(	y
a	a	zz1
=	=	fo
.75	.75	mc
)	)	y
.	.	y
<p>	<p>	y
The	the	at
scale	scale	nn1
explained	explain	vvn_vvd
69.61%	69.61%	fo
of	of	io
the	the	at
total	total	jj_nn1
variance	variance	nn1
.	.	y
Participants	participant	nn2
indicated	indicate	vvd_vvn
agreement	agreement	nn1
with	with	iw
each	each	dd1
item	item	nn1
on	on	ii
a	a	at1
scale	scale	nn1
from	from	ii
1	1	mc1
(	(	y
indicating	indicate	vvg
low	low	jj_rr@
support	support	nn1_vv0
for	for	if
patriarchy	patriarchy	nn1
)	)	y
to	to	ii
6	6	mc
(	(	y
indicating	indicate	vvg
high	high	jj_rr@
support	support	nn1_vv0
for	for	if
patriarchy	patriarchy	nn1
)	)	y
.	.	y
The	the	at
patriarchy	patriarchy	nn1
data	data	nn
were	be	vbdr
used	use	vvn
as	as	ii
an	a	at1
independent	independent	jj
variable	variable	nn1
.	.	y
The	the	at
participants	participant	nn2
who	who	pnqs
scored	score	vvd
lower	low	jjr_rrr@
than	than	csn
the	the	at
median	median	nn1_jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
patriarchy	patriarchy	nn1
;	;	y
the	the	at
participants	participant	nn2
who	who	pnqs
scored	score	vvd
above	above	ii
the	the	at
median	median	nn1
were	be	vbdr
considered	consider	vvn
to	to	to
have	have	vhi
high	high	jj
support	support	nn1
for	for	if
patriarchy	patriarchy	nn1
.	.	y
Results	result	nn2
<p>	<p>	y
We	we	ppis2
calculated	calculate	vvd
the	the	at
correlations	correlation	nn2
between	between	ii
variables	variable	nn2
in	in	ii
the	the	at
study	study	nn1
,	,	y
patriarchy	patriarchy	nn1
,	,	y
hostile	hostile	jj
sexism	sexism	nn1
,	,	y
benevolent	benevolent	jj
sexism	sexism	nn1
,	,	y
and	and	cc
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
Hostile	hostile	jj
sexism	sexism	nn1
(	(	y
r	xx_r	zz1
=	=	fo
-.64	-.64	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
)	)	y
,	,	y
and	and	cc
patriarchy	patriarchy	nn1
(	(	y
r	xx_r	zz1
=	=	fo
-.68	-.68	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
)	)	y
were	be	vbdr
significantly	significantly	rr
correlated	correlate	vvn_vvd
with	with	iw
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
However	however	rr
,	,	y
benevolent	benevolent	jj
sexism	sexism	nn1
was	be	vbdz
not	not	xx
significantly	significantly	rr
correlated	correlate	vvn_vvd
with	with	iw
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
(	(	y
r	xx_r	zz1
=	=	fo
-.11	-.11	mc
,	,	y
ns	ns	fo
)	)	y
.	.	y
<p>	<p>	y
We	we	ppis2
used	use	vvd
median	median	jj_nn1
splits	split	nn2_vvz
so	so	cs21
that	that	cs22
patriarchy	patriarchy	nn1
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
could	could	vm
be	be	vbi
treated	treat	vvn
as	as	csa_rg@_ii@
independent	independent	jj
variables	variable	nn2
.	.	y
The	the	at
participants	participant	nn2
who	who	pnqs
scored	score	vvd
lower	low	jjr_rrr@
than	than	csn
2.50	2.50	mc
in	in	ii31
support	support	ii32
of	of	ii33
patriarchy	patriarchy	nn1
or	or	cc
3.5455	3.5455	mc
in	in	ii31
support	support	ii32
of	of	ii33
hostile	hostile	jj
sexism	sexism	nn1
were	be	vbdr
accepted	accept	vvn
as	as	csa_rg@_ii@
low	low	jj_rr@
in	in	ii31
support	support	ii32
of	of	ii33
patriarchy	patriarchy	nn1
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
.	.	y
Those	those	dd2
who	who	pnqs
scored	score	vvd
higher	high	jjr_rrr@
than	than	csn
the	the	at
aforementioned	aforementioned	jj
medians	median	nn2
were	be	vbdr
accepted	accept	vvn
as	as	csa_rg@_ii@
high	high	jj_rr@
in	in	ii31
support	support	ii32
of	of	ii33
patriarchy	patriarchy	nn1
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
.	.	y
We	we	ppis2
then	then	rt
performed	perform	vvd
a	a	at1
three-way	three-way	jj
multiple	multiple	jj_nn1
analysis	analysis	nn1
of	of	io
covariance	covariance	nn1
(	(	y
MANCOVA	mancova	np1
)	)	y
,	,	y
using	use	vvg
benevolent	benevolent	jj
sexism	sexism	nn1
as	as	ii_csa
the	the	at
covariant	covariant	nn1_jj
,	,	y
to	to	to
examine	examine	vvi
,	,	y
by	by	ii
gender	gender	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
;	;	y
Mdn	mdn	np1
=	=	fo
2.50	2.50	mc
)	)	y
and	and	cc
hostile	hostile	jj
sexism	sexism	nn1
(	(	y
low	low	jj_rr@_nn1@
vs.	vs	ii
high	high	jj
;	;	y
Mdn	mdn	np1
=	=	fo
3.5455	3.5455	mc
)	)	y
influenced	influence	vvd@_vvn
attitudes	attitude	nn2
toward	toward	ii
women	woman	nn2
managers	manager	nn2
.	.	y
The	the	at
results	result	nn2
of	of	io
the	the	at
MANCOVA	mancova	np1_nn1
showed	show	vvd
that	that	cst
the	the	at
main	main	jj
effects	effect	nn2
of	of	io
patriarchy	patriarchy	nn1
,	,	y
F	f	zz1
(	(	y
1,161	1,161	mc
)	)	y
=	=	fo
19.36	19.36	mc
,	,	y
