##2000750		
When	when	rrq_cs
business	business	nn1
associates	associate	nn2_vvz@
as	as	ii_csa
a	a	at1
highly	highly	rr
respected	respect	vvn_jj_vvd
and	and	cc
responsible	responsible	jj
leader	leader	nn1
in	in	ii
the	the	at
world	world	nn1
of	of	io
finance	finance	nn1
,	,	y
although	although	cs
it	it	pph1
is	be	vbz
safe	safe	jj
to	to	to
say	say	vvi
my	my	appge
mother	mother	nn1
would	would	vm
n't	n't	xx
deposit	deposit	vvi
so	so	rr31
much	much	rr32
as	as	rr33
a	a	at1
dime	dime	nn1
in	in	ii
his	his	appge
bank	bank	nn1
until	until	cs
he	he	pphs1
shaved	shave	vvd
off	off	rp_ii
that	that	dd1
disgusting	disgusting	jj
thing	thing	nn1
.	.	y
My	my	appge
wife	wife	nn1
,	,	y
Bun	bun	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
a	a	at1
weak	weak	jj
chin	chin	nn1
,	,	y
multiple	multiple	jj_nn1
chins	chin	nn2
,	,	y
or	or	cc
even	even	rr
multiple	multiple	jj
weak	weak	jj
chins	chin	nn2
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
how	how	rrq
she	she	pphs1
comes	come	vvz
up	up	rp
with	with	iw
such	such	da
nonsense	nonsense	nn1
.	.	y
Bun	bun	nn1
did	do	vdd
comment	comment	vvi
a	a	at1
while	while	nnt1@
back	back	rp_nn1
that	that	cst
she	she	pphs1
thought	think	vvd
I	i	ppis1
looked	look	vvd
good	good	jj
in	in	ii
a	a	at1
beard	beard	nn1
.	.	y
"	"	y
You	you	ppy
kind	kind	rr21%
of	of	rr22
remind	remind	vv0
me	me	ppio1
of	of	io
one	one	mc1
of	of	io
those	those	dd2
famous	famous	jj
writers	writer	nn2
who	who	pnqs
lived	live	vvd
in	in	ii
Paris	paris	np1
back	back	nn1_rp
in	in	ii
the	the	at
20s	20s	mc2
.	.	y
"	"	y
"	"	y
I	i	ppis1
'm	be	vbm
not	not	xx
falling	fall	vvg
for	for	if
that	that	dd1
one	one	pn1
again	again	rt
,	,	y
"	"	y
I	i	ppis1
said	say	vvd
.	.	y
Some	some	dd
people	people	nn
may	may	vm
think	think	vvi
that	that	cst
a	a	at1
beard	beard	nn1
brings	bring	vvz
a	a	at1
degree	degree	nn1
of	of	io
efficiency	efficiency	nn1
to	to	ii
personal	personal	jj
hygiene	hygiene	nn1
in	in	ii_cs21%
that	that	dd1_cs22@
it	it	pph1
saves	save	vvz
all	all	db
the	the	at
time	time	nnt1
otherwise	otherwise	rr
devoted	devoted	jj_vvd@_vvn%
to	to	ii
shaving	shave	vvg_nn1@
.	.	y
Nothing	nothing	pn1
could	could	vm
be	be	vbi
further	far	jjr
from	from	ii
the	the	at
truth	truth	nn1
.	.	y
Wearing	wear	vvg
a	a	at1
heard	hear	vvn
is	be	vbz
not	not	xx
too	too	rg
much	much	da1_rr
different	different	jj
from	from	ii
wearing	wear	vvg
a	a	at1
small	small	jj
garden	garden	nn1
.	.	y
Without	without	iw
hours	hour	nnt2
of	of	io
devoted	devoted	jj
care	care	nn1
,	,	y
it	it	pph1
soon	soon	rr
gets	get	vvz
away	away	ii21_rl
from	from	ii22_ii
its	its	z'
owner	owner	nn1
,	,	y
becomes	become	vvz
overgrown	overgrown	jj@_vvn
and	and	cc
spreads	spread	vvz
out	out	rp
over	over	ii
the	the	at
surrounding	surrounding	jj
landscape	landscape	nn1
.	.	y
That	that	dd1
is	be	vbz
what	what	ddq
happened	happen	vvd
to	to	ii@
my	my	appge
Uncle	uncle	nnb
Finn	finn	np1
and	and	cc
ultimately	ultimately	rr
led	lead	vvn_vvd
to	to	ii
the	the	at
unfortunate	unfortunate	jj
event	event	nn1
that	that	cst_dd1
is	be	vbz
still	still	rr
recalled	recall	vvn_vvd
with	with	iw
glee	glee	nn1
among	among	ii
the	the	at
more	more	rgr
malicious	malicious	jj
old-timers	old-timer	nn2
in	in	ii
my	my	appge
home	home	nn1
town	town	nn1
of	of	io
Blight	blight	nn1
,	,	y
Idaho	idaho	np1
.	.	y
My	my	appge
mother	mother	nn1
used	use	vmk
to	to	to
refer	refer	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
her	her	appge
brother	brother	nn1
Finn	finn	nn1
was	be	vbdz
so	so	rg
much	much	rr_da1
sought	seek	vvn_vvd
after	after	ii
.	.	y
"	"	y
Oh	oh	uh
,	,	y
Finn	finn	nn1
is	be	vbz
much	much	rr
sought	seek	vvn_vvd
after	after	ii
,	,	y
"	"	y
she	she	pphs1
'd	have	vm
say	say	vvi
.	.	y
She	she	pphs1
allowed	allow	vvd
it	it	pph1
to	to	to
be	be	vbi
assumed	assume	vvn
that	that	cst
it	it	pph1
was	be	vbdz
employers	employer	nn2
who	who	pnqs
sought	seek	vvd
after	after	ii
Finn	finn	nn1
,	,	y
but	but	ccb
that	that	dd1
was	be	vbdz
not	not	xx
really	really	rr
the	the	at
case	case	nn1
.	.	y
The	the	at
persons	person	nn2
seeking	seek	vvg
after	after	ii
him	him	ppho1
were	be	vbdr
some	some	dd
of	of	io
his	his	appge
gambling	gambling	nn1
associates	associate	nn2
,	,	y
and	and	cc
probably	probably	rr
also	also	rr
the	the	at
law	law	nn1
,	,	y
although	although	cs
I	i	ppis1
'm	be	vbm
not	not	xx
sure	sure	jj_rr%
about	about	ii
the	the	at
law	law	nn1
.	.	y
Uncle	uncle	nnb
Finn	finn	np1
holed	hole	vvd
up	up	rp
in	in	ii
a	a	at1
mountain	mountain	nn1
cabin	cabin	nn1
for	for	if
most	most	dat
of	of	io
one	one	mc1
winter	winter	nnt1
,	,	y
apparently	apparently	rr
for	for	if
the	the	at
purpose	purpose	nn1
of	of	io
lowering	lower	vvg
the	the	at
risk	risk	nn1
of	of	io
unexpected	unexpected	jj
encounters	encounter	nn2
with	with	iw
his	his	appge
gambling	gambling	nn1
friends	friend	nn2
,	,	y
and	and	cc
it	it	pph1
was	be	vbdz
during	during	ii
this	this	dd1
period	period	nn1
that	that	cst
he	he	pphs1
grew	grow	vvd
his	his	appge
beard	beard	nn1
.	.	y
I	i	ppis1
should	should	vm
also	also	rr
mention	mention	vvi
here	here	rl
that	that	cst
Uncle	uncle	nnb
Finn	finn	np1
had	have	vhd
developed	develop	vvn
a	a	at1
back	back	nn1_jj@
problem	problem	nn1
about	about	ii
the	the	at
same	same	da
time	time	nnt1
.	.	y
Sometimes	sometimes	rt
when	when	cs_rrq
he	he	pphs1
bent	bend	vvd
over	over	rp
,	,	y
his	his	appge
back	back	nn1
would	would	vm
get	get	vvi
a	a	at1
catch	catch	nn1
in	in	ii
it	it	pph1
,	,	y
and	and	cc
he	he	pphs1
could	could	vm
n't	n't	xx
straighten	straighten	vvi
up	up	rp
.	.	y
Mom	mom	nn1
said	say	vvd
she	she	pphs1
thought	think	vvd
the	the	at
back	back	nn1_jj@
problem	problem	nn1
must	must	vm
have	have	vhi
resulted	result	vvn
from	from	ii
Uncle	uncle	nnb
Finn	finn	np1
's	be	vbz_ge_vhz@
accidentally	accidentally	rr
getting	get	vvg
too	too	rg
close	close	rr_jj
to	to	ii
a	a	at1
job	job	nn1
and	and	cc
then	then	rt
dislocating	dislocate	vvg
a	a	at1
vertebrae	vertebra	nn2
when	when	rrq_cs
he	he	pphs1
leaped	leap	vvd
back	back	rp
in	in	ii
fear	fear	nn1
and	and	cc
loathing	loathing	nn1
.	.	y
Uncle	uncle	nnb
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
time	time	nnt1
,	,	y
more	more	rrr_rgr_dar
or	or	cc
less	less	rrr_dar
as	as	ii
a	a	at1
hobby	hobby	nn1
,	,	y
there	there	ex
being	be	vbg
little	little	rr_jj
else	else	rr
in	in	ii
the	the	at
way	way	nn1
of	of	io
entertainment	entertainment	nn1
at	at	ii
the	the	at
cabin	cabin	nn1
.	.	y
He	he	pphs1
tried	try	vvd
various	various	jj
styles	style	nn2
of	of	io
beards	beard	nn2
,	,	y
trimming	trim	vvg
and	and	cc
shaping	shape	vvg
this	this	dd1
way	way	nn1
and	and	cc
that	that	dd1
,	,	y
until	until	cs
at	at	rr21
last	last	rr22
he	he	pphs1
tired	tire	vvd%_jj
of	of	io
the	the	at
hobby	hobby	nn1
and	and	cc
simply	simply	rr
let	let	vv0_vvd@
his	his	appge
beard	beard	nn1
grow	grow	vvi
as	as	csa
it	it	pph1
saw	see	vvd
fit	fit	jj_nn1@
.	.	y
Black	black	jj_nn1@
,	,	y
curly	curly	jj
foliage	foliage	nn1
quickly	quickly	rr
engulfed	engulf	vvd_vvn@
both	both	db2
sides	side	nn2
and	and	cc
the	the	at
lower	low	jjr
half	half	nn1@
of	of	io
his	his	appge
face	face	nn1
and	and	cc
then	then	rt
descended	descend	vvd_vvn
in	in	rp@_ii
wild	wild	rr@_jj
abandon	abandon	vv0
down	down	rp
over	over	ii
his	his	appge
chest	chest	nn1
.	.	y
Uncle	uncle	nnb
Finn	finn	np1
found	find	vvd
some	some	dd
amusement	amusement	nn1
in	in	ii
measuring	measure	vvg
the	the	at
length	length	nn1
of	of	io
his	his	appge
beard	beard	nn1
from	from	rr41
time	time	rr42
to	to	rr43
time	time	rr44
,	,	y
but	but	ccb
not	not	xx
enough	enough	rr
.	.	y
After	after	ii
studying	study	vvg
in	in	ii_rp@
a	a	at1
mirror	mirror	nn1
the	the	at
transformation	transformation	nn1
he	he	pphs1
had	have	vhd
undergone	undergo	vvn
from	from	ii
a	a	at1
dapper	dapper	jj
man-about-town	man-about-town	nn1
to	to	ii
something	something	pn1
resembling	resemble	vvg
the	the	at
Wild	wild	jj
Man	man	nn1
of	of	io
Borneo	borneo	np1
,	,	y
he	he	pphs1
suddenly	suddenly	rr
realized	realize	vvn_vvd
that	that	cst
he	he	pphs1
might	might	vm
very	very	rg
well	well	rr
escape	escape	vvi
recognition	recognition	nn1
if	if	cs
he	he	pphs1
were	be	vbdr
to	to	to
slip	slip	vvi
into	into	ii
town	town	nn1
after	after	ii_cs
dark	dark	nn1_jj
and	and	cc
take	take	vvi
in	in	ii_rp@
a	a	at1
movie	movie	nn1
at	at	ii
the	the	at
Pandora	pandora	np1
Theater	theater	np1_nn1
.	.	y
And	and	cc
that	that	dd1_cst
is	be	vbz
what	what	ddq
he	he	pphs1
did	do	vdd
,	,	y
augmenting	augment	vvg
his	his	appge
disguise	disguise	nn1
with	with	iw
an	a	at1
old	old	jj
pair	pair	nn
of	of	io
bib	bib	nn1
overalls	overall	nn2
,	,	y
a	a	at1
tattered	tattered	jj
flannel	flannel	nn1
shirt	shirt	nn1
,	,	y
and	and	cc
a	a	at1
grungy	grungy	jj_nn1
mackinaw	mackinaw	nn1_vv0
that	that	cst
had	have	vhd
been	be	vbn
used	use	vvn
to	to	to
plug	plug	vvi
up	up	rp
a	a	at1
hole	hole	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
lights	light	nn2
had	have	vhd
gone	go	vvn
down	down	rp
in	in	ii
the	the	at
theater	theater	nn1
and	and	cc
the	the	at
newsreel	newsreel	nn1
had	have	vhd
begun	begin	vvn
before	before	ii
buying	buy	vvg
his	his	appge
ticket	ticket	nn1
and	and	cc
popcorn	popcorn	nn1_vv0
and	and	cc
finding	find	vvg
a	a	at1
seat	seat	nn1
in	in	ii
the	the	at
darkened	darkened	jj
theater	theater	nn1
.	.	y
By	by	ii
great	great	jj
good	good	jj
fortune	fortune	nn1
,	,	y
or	or	cc
so	so	rr_cs@
Finn	finn	nn1
thought	think	vvn_vvd_nn1
at	at	ii
the	the	at
time	time	nnt1
,	,	y
the	the	at
seat	seat	nn1
he	he	pphs1
had	have	vhd
randomly	randomly	rr
selected	select	vvn
turned	turn	vvd_vvn
out	out	rp
to	to	to
be	be	vbi
right	right	rr_jj
next	next	ii21
to	to	ii22
that	that	dd1
of	of	io
Miss	miss	nnb
Sarah	sarah	np1
Jane	jane	np1
Trillabee	trillabee	np1
,	,	y
the	the	at
town	town	nn1
librarian	librarian	nn1
,	,	y
a	a	at1
woman	woman	nn1
of	of	io
somewhat	somewhat	rr
stern	stern	jj
personality	personality	nn1
but	but	ccb
otherwise	otherwise	rr
not	not	xx
unattractive	unattractive	jj
.	.	y
Finn	finn	nn1_np1%
's	's	ge
thoughts	thought	nn2
soon	soon	rr
drifted	drift	vvd_vvn@
from	from	ii
the	the	at
movie	movie	nn1
--	--	x
"	"	y
The	the	at
Hunchback	hunchback	nn1
of	of	io
Notre	notre	np1
Dame	dame	np1
,	,	y
"	"	y
as	as	csa
I	i	ppis1
recall	recall	vv0
--	--	x
to	to	ii
Miss	miss	nnb
Trillabee	trillabee	np1
.	.	y
Forgetting	forget	vvg
that	that	cst
he	he	pphs1
was	be	vbdz
no	no	rr21
longer	long	rr22
his	his	appge
usual	usual	jj
dapper	dapper	jj
self	self	nn1
,	,	y
Finn	finn	nn1_np1%
offered	offer	vvd_vvn
the	the	at
librarian	librarian	nn1
some	some	dd
of	of	io
his	his	appge
popcorn	popcorn	nn1
.	.	y
She	she	pphs1
refused	refuse	vvd
with	with	iw
a	a	at1
curt	curt	jj
shake	shake	nn1
of	of	io
her	her	appge
head	head	nn1
,	,	y
obviously	obviously	rr
being	be	vbg
of	of	io
the	the	at
impression	impression	nn1
that	that	cst_dd1
ill	ill	z'
fate	fate	nn1
had	have	vhd
seated	seat	vvn
a	a	at1
tramp	tramp	nn1
right	right	nn1_rr
next	next	ii21
to	to	ii22
her	her	ppho1
.	.	y
Unaccustomed	unaccustomed	jj
to	to	ii
rebuffs	rebuff	nn2
from	from	ii
women	woman	nn2
,	,	y
Finn	finn	nn1
now	now	rt
felt	feel	vvd_vvn
challenged	challenge	vvn_jj@_vvd
.	.	y
As	as	ii_csa
the	the	at
movie	movie	nn1
progressed	progress	vvd_vvn
,	,	y
he	he	pphs1
'd	have	vm
lean	lean	vvi
over	over	rp
from	from	rr41
time	time	rr42
to	to	rr43
time	time	rr44
and	and	cc
whisper	whisper	vv0
some	some	dd
humorous	humorous	jj
comment	comment	nn1
about	about	ii
activities	activity	nn2
on	on	ii
the	the	at
screen	screen	nn1
.	.	y
The	the	at
librarian	librarian	nn1
grew	grow	vvd
increasingly	increasingly	rr
incensed	incense	vvn
by	by	ii
the	the	at
provocation	provocation	nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
been	be	vbn
by	by	ii
the	the	at
dapper	dapper	jj
Finn	finn	nn1
,	,	y
if	if	cs
not	not	xx
more	more	rgr_dar_rrr
so	so	rr
.	.	y
Finally	finally	rr
,	,	y
she	she	pphs1
'd	have	vhd
had	have	vhn
enough	enough	dd
of	of	io
these	these	dd2
intrusions	intrusion	nn2
.	.	y
She	she	pphs1
thrust	thrust	vvd
her	her	appge
arms	arm	nn2
into	into	ii
her	her	appge
coat	coat	nn1
sleeves	sleeve	nn2
,	,	y
arose	arise	vvd
in	in	ii_rp@
a	a	at1
huff	huff	nn1
and	and	cc
began	begin	vvd
to	to	to
squeeze	squeeze	vvi
her	her	appge
way	way	nn1
past	past	ii_nn1_jj
Finn	finn	nn1
.	.	y
Then	then	rt
it	it	pph1
happened	happen	vvd
.	.	y
For	for	if
a	a	at1
brief	brief	jj
instant	instant	nnt1_jj
,	,	y
Miss	miss	nnb
Trillabee	trillabee	np1
momentarily	momentarily	rr
lost	lose	vvd_vvn
her	her	appge
balance	balance	nn1
and	and	cc
fell	fall	vvd
against	against	ii
the	the	at
source	source	nn1
of	of	io
her	her	appge
ire	ire	nn1
.	.	y
Startled	startle	vvn
by	by	ii
Miss	miss	nnb
Trillabee	trillabee	np1
's	's	ge
sudden	sudden	jj
effort	effort	nn1
at	at	ii
departure	departure	nn1
,	,	y
Finn	finn	nn1_np1%
tried	try	vvd
to	to	to
rise	rise	vvi
and	and	cc
draw	draw	vvi
his	his	appge
legs	leg	nn2
out	out	ii21
of	of	ii22
her	her	appge
way	way	nn1
but	but	ccb
was	be	vbdz
momentarily	momentarily	rr
pinned	pin	vvn
in	in	ii
his	his	appge
seat	seat	nn1
as	as	csa
she	she	pphs1
fell	fall	vvd
against	against	ii
him	him	ppho1
.	.	y
Except	except	ii21
for	for	ii22
one	one	mc1
of	of	io
those	those	dd2
unlucky	unlucky	jj
coincidences	coincidence	nn2
that	that	cst
always	always	rr
seemed	seem	vvd_vvn@
to	to	to
be	be	vbi
overtaking	overtake	vvg
Finn	finn	nn1
,	,	y
it	it	pph1
is	be	vbz
likely	likely	jj
that	that	cst
the	the	at
situation	situation	nn1
would	would	vm
have	have	vhi
been	be	vbn
resolved	resolve	vvn
simply	simply	rr
by	by	ii
Miss	miss	nnb
Trillabee	trillabee	np1
's	be	vbz_ge
complaining	complain	vvg
to	to	ii
the	the	at
manager	manager	nn1
and	and	cc
the	the	at
manager	manager	nn1
's	be	vbz_ge
asking	ask	vvg_nn1@
Finn	finn	nn1
to	to	to
stop	stop	vvi
annoying	annoy	vvg@_jj
the	the	at
other	other	jj
patrons	patron	nn2
or	or	cc
,	,	y
in	in	ii
the	the	at
extreme	extreme	jj_nn1@
,	,	y
refunding	refund	vvg
the	the	at
price	price	nn1
of	of	io
his	his	appge
ticket	ticket	nn1
and	and	cc
ordering	order	vvg
him	him	ppho1
from	from	ii
the	the	at
theater	theater	nn1
.	.	y
What	what	ddq
happened	happen	vvd
instead	instead	rr
,	,	y
however	however	rr
,	,	y
serves	serve	vvz
as	as	ii
an	a	at1
excellent	excellent	jj
example	example	nn1
of	of	io
the	the	at
dangers	danger	nn2
inherent	inherent	jj
in	in	ii
beards	beard	nn2
.	.	y
Even	even	rr
as	as	csa
Miss	miss	nnb
Trillabee	trillabee	np1
thrust	thrust	vvd
against	against	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
tight	tight	rr_jj
around	around	ii
her	her	ppho1
and	and	cc
snapping	snap	vvg
shut	shut	vv0_vvd_vvn
its	its	z'
clasp	clasp	nn1@
.	.	y
The	the	at
belt	belt	nn1
,	,	y
as	as	csa
Uncle	uncle	nnb
Finn	finn	np1
explained	explain	vvd
to	to	ii
me	me	ppio1
later	later	rrr
,	,	y
much	much	rr
later	later	rrr_jjr
,	,	y
when	when	cs_rrq
he	he	pphs1
was	be	vbdz
old	old	jj
and	and	cc
feeble	feeble	jj
and	and	cc
bordering	border	vvg
on	on	ii_rp@
senile	senile	jj
,	,	y
consisted	consist	vvd_vvn
of	of	io
a	a	at1
web	web	nn1
of	of	io
small	small	jj
,	,	y
decorative	decorative	jj
metal	metal	nn1
links	link	vvz_nn2
rather	rather	ii21
than	than	ii22
a	a	at1
simple	simple	jj
cloth	cloth	nn1
affair	affair	nn1
that	that	cst_dd1
could	could	vm
not	not	xx
possibly	possibly	rr
have	have	vhi
become	become	vvn@
tangled	tangle	vvd@_vvn@_jj
up	up	rp
with	with	iw
a	a	at1
curly	curly	jj
beard	beard	nn1
.	.	y
Alas	alas	uh
,	,	y
as	as	csa_ii
the	the	at
clasp	clasp	nn1@
of	of	io
the	the	at
belt	belt	nn1
snapped	snap	vvd
shut	shut	jj_vvn
,	,	y
Uncle	uncle	nnb
Finn	finn	np1
found	find	vvd
his	his	appge
face	face	nn1
painfully	painfully	rr
and	and	cc
hopelessly	hopelessly	rr
attached	attach	vvn
to	to	ii
the	the	at
backside	backside	nn1
of	of	io
the	the	at
town	town	nn1
librarian	librarian	nn1
.	.	y
Miss	miss	nnb
Trillabee	trillabee	np1
,	,	y
of	of	rr21
course	course	rr22
,	,	y
had	have	vhd
not	not	xx
so	so	rr31
much	much	rr32
as	as	rr33
an	a	at1
inkling	inkling	nn1
that	that	cst
she	she	pphs1
had	have	vhd
snagged	snag	vvn
Uncle	uncle	nnb
Finn	finn	np1
by	by	ii
the	the	at
beard	beard	nn1
.	.	y
Thus	thus	rr
,	,	y
when	when	cs_rrq
Uncle	uncle	nnb
Finn	finn	np1
grabbed	grab	vvd
her	her	ppho1
around	around	ii_rp
the	the	at
hips	hip	nn2
with	with	iw
both	both	db2
hands	hand	nn2
and	and	cc
pulled	pull	vvd_vvn
back	back	rp
,	,	y
trying	try	vvg
desperately	desperately	rr
to	to	to
get	get	vvi
some	some	dd
slack	slack	nn1_jj
in	in	ii
his	his	appge
beard	beard	nn1
,	,	y
she	she	pphs1
could	could	vm
not	not	xx
help	help	vvi
but	but	ccb
misinterpret	misinterpret	vv0
his	his	appge
actions	action	nn2
.	.	y
"	"	y
Stop	stop	vv0
that	that	cst_dd1
,	,	y
you	you	ppy
crazy	crazy	jj
old	old	jj
fool	fool	nn1
!	!	y
"	"	y
she	she	pphs1
hissed	hiss	vvd
over	over	rp_ii
her	her	appge
shoulder	shoulder	nn1
at	at	ii
the	the	at
humped-over	humped-over	jj_nn1
form	form	nn1
of	of	io
her	her	appge
assailant	assailant	nn1
.	.	y
She	she	pphs1
twisted	twist	vvd
sharply	sharply	rr
around	around	ii_rp
trying	try	vvg
to	to	to
get	get	vvi
a	a	at1
shot	shot	nn1
at	at	ii
Finn	finn	nn1
with	with	iw
her	her	appge
purse	purse	nn1
,	,	y
a	a	at1
tactic	tactic	nn1
that	that	cst
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
aisle	aisle	nn1
but	but	ccb
not	not	xx
free	free	jj
of	of	io
her	her	appge
belt	belt	nn1
.	.	y
It	it	pph1
was	be	vbdz
at	at	ii
this	this	dd1
moment	moment	nn1
that	that	cst
the	the	at
audience	audience	nn1
heard	hear	vvd_vvn
what	what	ddq
,	,	y
as	as	rg@_csa
later	later	rrr_jjr
reported	report	vvn_vvd
in	in	ii
the	the	at
Blight	blight	nn1
Burgle	burgle	nn1_np1
,	,	y
sounded	sound	vvd_vvn
very	very	rg
much	much	da1_rr
to	to	ii
the	the	at
audience	audience	nn1
like	like	ii
the	the	at
anguished	anguished	jj
howl	howl	nn1
of	of	io
a	a	at1
wolf	wolf	nn1
,	,	y
possibly	possibly	rr
one	one	pn1_mc1
caught	catch	vvn_vvd
in	in	ii_rp@
a	a	at1
trap	trap	nn1
.	.	y
For	for	if
a	a	at1
second	second	nnt1_md
or	or	cc
two	two	mc
,	,	y
the	the	at
audience	audience	nn1
supposed	suppose	vvd_vvn
the	the	at
howl	howl	nn1
had	have	vhd
come	come	vvn
from	from	ii
the	the	at
movie	movie	nn1
,	,	y
but	but	ccb
this	this	dd1
supposition	supposition	nn1
was	be	vbdz
soon	soon	rr
disposed	dispose	vvn_jj_vvd
of	of	io
by	by	ii
a	a	at1
piercing	piercing	jj
scream	scream	nn1
from	from	ii
Miss	miss	nnb
Trillabee	trillabee	np1
,	,	y
the	the	at
result	result	nn1
of	of	io
Finn	finn	nn1
's	be	vbz_ge
clawing	claw	vvg_jj
frantically	frantically	rr
at	at	ii
her	her	ppho1_appge
back	back	rp_nn1
in	in	ii
an	a	at1
effort	effort	nn1
to	to	to
undo	undo	vvi
his	his	appge
beard	beard	nn1
.	.	y
Almost	almost	rr
instantly	instantly	rr
,	,	y
the	the	at
house	house	nn1
lights	light	nn2
went	go	vvd
up	up	rp
.	.	y
What	what	ddq
the	the	at
nearest	nearest	jjt
members	member	nn2
of	of	io
the	the	at
audience	audience	nn1
then	then	rt
observed	observe	vvd_vvn
,	,	y
even	even	rr
as	as	csa
they	they	pphs2
blinked	blink	vvd
in	in	ii
the	the	at
sudden	sudden	jj
luminosity	luminosity	nn1
,	,	y
was	be	vbdz
Uncle	uncle	nnb
Finn	finn	np1
crouched	crouch	vvd
over	over	rp
with	with	iw
his	his	appge
face	face	nn1
pressed	press	vvn_vvd
against	against	ii
the	the	at
backside	backside	nn1
of	of	io
the	the	at
town	town	nn1
librarian	librarian	nn1
.	.	y
"	"	y
Here	here	rl
you	you	ppy
!	!	y
"	"	y
a	a	at1
man	man	nn1
shouted	shout	vvd
.	.	y
"	"	y
Stop	stop	vv0
that	that	dd1
!	!	y
Stop	stop	vv0
annoying	annoy	vvg@_jj
that	that	dd1
lady	lady	nn1
!	!	y
"	"	y
Several	several	da2
men	man	nn2
arose	arise	vvd
from	from	ii
their	their	appge
seats	seat	nn2
,	,	y
ready	ready	jj_rr@
to	to	to
charge	charge	vvi
to	to	ii
the	the	at
aid	aid	nn1
of	of	io
the	the	at
lady	lady	nn1
in	in	ii
distress	distress	nn1
.	.	y
Unfortunately	unfortunately	rr
,	,	y
even	even	rr
as	as	csa
he	he	pphs1
had	have	vhd
been	be	vbn
flung	fling	vvn
howling	howl	vvg_jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
desperate	desperate	jj
solution	solution	nn1
to	to	ii
the	the	at
predicament	predicament	nn1
,	,	y
which	which	ddq
was	be	vbdz
to	to	to
cut	cut	vvi
his	his	appge
beard	beard	nn1
loose	loose	nn1@_jj_rr@_vv0@
from	from	ii
the	the	at
belt	belt	nn1
with	with	iw
his	his	appge
pocket	pocket	nn1
knife	knife	nn1
.	.	y
He	he	pphs1
had	have	vhd
released	release	vvn
his	his	appge
hold	hold	nn1
on	on	ii
Miss	miss	nnb
Trillabee	trillabee	np1
just	just	rr
long	long	rr_vv0@_jj
enough	enough	rr_dd
to	to	to
extract	extract	vvi
and	and	cc
open	open	vvi
his	his	appge
knife	knife	nn1
.	.	y
"	"	y
Watch	watch	vv0
out	out	rp
!	!	y
"	"	y
someone	someone	pn1
shouted	shout	vvd
.	.	y
"	"	y
The	the	at
tramp	tramp	nn1
's	be	vhz
got	get	vvn
a	a	at1
knife	knife	nn1
!	!	y
"	"	y
Well	well	rr
,	,	y
as	as	csa
might	might	vm
be	be	vbi
expected	expect	vvn
,	,	y
this	this	dd1
mention	mention	nn1
of	of	io
a	a	at1
knife	knife	nn1
had	have	vhd
less	less	dar_rrr
than	than	csn
a	a	at1
calming	calming	jj
effect	effect	nn1
on	on	ii
Miss	miss	nnb
Trillabee	trillabee	np1
.	.	y
She	she	pphs1
immediately	immediately	rr
ceased	cease	vvd
her	her	ppho1
flailing	flail	vvg
away	away	rl
with	with	iw
her	her	appge
purse	purse	nn1
and	and	cc
bolted	bolt	vvd_vvn
up	up	rp_ii@
the	the	at
aisle	aisle	nn1
,	,	y
through	through	ii
the	the	at
lobby	lobby	nn1
,	,	y
and	and	cc
across	across	ii
Main	main	np1
Street	street	nnl1
,	,	y
accompanied	accompany	vvd_vvn
all	all	db
the	the	at
way	way	nn1
by	by	ii
muffled	muffled	jj
but	but	ccb
nevertheless	nevertheless	rr
anguished	anguished	jj
howls	howl	nn2
,	,	y
which	which	ddq
had	have	vhd
a	a	at1
considerable	considerable	jj
dampening	dampening	jj@_nn1@
effect	effect	nn1
on	on	ii
the	the	at
mood	mood	nn1
of	of	io
the	the	at
audience	audience	nn1
.	.	y
It	it	pph1
was	be	vbdz
only	only	rr
upon	upon	ii
reaching	reach	vvg
the	the	at
far	far	jj
side	side	nn1
of	of	io
Main	main	np1
Street	street	nnl1
,	,	y
when	when	cs_rrq
Miss	miss	nnb
Trillabee	trillabee	np1
paused	pause	vvd
for	for	if
an	a	at1
instant	instant	jj_nnt1
to	to	to
chart	chart	vvi
a	a	at1
new	new	jj
course	course	nn1
,	,	y
that	that	cst
Uncle	uncle	nnb
Finn	finn	np1
managed	manage	vvd
to	to	to
cut	cut	vvi
his	his	appge
beard	beard	nn1
loose	loose	nn1@_jj_rr@_vv0@
from	from	ii
the	the	at
belt	belt	nn1
.	.	y
He	he	pphs1
then	then	rt
fled	flee	vvd
up	up	ii
the	the	at
middle	middle	nn1
of	of	io
