##4001150		
ABSTRACT	abstract	jj_nn1@_vv0@
scores	score	nn2
were	be	vbdr
not	not	xx
significantly	significantly	rr
correlated	correlate	vvn_vvd
with	with	iw
any	any	dd
of	of	io
the	the	at
factor	factor	nn1
scale	scale	nn1
scores	score	nn2_vvz@
on	on	ii
the	the	at
IDI	idi	np1
.	.	y
However	however	rr
,	,	y
the	the	at
correlation	correlation	nn1
coefficients	coefficient	nn2
between	between	ii
Total	total	jj_nn1
Dependency	dependency	nn1
and	and	cc
Scale	scale	nn1_vv0@
1	1	mc1
(	(	y
Emotional	emotional	jj
Reliance	reliance	nn1
on	on	ii
Another	another	dd1
Person	person	nn1
;	;	y
r	xx_r	zz1
=	=	fo
.73	.73	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
)	)	y
,	,	y
Scale	scale	nn1_vv0@
2	2	mc
(	(	y
Lack	lack	nn1
of	of	io
Social	social	jj
Self-Confidence	self-confidence	nn1
;	;	y
r	xx_r	zz1
=	=	fo
.76	.76	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
)	)	y
,	,	y
and	and	cc
Scale	scale	nn1_vv0@
3	3	mc
(	(	y
Assertion	assertion	nn1
of	of	io
Autonomy	autonomy	nn1
;	;	y
r	xx_r	zz1
=	=	fo
.40	.40	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
)	)	y
were	be	vbdr
statistically	statistically	rr
significant	significant	jj
.	.	y
These	these	dd2
results	result	nn2
suggest	suggest	vv0
that	that	cst_dd1
(	(	y
a	a	zz1
)	)	y
the	the	at
greater	great	jjr
the	the	at
obese	obese	jj
subjects	subject	nn2
'	'	ge
need	need	nn1
for	for	if
emotional	emotional	jj
reliance	reliance	nn1
on	on	ii
others	others	nn2
,	,	y
(	(	y
b	b	zz1
)	)	y
the	the	at
lower	low	rrr@_vv0@
their	their	appge
level	level	nn1
of	of	io
self-confidence	self-confidence	nn1
in	in	ii
social	social	jj
situations	situation	nn2
,	,	y
and	and	cc
(	(	y
c	c	zz1
)	)	y
the	the	at
less	less	rgr
autonomous	autonomous	jj
their	their	appge
behavior	behavior	nn1
,	,	y
the	the	at
greater	great	jjr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Scale	scale	nn1
I	i	ppis1
were	be	vbdr
significantly	significantly	rr
correlated	correlate	vvn_vvd
with	with	iw
scores	score	nn2
on	on	ii
Scale	scale	nn1
2	2	mc
(	(	y
r	xx_r	zz1
=	=	fo
.40	.40	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.001	.001	mc
)	)	y
.	.	y
This	this	dd1
result	result	nn1
suggests	suggest	vvz
that	that	cst
the	the	at
greater	great	jjr
the	the	at
subjects	subject	nn2
'	'	ge
need	need	nn1
for	for	if
dependent	dependent	jj
attachment	attachment	nn1
and	and	cc
reliance	reliance	nn1
on	on	ii
others	others	nn2
,	,	y
the	the	at
more	more	rrr
they	they	pphs2
lacked	lack	vvd
self-confidence	self-confidence	nn1
in	in	ii
social	social	jj
environments	environment	nn2
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
The	the	at
results	result	nn2
of	of	io
this	this	dd1
study	study	nn1
suggest	suggest	vv0
that	that	cst_dd1
both	both	rr
female	female	jj
and	and	cc
male	male	jj
obese	obese	jj
groups	group	nn2
are	be	vbr
more	more	rgr
internally	internally	rr
oriented	oriented	jj@_vvn@
than	than	csn
has	have	vhz
been	be	vbn
previously	previously	rr
reported	report	vvn_vvd
.	.	y
The	the	at
obese	obese	jj
subjects	subject	nn2
in	in	ii
this	this	dd1
study	study	nn1
demonstrated	demonstrate	vvd_vvn
an	a	at1
internal	internal	jj
locus	locus	nn1
of	of	io
control	control	nn1
;	;	y
however	however	rr
,	,	y
most	most	dat
of	of	io
the	the	at
empirical	empirical	jj
findings	finding	nn2
in	in	ii
the	the	at
obesity	obesity	nn1
literature	literature	nn1
assert	assert	vv0
that	that	cst_dd1
obese	obese	jj
populations	population	nn2
have	have	vh0
an	a	at1
external	external	jj
control	control	nn1
orientation	orientation	nn1
.	.	y
Adults	adult	nn2
who	who	pnqs
seek	seek	vv0
treatment	treatment	nn1
for	for	if
obesity	obesity	nn1
often	often	rr
report	report	vv0@_nn1
feeling	feel	vvg_nn1
that	that	cst
they	they	pphs2
do	do	vd0
not	not	xx
have	have	vhi
control	control	nn1
over	over	ii
factors	factor	nn2
that	that	cst
influence	influence	vv0
the	the	at
development	development	nn1
and	and	cc
maintenance	maintenance	nn1
of	of	io
their	their	appge
obesity	obesity	nn1
.	.	y
The	the	at
sample	sample	nn1
in	in	ii
this	this	dd1
study	study	nn1
apparently	apparently	rr
perceived	perceive	vvn_vvd
that	that	cst_dd1
generalized	generalized	jj
control	control	nn1
over	over	ii_rp
their	their	appge
lives	life	nn2
was	be	vbdz
contingent	contingent	jj_nn1
on	on	ii
personal	personal	jj
actions	action	nn2
.	.	y
In	in	ii
other	other	jj
words	word	nn2
,	,	y
the	the	at
obese	obese	jj
subjects	subject	nn2
felt	feel	vvd_vvn
in	in	ii
control	control	nn1
of	of	io
their	their	appge
lives	life	nn2
despite	despite	ii
feeling	feel	vvg_nn1
out	out	ii21
of	of	ii22
control	control	nn1
over	over	ii_rp
their	their	appge
weight	weight	nn1
status	status	nn1
and	and	cc
food-related	food-related	jj_nn1
behaviors	behavior	nn2
.	.	y
This	this	dd1
finding	finding	nn1
suggests	suggest	vvz
that	that	dd1_cst
locus	locus	nn1
of	of	io
control	control	nn1
may	may	vm
be	be	vbi
more	more	rgr_rrr
circumscribed	circumscribed	jj@_vvd_vvn@
for	for	if
obese	obese	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
perceived	perceived	jj@
control	control	nn1
of	of	io
and	and	cc
efficacy	efficacy	nn1
in	in	ii
specific	specific	jj
food-	food-	nn1
and	and	cc
eating-related	eating-related	jj_nn1
situations	situation	nn2
.	.	y
<p>	<p>	y
The	the	at
obese	obese	jj
subjects	subject	nn2
'	'	ge
motivations	motivation	nn2
for	for	if
seeking	seek	vvg
treatment	treatment	nn1
may	may	vm
also	also	rr
reflect	reflect	vvi
their	their	appge
internal	internal	jj
stance	stance	nn1
.	.	y
Seeking	seek	vvg
professional	professional	jj
help	help	nn1
for	for	if
their	their	appge
condition	condition	nn1
may	may	vm
be	be	vbi
associated	associate	vvn
with	with	iw
a	a	at1
desire	desire	nn1
to	to	to
assume	assume	vvi
control	control	nn1
of	of	io
and	and	cc
responsibility	responsibility	nn1
for	for	if
their	their	appge
lives	life	nn2
rather	rather	ii21
than	than	ii22
accepting	accept	vvg
their	their	appge
fate	fate	nn1
or	or	cc
"	"	y
biological	biological	jj
"	"	y
destiny	destiny	nn1
.	.	y
Obese	obese	jj
individuals	individual	nn2
who	who	pnqs
are	be	vbr
internally	internally	rr
oriented	orient	vvn@_vvd
may	may	vm
possess	possess	vvi
certain	certain	jj
indigenous	indigenous	jj
strengths	strength	nn2
that	that	cst_dd1
can	can	vm
be	be	vbi
used	use	vvn
as	as	csa_rg@_ii@
potential	potential	jj
predictor	predictor	nn1
variables	variable	nn2
and	and	cc
applied	apply	vvn_vvd
toward	toward	ii
behavior	behavior	nn1
change	change	nn1_vv0
to	to	to
influence	influence	vvi
their	their	appge
obesity	obesity	nn1
.	.	y
<p>	<p>	y
The	the	at
finding	finding	nn1
that	that	cst
the	the	at
obese	obese	jj
subjects	subject	nn2
with	with	iw
no	no	at
history	history	nn1
of	of	io
family	family	nn1
obesity	obesity	nn1
were	be	vbdr
significantly	significantly	rr
more	more	rgr
internally	internally	rr
oriented	oriented	jj@_vvn@
than	than	csn
the	the	at
obese	obese	jj
subjects	subject	nn2
with	with	iw
a	a	at1
reported	reported	jj@
history	history	nn1
of	of	io
family	family	nn1
obesity	obesity	nn1
could	could	vm
possibly	possibly	rr
reflect	reflect	vvi
internalized	internalized	jj@
views	view	nn2
toward	toward	ii
food	food	nn1
,	,	y
eating	eat	vvg_nn1
,	,	y
and	and	cc
weight	weight	nn1
status	status	nn1
,	,	y
conditioned	conditioned	jj_vvn
eating	eating	nn1_vvg
patterns	pattern	nn2
,	,	y
parental	parental	jj
identification	identification	nn1
,	,	y
role	role	nn1
modeling	modeling	nn1_vvg
,	,	y
and	and	cc
attitudes	attitude	nn2
toward	toward	ii
diet	diet	nn1
and	and	cc
nutrition	nutrition	nn1
.	.	y
<p>	<p>	y
Contrary	contrary	ii21
to	to	ii22
prediction	prediction	nn1
,	,	y
there	there	ex
were	be	vbdr
no	no	at
significant	significant	jj
differences	difference	nn2
between	between	ii
the	the	at
obese	obese	jj
sample	sample	nn1
and	and	cc
the	the	at
nonobese	nonobese	nn1
control	control	nn1
sample	sample	nn1
on	on	ii
overall	overall	jj_nn1
dependency	dependency	nn1
attributes	attribute	nn2_vvz
.	.	y
Apparently	apparently	rr
both	both	db2
groups	group	nn2
demonstrated	demonstrate	vvd_vvn
similar	similar	jj
needs	need	nn2
for	for	if
approval	approval	nn1
and	and	cc
dependent	dependent	jj
attachment	attachment	nn1
to	to	ii
others	others	nn2
.	.	y
These	these	dd2
results	result	nn2
raise	raise	vv0
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
needs	need	nn2
than	than	csn
nonobese	nonobese	nn1
populations	population	nn2
.	.	y
Perhaps	perhaps	rr
obese	obese	jj
individuals	individual	nn2
modulate	modulate	vv0_nn1
or	or	cc
fulfill	fulfill	vv0
various	various	jj
dependency	dependency	nn1
needs	need	vvz_nn2
via	via	ii
food	food	nn1
and	and	cc
eating-related	eating-related	jj_nn1
behaviors	behavior	nn2
,	,	y
whereas	whereas	cs
nonobese	nonobese	nn1
individuals	individual	nn2
find	find	vv0
other	other	jj
avenues	avenue	nn2
to	to	to
satiate	satiate	vvi
these	these	dd2
inner	inner	jj
yearnings	yearning	nn2
and	and	cc
concerns	concern	nn2_vvz
.	.	y
<p>	<p>	y
The	the	at
scores	score	nn2
on	on	ii
the	the	at
specific	specific	jj
scales	scale	nn2
of	of	io
the	the	at
IDI	idi	np1
did	do	vdd
indicate	indicate	vvi
that	that	cst
the	the	at
obese	obese	jj
subjects	subject	nn2
were	be	vbdr
less	less	rgr
autonomous	autonomous	jj
than	than	csn
the	the	at
nonobese	nonobese	nn1
normative	normative	jj
sample	sample	nn1
.	.	y
The	the	at
obese	obese	jj
group	group	nn1
apparently	apparently	rr
preferred	prefer	vvn_vvd
to	to	to
be	be	vbi
with	with	iw
others	others	nn2
rather	rather	ii21_cs21@
than	than	ii22_cs22@
to	to	to
be	be	vbi
alone	alone	jj
,	,	y
and	and	cc
their	their	appge
self-esteem	self-esteem	nn1
was	be	vbdz
contingent	contingent	jj_nn1
on	on	ii
approval	approval	nn1
and	and	cc
acceptance	acceptance	nn1
from	from	ii
others	others	nn2
.	.	y
This	this	dd1
preference	preference	nn1
may	may	vm
have	have	vhi
been	be	vbn
due	due	ii21
to	to	ii22
the	the	at
impact	impact	nn1
of	of	io
obesity	obesity	nn1
on	on	ii
self-esteem	self-esteem	nn1
,	,	y
the	the	at
developmental	developmental	jj
capacity	capacity	nn1
for	for	if
individuation	individuation	nn1
,	,	y
thwarted	thwarted	jj_vvd
levels	level	nn2
of	of	io
self-expression	self-expression	nn1
,	,	y
and	and	cc
dependent	dependent	jj_nn1@
rather	rather	ii21
than	than	ii22
independent	independent	jj
gratification	gratification	nn1
.	.	y
<p>	<p>	y
The	the	at
findings	finding	nn2
also	also	rr
suggest	suggest	vv0
that	that	cst
the	the	at
obese	obese	jj
women	woman	nn2
were	be	vbdr
less	less	rgr
autonomous	autonomous	jj
and	and	cc
had	have	vhd_vhn@
lower	low	jjr
levels	level	nn2
of	of	io
social	social	jj
self-confidence	self-confidence	nn1
than	than	csn
the	the	at
obese	obese	jj
men	man	nn2
.	.	y
These	these	dd2
gender	gender	nn1
differences	difference	nn2
may	may	vm
have	have	vhi
been	be	vbn
due	due	ii21
to	to	ii22
prevalent	prevalent	jj
socialization	socialization	nn1
practices	practice	vvz@_nn2
that	that	cst
influence	influence	vv0
conditioned	conditioned	jj
patterns	pattern	nn2
of	of	io
behavior	behavior	nn1
and	and	cc
relatedness	relatedness	nn1
of	of	io
men	man	nn2
and	and	cc
women	woman	nn2
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
the	the	at
gender	gender	nn1
differences	difference	nn2
may	may	vm
reflect	reflect	vvi
unique	unique	jj
developmental	developmental	jj
differences	difference	nn2
in	in	ii
personality	personality	nn1
structure	structure	nn1
,	,	y
internal	internal	jj
needs	need	nn2
,	,	y
and	and	cc
dynamic	dynamic	jj
conflict	conflict	nn1
.	.	y
<p>	<p>	y
The	the	at
obese	obese	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
assertion	assertion	nn1
of	of	io
autonomy	autonomy	nn1
than	than	csn
those	those	dd2
subjects	subject	nn2
who	who	pnqs
had	have	vhd
no	no	at
such	such	da
history	history	nn1
.	.	y
Individuals	individual	nn2
who	who	pnqs
are	be	vbr
raised	raise	vvn
in	in	ii
alcoholic	alcoholic	jj_nn1
home	home	nn1
environments	environment	nn2
often	often	rr
feel	feel	vv0
abused	abused	jj@_vvn
and	and	cc
deprived	deprived	jj_vvn_vvd
(	(	y
whether	whether	csw
in	in	ii
reality	reality	nn1
or	or	cc
fantasy	fantasy	nn1
)	)	y
.	.	y
These	these	dd2
conditions	condition	nn2
could	could	vm
influence	influence	vvi
a	a	at1
heightened	heightened	jj
need	need	nn1
for	for	if
dependent	dependent	jj
attachment	attachment	nn1
and	and	cc
approval	approval	nn1
from	from	ii
others	others	nn2
.	.	y
<p>	<p>	y
Although	although	cs
locus	locus	nn1
of	of	io
control	control	nn1
was	be	vbdz
not	not	xx
correlated	correlate	vvn
with	with	iw
interpersonal	interpersonal	jj
dependency	dependency	nn1
in	in	ii
the	the	at
obese	obese	jj
sample	sample	nn1
,	,	y
total	total	jj
dependency	dependency	nn1
was	be	vbdz
correlated	correlate	vvn
with	with	iw
all	all	db
three	three	mc
dependency	dependency	nn1
scales	scale	nn2
independently	independently	rr
.	.	y
Therefore	therefore	rr
,	,	y
the	the	at
greater	great	jjr
the	the	at
need	need	nn1
for	for	if
emotional	emotional	jj
reliance	reliance	nn1
on	on	ii
another	another	dd1
person	person	nn1
,	,	y
the	the	at
greater	great	jjr
the	the	at
overall	overall	jj_nn1
dependency	dependency	nn1
.	.	y
Lower	low	jjr
levels	level	nn2
of	of	io
social	social	jj
self-confidence	self-confidence	nn1
and	and	cc
low	low	jj
assertion	assertion	nn1
of	of	io
independent	independent	jj
motives	motive	nn2
were	be	vbdr
also	also	rr
associated	associate	vvn
with	with	iw
higher	high	jjr
levels	level	nn2
of	of	io
overall	overall	jj_rr
interpersonal	interpersonal	jj
dependency	dependency	nn1
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
the	the	at
greater	great	jjr
the	the	at
subjects	subject	nn2
'	'	ge
emotional	emotional	jj
reliance	reliance	nn1
on	on	ii
another	another	dd1
,	,	y
the	the	at
less	less	dar
self-confidence	self-confidence	nn1
they	they	pphs2
demonstrated	demonstrate	vvd
in	in	ii_rp@
social	social	jj
situations	situation	nn2
.	.	y
<p>	<p>	y
The	the	at
obese	obese	jj
sample	sample	nn1
in	in	ii
this	this	dd1
study	study	nn1
showed	show	vvd
a	a	at1
trend	trend	nn1
(	(	y
although	although	cs
not	not	xx
statistically	statistically	rr
significant	significant	jj
)	)	y
toward	toward	ii
greater	great	jjr
vulnerability	vulnerability	nn1
on	on	ii
the	the	at
dependency	dependency	nn1
needs	need	nn2_vvz
and	and	cc
conflict	conflict	nn1_vv0@
items	item	nn2
;	;	y
the	the	at
nonobese	nonobese	nn1
control	control	nn1
sample	sample	nn1
showed	show	vvd
less	less	dar
vulnerability	vulnerability	nn1
.	.	y
This	this	dd1
trend	trend	nn1
suggests	suggest	vvz
that	that	dd1_cst
food-	food-	nn1
and	and	cc
eating-related	eating-related	jj_nn1
behaviors	behavior	nn2
may	may	vm
have	have	vhi
an	a	at1
important	important	jj
impact	impact	nn1
on	on	ii
dependency	dependency	nn1
states	state	vvz_nn2
in	in	ii
obese	obese	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
more	more	rgr
likely	likely	jj
to	to	to
turn	turn	vvi
to	to	ii
food	food	nn1
to	to	to
meet	meet	vvi
specific	specific	jj
dependency	dependency	nn1
needs	need	nn2_vvz
.	.	y
Future	future	jj_nn1
research	research	nn1
that	that	cst_dd1
examines	examine	vvz
dependency	dependency	nn1
attributes	attribute	vvz_nn2
in	in	ii
a	a	at1
larger	large	jjr
clinically	clinically	rr
obese	obese	jj
sample	sample	nn1
may	may	vm
provide	provide	vvi
more	more	rgr_dar
cogent	cogent	jj
evidence	evidence	nn1
that	that	cst_dd1
supports	support	vvz
a	a	at1
link	link	nn1
between	between	ii
obesity	obesity	nn1
and	and	cc
greater	great	jjr
interpersonal	interpersonal	jj
dependency	dependency	nn1
.	.	y
<p>	<p>	y
Regarding	regarding	ii_vvg
treatment	treatment	nn1
,	,	y
obese	obese	jj
patients	patient	nn2
with	with	iw
relatively	relatively	rr
greater	great	jjr
overall	overall	jj_nn1
dependency	dependency	nn1
needs	need	nn2_vvz
,	,	y
higher	high	jjr
reliance	reliance	nn1
on	on	ii
others	others	nn2
,	,	y
lower	low	jjr
levels	level	nn2
of	of	io
social	social	jj
self-confidence	self-confidence	nn1
,	,	y
and	and	cc
fewer	fewer	dar
capacities	capacity	nn2
for	for	if
autonomous	autonomous	jj
behavior	behavior	nn1
are	be	vbr
probably	probably	rr
more	more	rgr
likely	likely	jj
to	to	to
have	have	vhi
difficulty	difficulty	nn1
with	with	iw
obesity	obesity	nn1
treatment	treatment	nn1
efforts	effort	nn2
than	than	csn
are	be	vbr
patients	patient	nn2
with	with	iw
normal	normal	jj
dependency	dependency	nn1
needs	need	nn2_vvz
.	.	y
<p>	<p>	y
<p>	<p>	y
##4001153		
ABSTRACT	abstract	jj_nn1@_vv0@
.	.	y
The	the	at
influence	influence	nn1
of	of	io
five	five	mc
dimensions	dimension	nn2
of	of	io
teaching	teaching	nn1_vvg
(	(	y
organization	organization	nn1
,	,	y
knowledge	knowledge	nn1
acquired	acquire	vvd_vvn
,	,	y
encouragement	encouragement	nn1
of	of	io
questions	question	nn2
,	,	y
instructor	instructor	nn1
's	's	ge
knowledge	knowledge	nn1
,	,	y
and	and	cc
presentation	presentation	nn1
clarity	clarity	nn1
)	)	y
on	on	ii
40	40	mc
undergraduate	undergraduate	nn1
students	student	nn2
'	'	ge
judgments	judgment	nn2
of	of	io
teaching	teaching	nn1_vvg
effectiveness	effectiveness	nn1
was	be	vbdz
investigated	investigate	vvn
.	.	y
The	the	at
students	student	nn2
rated	rate	vvd_vvn
completed	completed	jj@
evaluation	evaluation	nn1
forms	form	nn2
(	(	y
each	each	dd1
with	with	iw
a	a	at1
different	different	jj
configuration	configuration	nn1
of	of	io
responses	response	nn2
)	)	y
as	as	ii21
to	to	ii22
the	the	at
teaching	teaching	nn1
effectiveness	effectiveness	nn1
of	of	io
an	a	at1
instructor	instructor	nn1
who	who	pnqs
might	might	vm
receive	receive	vvi
that	that	dd1_cst
given	given	jj@
pattern	pattern	nn1
of	of	io
evaluation	evaluation	nn1
responses	response	nn2
.	.	y
The	the	at
students	student	nn2
'	'	ge
subjective	subjective	jj
reports	report	nn2
of	of	io
the	the	at
dimensions	dimension	nn2
they	they	pphs2
believed	believe	vvd
most	most	rgt_dat
influential	influential	jj
(	(	y
subjective	subjective	jj
weights	weight	nn2
)	)	y
were	be	vbdr
compared	compare	vvn
with	with	iw
their	their	appge
statistically	statistically	rr
derived	derive	vvn_jj@_vvd
judgment	judgment	nn1
"	"	y
policies	policy	nn2
"	"	y
(	(	y
statistical	statistical	jj
weights	weight	nn2
)	)	y
.	.	y
Analyses	analysis	nn2
revealed	reveal	vvd_vvn
that	that	cst
there	there	ex
were	be	vbdr
significant	significant	jj
differences	difference	nn2
between	between	ii
the	the	at
mean	mean	jj
statistical	statistical	jj
and	and	cc
subjective	subjective	jj
weights	weight	nn2
on	on	ii
two	two	mc
of	of	io
the	the	at
five	five	mc
evaluation	evaluation	nn1
items	item	nn2
(	(	y
knowledge	knowledge	nn1
acquired	acquire	vvn_vvd
and	and	cc
presentation	presentation	nn1
clarity	clarity	nn1
)	)	y
.	.	y
<p>	<p>	y
STUDENT	student	nn1
EVALUATION	evaluation	nn1
of	of	io
instruction	instruction	nn1
has	have	vhz
been	be	vbn
examined	examine	vvn
in	in	ii
recent	recent	jj
research	research	nn1
that	that	cst_dd1
has	have	vhz
included	include	vvn
topics	topic	nn2
such	such	ii21
as	as	ii22
(	(	y
a	a	zz1
)	)	y
validity	validity	nn1
of	of	io
evaluation	evaluation	nn1
ratings	rating	nn2
as	as	ii
a	a	at1
measure	measure	nn1
of	of	io
teaching	teaching	nn1_vvg
effectiveness	effectiveness	nn1
(	(	y
e.g.	eg	rex
,	,	y
Abrami	abrami	np1_nn1
,	,	y
d'Apollonia	d'apollonia	np1
,	,	y
&;	&;	x
Cohen	cohen	np1
,	,	y
1990	1990	mc
;	;	y
Baird	baird	np1
,	,	y
1987	1987	mc
;	;	y
Cranton	cranton	np1
&;	&;	x
Smith	smith	np1
,	,	y
1990	1990	mc
;	;	y
Gigliotti	gigliotti	np1
&;	&;	x
Buchtel	buchtel	np1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
instructor	instructor	nn1
or	or	cc
course	course	nn1
characteristics	characteristic	nn2
and	and	cc
evaluations	evaluation	nn2
(	(	y
e.g.	eg	rex
,	,	y
Drews	drew	np2
,	,	y
Burroughs	burroughs	np1
,	,	y
&;	&;	x
Nokovich	nokovich	np1
,	,	y
1987	1987	mc
;	;	y
Marlin	marlin	np1
&;	&;	x
Gaynor	gaynor	np1
,	,	y
1989	1989	mc
;	;	y
Murray	murray	np1
,	,	y
Rushton	rushton	np1
,	,	y
&;	&;	x
Paunonen	paunonen	np1_nn1
,	,	y
1990	1990	mc
)	)	y
,	,	y
and	and	cc
(	(	y
c	c	zz1
)	)	y
the	the	at
relationship	relationship	nn1
between	between	ii
evaluation	evaluation	nn1
ratings	rating	nn2
and	and	cc
the	the	at
instrument	instrument	nn1
or	or	cc
process	process	nn1
of	of	io
evaluation	evaluation	nn1
(	(	y
e.g.	eg	rex
,	,	y
Abbott	abbott	np1
,	,	y
Wulff	wulff	np1_vv0_nn1
,	,	y
Nyquist	nyquist	np1
,	,	y
Ropp	ropp	np1_vv0_nn1
,	,	y
&;	&;	x
Hess	hess	np1
,	,	y
1990	1990	mc
)	)	y
.	.	y
Few	few	da2
studies	study	nn2
,	,	y
however	however	rr
,	,	y
have	have	vh0
satisfactorily	satisfactorily	rr
examined	examine	vvn
the	the	at
underlying	underlying	jj
judgment	judgment	nn1
processes	process	nn2
used	use	vvn
by	by	ii
students	student	nn2
who	who	pnqs
are	be	vbr
asked	ask	vvn@
to	to	to
assess	assess	vvi
teaching	teaching	nn1_vvg
effectiveness	effectiveness	nn1
.	.	y
It	it	pph1
is	be	vbz
well	well	rr
documented	document	vvn_vvd
that	that	cst
humans	human	nn2
are	be	vbr
not	not	xx
always	always	rr
rational	rational	jj
and	and	cc
consistent	consistent	jj
in	in	ii
the	the	at
ways	way	nn2
they	they	pphs2
make	make	vv0
judgments	judgment	nn2
(	(	y
Kahneman	kahneman	np1_nn1
,	,	y
1991	1991	mc
)	)	y
.	.	y
Consequently	consequently	rr
,	,	y
an	a	at1
examination	examination	nn1
of	of	io
the	the	at
basic	basic	jj
judgment	judgment	nn1
processes	process	vvz@_nn2
involved	involved	jj
in	in	ii
student	student	nn1
evaluation	evaluation	nn1
of	of	io
instruction	instruction	nn1
may	may	vm
lead	lead	vvi
to	to	ii
an	a	at1
improved	improved	jj
understanding	understanding	nn1
and	and	cc
interpretation	interpretation	nn1
of	of	io
the	the	at
vast	vast	jj
amounts	amount	nn2
of	of	io
past	past	jj_nn1
research	research	nn1
.	.	y
<p>	<p>	y
Whitely	whitely	rr_np1@
and	and	cc
Doyle	doyle	np1
(	(	y
1976	1976	mc
)	)	y
,	,	y
in	in	ii
their	their	appge
work	work	nn1
on	on	ii
implicit	implicit	jj
theories	theory	nn2
of	of	io
teaching	teaching	nn1_vvg
,	,	y
confronted	confront	vvd_vvn
the	the	at
issue	issue	nn1
of	of	io
student	student	nn1
evaluations	evaluation	nn2
from	from	ii
a	a	at1
judgment	judgment	nn1
process	process	nn1_vv0
perspective	perspective	nn1
.	.	y
Implicit	implicit	jj
theories	theory	nn2
are	be	vbr
the	the	at
assumptions	assumption	nn2
that	that	cst
students	student	nn2
make	make	vv0
about	about	ii_rp@
covariations	covariation	nn2
in	in	ii
various	various	jj
teaching	teaching	nn1
behaviors	behavior	nn2
.	.	y
If	if	cs
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
Y	y	zz1
are	be	vbr
positively	positively	rr
correlated	correlate	vvn_vvd
,	,	y
that	that	dd1
student	student	nn1
will	will	nn1@_vm
rate	rate	nn1_vv0%
an	a	at1
instructor	instructor	nn1
high	high	jj_rr@_nn1%
on	on	ii
behavior	behavior	nn1
Y	y	zz1
after	after	ii
having	have	vhg
observed	observe	vvn
only	only	jj
behavior	behavior	nn1
X.	x	np1
Students	student	nn2
are	be	vbr
thought	think	vvn
to	to	to
systematically	systematically	rr
apply	apply	vvi
their	their	appge
idiosyncratic	idiosyncratic	jj
theories	theory	nn2
across	across	ii
various	various	jj
evaluation	evaluation	nn1
situations	situation	nn2
(	(	y
Larson	larson	np1
,	,	y
1979	1979	mc
)	)	y
.	.	y
That	that	rex21
is	is	rex22
,	,	y
students	student	nn2
'	'	ge
implicit	implicit	jj
theories	theory	nn2
are	be	vbr
hypothesized	hypothesize	vvn@
to	to	to
remain	remain	vvi
constant	constant	jj_nn1@
over	over	ii
time	time	nnt1
and	and	cc
to	to	to
systematically	systematically	rr
influence	influence	vvi
instructor	instructor	nn1
or	or	cc
course	course	nn1
evaluations	evaluation	nn2
.	.	y
Unanswered	unanswered	jj
questions	question	nn2
remain	remain	vv0
,	,	y
however	however	rr
,	,	y
regarding	regard	vvg_ii
(	(	y
a	a	zz1
)	)	y
whether	whether	csw
students	student	nn2
actually	actually	rr
apply	apply	vv0
their	their	appge
implicit	implicit	jj
theories	theory	nn2
consistently	consistently	rr
and	and	cc
(	(	y
b	b	zz1
)	)	y
whether	whether	csw
students	student	nn2
can	can	vm
accurately	accurately	rr
articulate	articulate	vvi
their	their	appge
implicit	implicit	jj
theories	theory	nn2
.	.	y
In	in	ii
a	a	at1
broader	broad	jjr
sense	sense	nn1
,	,	y
the	the	at
question	question	nn1
becomes	become	vvz
one	one	mc1
of	of	io
whether	whether	csw
students	student	nn2
have	have	vh0
accurate	accurate	jj
insight	insight	nn1
into	into	ii
the	the	at
factors	factor	nn2
that	that	cst
influence	influence	vv0
their	their	appge
judgments	judgment	nn2
of	of	io
teaching	teaching	nn1_vvg
effectiveness	effectiveness	nn1
.	.	y
<p>	<p>	y
In	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
,	,	y
we	we	ppis2
examined	examine	vvd
whether	whether	csw
student	student	nn1
judgments	judgment	nn2
of	of	io
teaching	teaching	nn1_vvg
effectiveness	effectiveness	nn1
,	,	y
based	base	vvn
on	on	ii
the	the	at
presence	presence	nn1
or	or	cc
absence	absence	nn1
of	of	io
certain	certain	jj
course	course	nn1
