##1007451		
Historical	historical	jj
I	i	ppis1
was	be	vbdz
24	24	mc
and	and	cc
contemplating	contemplate	vvg
a	a	at1
move	move	nn1
from	from	ii
Seattle	seattle	np1
to	to	ii
Boston	boston	np1
to	to	to@_ii
work	work	vvi_nn1
in	in	ii_rp@
a	a	at1
publishing	publishing	nn1
house	house	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
fell	fall	vvd
in	in	ii_rp@
love	love	nn1
with	with	iw
a	a	at1
man	man	nn1
in	in	ii
our	our	appge
town	town	nn1
who	who	pnqs
was	be	vbdz
married	married	jj_vvn%
with	with	iw
three	three	mc
children	child	nn2
.	.	y
I	i	ppis1
had	have	vhd
known	know	vvn
him	him	ppho1
all	all	db
my	my	appge
life	life	nn1
,	,	y
and	and	cc
I	i	ppis1
fell	fall	vvd
in	in	ii_rp@
love	love	nn1
with	with	iw
a	a	at1
violence	violence	nn1
that	that	cst
quite	quite	rr@_rg
terrified	terrify	vvn_jj_vvd@
me	me	ppio1
.	.	y
We	we	ppis2
had	have	vhd
an	a	at1
affair	affair	nn1
,	,	y
all	all	rr@_db
one	one	mc1
summer	summer	nnt1
;	;	y
I	i	ppis1
shall	shall	vm
never	never	rr
forget	forget	vvi
it	it	pph1
.	.	y
And	and	cc
then	then	rt
,	,	y
suddenly	suddenly	rr
,	,	y
he	he	pphs1
told	tell	vvd
me	me	ppio1
it	it	pph1
was	be	vbdz
impossible	impossible	jj
,	,	y
it	it	pph1
was	be	vbdz
over	over	rp
,	,	y
he	he	pphs1
was	be	vbdz
leaving	leave	vvg
.	.	y
He	he	pphs1
collected	collect	vvd
his	his	appge
wife	wife	nn1
and	and	cc
children	child	nn2
and	and	cc
took	take	vvd
off	off	rp
to	to	ii
North	north	nd1
Carolina	carolina	np1
,	,	y
where	where	cs_rrq
he	he	pphs1
vanished	vanish	vvd
,	,	y
like	like	ii
a	a	at1
stone	stone	nn1
thrown	throw	vvn
into	into	ii
a	a	at1
pool	pool	nn1
.	.	y
I	i	ppis1
still	still	rr
can	can	vm
not	not	xx
look	look	vvi
at	at	ii
weather	weather	nn1
maps	map	nn2
on	on	ii
television	television	nn1
with	with	iw
any	any	dd
equanimity	equanimity	nn1
when	when	cs_rrq
the	the	at
forecaster	forecaster	nn1
's	's	ge
hand	hand	nn1
sweeps	sweep	vvz
over	over	ii_rp
the	the	at
southeastern	southeastern	jj
states	state	nn2
.	.	y
<p>	<p>	y
After	after	cs_ii
the	the	at
death	death	nn1
of	of	io
that	that	dd1
dream	dream	nn1
,	,	y
I	i	ppis1
moved	move	vvd
from	from	ii
my	my	appge
own	own	da
apartment	apartment	nn1
back	back	nn1_rp
in	in	rp@_ii
with	with	iw
my	my	appge
mother	mother	nn1
,	,	y
above	above	ii
the	the	at
store	store	nn1
.	.	y
She	she	pphs1
redecorated	redecorate	vvd
my	my	appge
old	old	jj
bedroom	bedroom	nn1
and	and	cc
gave	give	vvd
me	me	ppio1
customers	customer	nn2
to	to	to
look	look	vvi
after	after	ii
and	and	cc
shelves	shelf	nn2
to	to	to
dust	dust	vvi
and	and	cc
arrange	arrange	vvi
.	.	y
My	my	appge
father	father	nn1
,	,	y
by	by	ii
then	then	rt
,	,	y
was	be	vbdz
living	live	vvg
in	in	ii_rp@
a	a	at1
condo	condo	nn1
in	in	ii
Seattle	seattle	np1
.	.	y
My	my	appge
mother	mother	nn1
had	have	vhd
settled	settle	vvn
him	him	ppho1
there	there	rl
,	,	y
along	along	ii21
with	with	ii22
his	his	appge
typewriter	typewriter	nn1
and	and	cc
his	his	appge
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
one	one	mc1
day	day	nnt1
becoming	become	vvg
a	a	at1
renowned	renowned	jj
novelist	novelist	nn1
,	,	y
a	a	at1
chronicler	chronicler	nn1
of	of	io
his	his	appge
time	time	nnt1
and	and	cc
the	the	at
Pacific	pacific	np1
Northwest	northwest	nd1
.	.	y
It	it	pph1
was	be	vbdz
those	those	dd2
declarations	declaration	nn2
that	that	cst
had	have	vhd
once	once	rr
made	make	vvn
my	my	appge
mother	mother	nn1
fall	fall	nn1_vv0
in	in	ii
love	love	nn1
with	with	iw
him	him	ppho1
.	.	y
And	and	cc
,	,	y
I	i	ppis1
believe	believe	vv0
,	,	y
it	it	pph1
was	be	vbdz
those	those	dd2
same	same	da
declarations	declaration	nn2
,	,	y
after	after	ii_cs
20	20	mc
years	year	nnt2
of	of	io
talk	talk	nn1
,	,	y
drink	drink	vv0_nn1
,	,	y
and	and	cc
unfinished	unfinished	jj
manuscripts	manuscript	nn2
,	,	y
that	that	dd1_cst
finally	finally	rr
set	set	vvd_vv0_vvn
her	her	appge
teeth	tooth	nn2
on	on	ii
edge	edge	nn1
.	.	y
My	my	appge
mother	mother	nn1
had	have	vhd
been	be	vbn
determined	determine	vvn
to	to	to
make	make	vvi
a	a	at1
bookstore	bookstore	nn1
unlike	unlike	ii@
any	any	dd
bookstore	bookstore	nn1_vv0
she	she	pphs1
had	have	vhd
known	know	vvn
in	in	ii
her	her	appge
English	english	jj_nn1
childhood	childhood	nn1
.	.	y
They	they	pphs2
were	be	vbdr
stiff	stiff	jj_rr@
,	,	y
hushed	hush	vvd_jj@
places	place	nn2
,	,	y
she	she	pphs1
said	say	vvd
,	,	y
where	where	cs_rrq
one	one	pn1
whispered	whisper	vvd
as	as	cs21
if	if	cs22
in	in	ii
church	church	nn1
and	and	cc
was	be	vbdz
not	not	xx
allowed	allow	vvn
to	to	to
touch	touch	vvi
books	book	nn2
without	without	iw
specific	specific	jj
intention	intention	nn1
of	of	io
purchase	purchase	nn1
.	.	y
My	my	appge
mother	mother	nn1
's	's	ge
bookstore	bookstore	nn1
was	be	vbdz
in	in	ii
a	a	at1
converted	converted	jj@
dance	dance	nn1
studio-tangos	studio-tangos	nn2
were	be	vbdr
once	once	rr
taught	teach	vvn_vvd
there-and	there	cc
she	she	pphs1
divided	divide	vvd
the	the	at
space	space	nn1
with	with	iw
shelves	shelf	nn2
to	to	to
create	create	vvi
a	a	at1
series	series	nn
of	of	io
little	little	jj
rooms	room	nn2
,	,	y
where	where	cs_rrq
she	she	pphs1
placed	place	vvd@
armchairs	armchair	nn2
and	and	cc
reading	read	vvg_nn1
lamps	lamp	nn2
about	about	rp@_ii
,	,	y
even	even	rr
making	make	vvg
a	a	at1
play	play	nn1
area	area	nn1
for	for	if
children	child	nn2
,	,	y
with	with	iw
toys	toy	nn2
on	on	ii
a	a	at1
rug	rug	nn1
and	and	cc
a	a	at1
rocking	rocking	jj@
horse	horse	nn1
.	.	y
She	she	pphs1
made	make	vvd
friends	friend	nn2
with	with	iw
her	her	appge
customers	customer	nn2
,	,	y
and	and	cc
they	they	pphs2
brought	bring	vvd
photos	photo	nn2
to	to	to
show	show	vvi
her	her	ppho1
and	and	cc
batches	batch	nn2
of	of	io
cookies	cookie	nn2
and	and	cc
problems	problem	nn2
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
her	her	appge
customers	customer	nn2
.	.	y
At	at	ii
Halloween	halloween	nnt1
,	,	y
my	my	appge
mother	mother	nn1
would	would	vm
fill	fill	vvi
the	the	at
store	store	nn1
window	window	nn1
with	with	iw
pumpkins	pumpkin	nn2
and	and	cc
witches	witch	nn2
"	"	y
hats	hat	nn2
.	.	y
At	at	ii
New	new	jj
Year	year	nnt1
's	's	ge_vbz
,	,	y
she	she	pphs1
dressed	dress	vvd@
it	it	pph1
up	up	rp
for	for	if
Scottish	scottish	jj
Hogmanay	hogmanay	nnt1
,	,	y
with	with	iw
antlers	antler	nn2
and	and	cc
tartan	tartan	jj
ribbons	ribbon	nn2
.	.	y
None	none	pn
of	of	io
that	that	dd1%
I	i	ppis1
minded	mind	vvd
;	;	y
indeed	indeed	rr
,	,	y
I	i	ppis1
applauded	applaud	vvd
her	her	appge
enterprise	enterprise	nn1
.	.	y
But	but	ccb
at	at	ii
Easter	easter	nnt1
and	and	cc
Christmas	christmas	nnt1
,	,	y
I	i	ppis1
cringed	cringe	vvd
.	.	y
I	i	ppis1
pleaded	plead	vvd
with	with	iw
her	her	ppho1
every	every	at1
year	year	nnt1
not	not	xx
to	to	to
give	give	vvi
way	way	nn1
to	to	ii
cheap	cheap	jj
sentiment	sentiment	nn1
,	,	y
to	to	ii
superstition	superstition	nn1
,	,	y
but	but	ccb
she	she	pphs1
took	take	vvd
no	no	at
notice	notice	nn1
;	;	y
she	she	pphs1
went	go	vvd
ahead	ahead	rl
.	.	y
Year	year	nnt1
after	after	ii_cs
year	year	nnt1
,	,	y
twice	twice	rr
a	a	at1
year	year	nnt1
,	,	y
I	i	ppis1
had	have	vhd
to	to	to
endure	endure	vvi
the	the	at
spectacle	spectacle	nn1
of	of	io
a	a	at1
pastel	pastel	jj_nn1
garden	garden	nn1
at	at	ii
Easter	easter	nnt1
and	and	cc
a	a	at1
tacky	tacky	jj
manger	manger	nn1
at	at	ii
Christmas	christmas	nnt1
.	.	y
My	my	appge
mother	mother	nn1
made	make	vvd_vvn
the	the	at
garden	garden	nn1
with	with	iw
mosses	moss	nn2
and	and	cc
spring	spring	nn1
flowers	flower	nn2
and	and	cc
included	include	vvd_vvn
a	a	at1
cave	cave	nn1
built	build	vvn_vvd
with	with	iw
stones	stone	nn2
that	that	cst
she	she	pphs1
collected	collect	vvd
on	on	ii
Sunday	sunday	npd1_np1@
walks	walk	nn2_vvz
in	in	ii
the	the	at
woods	wood	nn2
.	.	y
The	the	at
manger	manger	nn1
she	she	pphs1
'd	have	vhd
bought	buy	vvn
on	on	ii
her	her	appge
honeymoon	honeymoon	nn1
in	in	ii
southern	southern	jj
France	france	np1
,	,	y
in	in	ii
Provence	provence	np1
.	.	y
It	it	pph1
was	be	vbdz
made	make	vvn
of	of	io
clay	clay	nn1
,	,	y
easily	easily	rr
chipped	chip	vvn_jj_vvd
and	and	cc
crudely	crudely	rr
painted	paint	vvn
.	.	y
She	she	pphs1
set	set	vvd
it	it	pph1
up	up	rp
between	between	ii
two	two	mc
candles	candle	nn2
,	,	y
in	in	ii
a	a	at1
bed	bed	nn1
of	of	io
holly	holly	nn1
,	,	y
and	and	cc
it	it	pph1
caused	cause	vvd
me	me	ppio1
acute	acute	jj
mortification	mortification	nn1
.	.	y
When	when	cs_rrq
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
I	i	ppis1
could	could	vm
either	either	rr
allow	allow	vvi
the	the	at
store	store	nn1
to	to	to
remain	remain	vvi
exactly	exactly	rr
the	the	at
same	same	da
,	,	y
a	a	at1
shrine	shrine	nn1
to	to	ii
her	her	appge
memory	memory	nn1
,	,	y
or	or	cc
make	make	vv0
some	some	dd
changes	change	nn2
.	.	y
I	i	ppis1
decided	decide	vvd
on	on	ii
the	the	at
latter	latter	da
.	.	y
I	i	ppis1
am	be	vbm
a	a	at1
better	better	jjr
businesswoman	businesswoman	nn1
than	than	csn
my	my	appge
mother	mother	nn1
was	be	vbdz
,	,	y
and	and	cc
although	although	cs
I	i	ppis1
have	have	vh0
inherited	inherit	vvn
her	her	appge
love	love	nn1
of	of	io
literature	literature	nn1
,	,	y
I	i	ppis1
am	be	vbm
neither	neither	rr
alarmed	alarm	vvn
by	by	ii
technology	technology	nn1
nor	nor	cc
opposed	oppose	vvn_vvd
to	to	ii
stocking	stock	vvg_nn1
business	business	nn1
and	and	cc
computer	computer	nn1
books	book	nn2
,	,	y
as	as	csa
she	she	pphs1
was	be	vbdz
.	.	y
I	i	ppis1
cleaned	clean	vvd
up	up	rp
the	the	at
store	store	nn1
a	a	at1
little-I	little-i	rr_jj
took	take	vvd
away	away	rl
most	most	dat
of	of	io
the	the	at
armchairs	armchair	nn2
because	because	cs
too	too	rg
many	many	da2
people	people	nn
had	have	vhd
become	become	vvn@
accustomed	accustomed	jj_vvn@
to	to	ii
lunching	lunch	vvg
in	in	ii
them	them	ppho2
,	,	y
and	and	cc
I	i	ppis1
did	do	vdd
not	not	xx
want	want	vvi
my	my	appge
stock	stock	nn1
smeared	smear	vvn_vvd
with	with	iw
tuna	tuna	nn
and	and	cc
mayonnaise-and	mayonnaise	cc
I	i	ppis1
organized	organize	vvd
book	book	nn1
events	event	nn2
to	to	to
celebrate	celebrate	vvi
a	a	at1
prize-winning	prize-winning	jj
novel	novel	nn1_jj
or	or	cc
a	a	at1
major	major	jj
biography	biography	nn1
or	or	cc
a	a	at1
breakthrough	breakthrough	nn1
cookbook	cookbook	nn1
.	.	y
I	i	ppis1
held	hold	vvd
seminars	seminar	nn2
at	at	ii
lunchtime	lunchtime	nnt1
and	and	cc
poetry	poetry	nn1
readings	reading	nn2
at	at	ii
night	night	nnt1
.	.	y
I	i	ppis1
started	start	vvd
a	a	at1
gift-wrapping	gift-wrapping	jj_nn1
service	service	nn1
and	and	cc
opened	open	vvd_vvn
discount	discount	nn1
accounts	account	vvz
for	for	if
local	local	jj
schools	school	nn2
and	and	cc
companies	company	nn2
.	.	y
A	a	at1
few	few	da2
of	of	io
my	my	appge
mother	mother	nn1
's	's	ge
customers	customer	nn2
told	tell	vvd_vvn
me	me	ppio1
the	the	at
store	store	nn1
had	have	vhd
lost	lose	vvn
its	its	z'
heart	heart	nn1
.	.	y
I	i	ppis1
refrained	refrain	vvd
from	from	ii
telling	tell	vvg
them	them	ppho2
that	that	cst
it	it	pph1
was	be	vbdz
no	no	rr21
longer	long	rr22
losing	lose	vvg_jj@
money	money	nn1
.	.	y
It	it	pph1
may	may	vm
not	not	xx
have	have	vhi
been	be	vbn
as	as	rg
full	full	jj
as	as	csa
it	it	pph1
was	be	vbdz
when	when	rrq_cs
my	my	appge
mother	mother	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
atmosphere-but	atmosphere	ccb
I	i	ppis1
had	have	vhd
three	three	mc
times	time	nnt2
the	the	at
number	number	nn1
of	of	io
accounts	account	nn2
.	.	y
I	i	ppis1
had	have	vhd
to	to	to
hire	hire	vvi
a	a	at1
teenager	teenager	nn1
to	to	to
help	help	vvi
with	with	iw
the	the	at
packing	packing	nn1
and	and	cc
shipping	shipping	nn1_vvg
.	.	y
At	at	ii
night	night	nnt1
,	,	y
when	when	rrq
I	i	ppis1
finally	finally	rr
closed	close	vvd_vvn
the	the	at
store	store	nn1
and	and	cc
set	set	vv0_vvd
the	the	at
new	new	jj
security	security	nn1
alarm	alarm	nn1_vv0
,	,	y
I	i	ppis1
would	would	vm
go	go	vvi
up	up	ii21
to	to	ii22
the	the	at
apartment	apartment	nn1
and	and	cc
drink	drink	vv0
a	a	at1
single	single	jj
glass	glass	nn1
of	of	io
wine-Merlot	wine-merlot	np1_nn1_jj
,	,	y
usually-make	usually-make	jj
myself	myself	ppx1
something	something	pn1
to	to	to
eat	eat	vvi
,	,	y
then	then	rt
settle	settle	vv0
down	down	rp
with	with	iw
a	a	at1
mug	mug	nn1
of	of	io
coffee	coffee	nn1
to	to	to
go	go	vvi
through	through	ii_rp@
my	my	appge
mother	mother	nn1
's	's	ge
papers	paper	nn2
.	.	y
It	it	pph1
was	be	vbdz
an	a	at1
indulgence	indulgence	nn1
,	,	y
a	a	at1
nightly	nightly	jj_rr
fix	fix	nn1_vv0
as	as	rg
cherished	cherished	jj
as	as	csa
the	the	at
Merlot	merlot	nn1_np1
.	.	y
It	it	pph1
took	take	vvd
me	me	ppio1
almost	almost	rr
a	a	at1
year	year	nnt1
and	and	cc
a	a	at1
half	half	nn1@_rr@_db
to	to	to
sort	sort	vvi
through	through	ii_rp@
everything	everything	pn1
my	my	appge
mother	mother	nn1
had	have	vhd
left-diaries	left-diaries	nn2
,	,	y
letters	letter	nn2
,	,	y
photos	photo	nn2
,	,	y
playbills	playbill	nn2
,	,	y
clippings	clipping	nn2
,	,	y
reviews	review	nn2_vvz
,	,	y
and	and	cc
notes	note	nn2
and	and	cc
quotations	quotation	nn2
scribbled	scribble	vvn_vvd
on	on	ii
the	the	at
backs	back	nn2
of	of	io
envelopes	envelope	nn2
.	.	y
"	"	y
I	i	ppis1
ca	can	vm
n't	n't	xx
tell	tell	vvi
you	you	ppy
everything	everything	pn1
that	that	cst
's	be	vhz
happened	happen	vvn
to	to	ii@
me	me	ppio1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
before	before	cs
she	she	pphs1
died	die	vvd
.	.	y
"	"	y
I	i	ppis1
've	have	vh0
forgotten	forget	vvn
half	half	db
of	of	io
it	it	pph1
.	.	y
But	but	ccb
you	you	ppy
will	will	vm
find	find	vvi
everything	everything	pn1
you	you	ppy
want	want	vv0
to	to	to
know	know	vvi
.	.	y
It	it	pph1
's	be	vbz
all	all	db_rr@
there	there	rl
.	.	y
"	"	y
I	i	ppis1
am	be	vbm
a	a	at1
methodical	methodical	jj
person	person	nn1
,	,	y
and	and	cc
I	i	ppis1
discarded	discard	vvd
nothing	nothing	pn1
before	before	ii
studying	study	vvg
it	it	pph1
.	.	y
I	i	ppis1
read	read	vv0_vvd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
labeled	labeled	jj@
boxes	box	nn2
.	.	y
I	i	ppis1
put	put	vv0_vvd
pictures	picture	nn2
into	into	ii
chronological	chronological	jj
order	order	nn1
and	and	cc
slid	slide	vvd
them	them	ppho2
into	into	ii
albums	album	nn2
.	.	y
I	i	ppis1
made	make	vvd
a	a	at1
history	history	nn1
of	of	io
the	the	at
founding	founding	nn1@
of	of	io
the	the	at
bookstore	bookstore	nn1
in	in	ii
a	a	at1
green	green	jj
file	file	nn1
folder	folder	nn1
.	.	y
I	i	ppis1
hoped	hope	vvd
it	it	pph1
would	would	vm
be	be	vbi
therapy	therapy	nn1
for	for	if
me	me	ppio1
,	,	y
but	but	ccb
it	it	pph1
was	be	vbdz
the	the	at
reverse	reverse	nn1_jj
.	.	y
Every	every	at1
night	night	nnt1
,	,	y
I	i	ppis1
longed	long	vvd
to	to	to
find	find	vvi
something	something	pn1
that	that	cst
would	would	vm
reconcile	reconcile	vvi
me	me	ppio1
to	to	ii
my	my	appge
mother	mother	nn1
's	's	ge
passing	passing	nn1_jj_vvg
,	,	y
and	and	cc
every	every	at1
night	night	nnt1
,	,	y
she	she	pphs1
rose	rise	vvd
before	before	ii
me	me	ppio1
,	,	y
more	more	rgr
vivid	vivid	jj
than	than	csn
ever	ever	rr
,	,	y
and	and	cc
I	i	ppis1
missed	miss	vvd
her	her	ppho1
deeply	deeply	rr
.	.	y
I	i	ppis1
even	even	rr_vv0%
feltunjustly	feltunjustly	rr
,	,	y
I	i	zz1%_mc1%
knew-that	knew	cst
she	she	pphs1
,	,	y
with	with	iw
her	her	appge_ppho1
English	english	jj_nn1
heritage	heritage	nn1
,	,	y
had	have	vhd
left	leave	vvn
me	me	ppio1
stranded	strand	vvd@_jj
here	here	rl
,	,	y
alone	alone	rr_jj
in	in	ii
a	a	at1
country	country	nn1
which	which	ddq
was	be	vbdz
my	my	appge
birthplace	birthplace	nn1
but	but	ccb
to	to	ii
which	which	ddq
,	,	y
because	because	ii21
of	of	ii22
her	her	ppho1
,	,	y
I	i	ppis1
could	could	vm
never	never	rr
quite	quite	rr@
belong	belong	vvi
.	.	y
I	i	ppis1
also	also	rr
felt	feel	vvd
estranged	estranged	jj
from	from	ii
her	her	appge
Catholic	catholic	jj_nn1
upbringing	upbringing	nn1
.	.	y
There	there	ex
were	be	vbdr
several	several	da2
rosaries	rosary	nn2
in	in	ii
her	her	appge
drawers	drawer	nn2
and	and	cc
a	a	at1
couple	couple	nn1
of	of	io
prayer	prayer	nn1
books	book	nn2
,	,	y
and	and	cc
above	above	ii
her	her	appge
bed	bed	nn1
had	have	vhd
always	always	rr
hung	hang	vvn
a	a	at1
painting	painting	nn1
of	of	io
a	a	at1
Madonna	madonna	np1
and	and	cc
child	child	nn1
.	.	y
I	i	ppis1
left	leave	vvd
all	all	db
these	these	dd2
things	thing	nn2
where	where	rrq_cs
I	i	ppis1
found	find	vvd
them	them	ppho2
,	,	y
but	but	ccb
I	i	ppis1
would	would	vm
have	have	vhi
preferred	prefer	vvn
them	them	ppho2
out	out	ii21
of	of	ii22
the	the	at
way	way	nn1
.	.	y
Just	just	rr
as	as	csa
I	i	ppis1
would	would	vm
have	have	vhi
preferred	prefer	vvn
my	my	appge
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
scarcely	scarcely	rr
in	in	ii
my	my	appge
lifetime	lifetime	nnt1
even	even	rr
entered	enter	vvn_vvd
a	a	at1
church-not	church-not	xx
to	to	to
have	have	vhi
clung	cling	vvn
so	so	rg
blindly	blindly	rr
to	to	ii
these	these	dd2
leftover	leftover	jj
trappings	trappings	nn2
of	of	io
a	a	at1
child	child	nn1
's	's	ge
past	past	nn1_rl_jj
.	.	y
It	it	pph1
sometimes	sometimes	rt
seemed	seem	vvd
to	to	ii
me	me	ppio1
like	like	ii
a	a	at1
dreadful	dreadful	jj
falseness	falseness	nn1
in	in	ii
a	a	at1
person	person	nn1
otherwise	otherwise	rr
so	so	rg
transparently	transparently	rr
honest	honest	jj
.	.	y
But	but	ccb
we	we	ppis2
did	do	vdd
n't	n't	xx
talk	talk	vvi
about	about	ii
it	it	pph1
.	.	y
It	it	pph1
was	be	vbdz
the	the	at
only	only	jj
thing	thing	nn1
we	we	ppis2
did	do	vdd
n't	n't	xx
talk	talk	vvi
about	about	ii
.	.	y
She	she	pphs1
said	say	vvd
that	that	cst
there	there	ex
was	be	vbdz
no	no	at
point	point	nn1
;	;	y
she	she	pphs1
could	could	vm
see	see	vvi
my	my	appge
mind	mind	nn1
was	be	vbdz
made	make	vvn
up	up	rp
.	.	y
Early	early	rr_jj
in	in	ii
December	december	npm1
we	we	ppis2
had	have	vhd
some	some	dd
terrible	terrible	jj
rains	rain	nn2@
.	.	y
It	it	pph1
was	be	vbdz
n't	n't	xx
cold	cold	jj_rr%
,	,	y
but	but	ccb
it	it	pph1
was	be	vbdz
wild	wild	jj_rr@
,	,	y
wet	wet	jj_vvd@_vv0@
,	,	y
and	and	cc
windy	windy	jj
,	,	y
and	and	cc
the	the	at
weather	weather	nn1
kept	keep	vvd_vvn
customers	customer	nn2
away	away	rl
.	.	y
A	a	at1
businessman	businessman	nn1
whom	whom	pnqo
I	i	ppis1
supplied	supply	vvd
with	with	iw
computer	computer	nn1
books	book	nn2
said	say	vvd
that	that	cst
I	i	ppis1
should	should	vm
consider	consider	vvi
relocating	relocate	vvg
to	to	ii
the	the	at
new	new	jj
shopping	shopping	nn1
mall	mall	nn1
outside	outside	ii21
of	of	ii22
town	town	nn1
.	.	y
I	i	ppis1
told	tell	vvd
him	him	ppho1
I	i	ppis1
would	would	vm
then	then	rt
suffer	suffer	vvi
from	from	ii
the	the	at
proximity	proximity	nn1
of	of	io
a	a	at1
big	big	jj
chain	chain	nn1
bookstore	bookstore	vv0_nn1
that	that	cst_dd1
offered	offer	vvd
immense	immense	jj
discounts	discount	nn2
,	,	y
and	and	cc
he	he	pphs1
gave	give	vvd
me	me	ppio1
a	a	at1
considering	considering	rr@
look	look	vv0_nn1
.	.	y
I	i	ppis1
could	could	vm
see	see	vvi
he	he	pphs1
knew	know	vvd
about	about	ii
the	the	at
immense	immense	jj
discounts	discount	nn2
already	already	rr
and	and	cc
was	be	vbdz
turning	turn	vvg
over	over	rp
his	his	appge
loyalty	loyalty	nn1
to	to	ii
me	me	ppio1
in	in	ii
his	his	appge
mind	mind	nn1
.	.	y
When	when	cs_rrq
he	he	pphs1
had	have	vhd
gone	go	vvn
,	,	y
I	i	ppis1
closed	close	vvd
the	the	at
store	store	nn1
early	early	rr_jj
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
yet	yet	rr
for	for	if
my	my	appge
glass	glass	nn1
of	of	io
wine	wine	nn1
,	,	y
so	so	rg_rr
instead	instead	rr
I	i	ppis1
followed	follow	vvd
my	my	appge
mother	mother	nn1
's	's	ge
lifelong	lifelong	jj
habit	habit	nn1
and	and	cc
made	make	vvd_vvn
a	a	at1
pot	pot	nn1
of	of	io
tea	tea	nn1
.	.	y
I	i	ppis1
took	take	vvd
this	this	dd1
with	with	iw
me	me	ppio1
into	into	ii
my	my	appge
living	living	nn1
room	room	nn1
,	,	y
put	put	vvn_vvd_vv0
on	on	ii
the	the	at
lamps	lamp	nn2
,	,	y
and	and	cc
pulled	pull	vvn
the	the	at
drapes	drape	nn2
against	against	ii
the	the	at
wet	wet	jj
black	black	jj
evening	evening	nnt1
.	.	y
Only	only	rr
one	one	mc1
drawer	drawer	nn1
of	of	io
my	my	appge
mother	mother	nn1
's	's	ge
papers	paper	nn2
remained	remain	vvd_vvn
,	,	y
and	and	cc
I	i	ppis1
was	be	vbdz
dreading	dread	vvg
the	the	at
task	task	nn1
of	of	io
sorting	sort	vvg
it	it	pph1
.	.	y
The	the	at
drawer	drawer	nn1
lay	lay	vvd
on	on	ii
the	the	at
rug	rug	nn1
in	in	ii31
front	front	ii32
of	of	ii33
the	the	at
sofa	sofa	nn1
.	.	y
I	i	ppis1
knelt	kneel	vvd
down	down	rp
and	and	cc
lifted	lift	vvd_vvn
out	out	rp
a	a	at1
heap	heap	nn1
of	of	io
assorted	assorted	jj
envelopes	envelope	nn2
.	.	y
One	one	mc1
of	of	io
them	them	ppho2
was	be	vbdz
large	large	jj
and	and	cc
bulky	bulky	jj
.	.	y
It	it	pph1
had	have	vhd
come	come	vvn@
from	from	ii
a	a	at1
bookstore	bookstore	nn1
in	in	ii
Piccadilly	piccadilly	np1
,	,	y
London	london	np1
,	,	y
and	and	cc
had	have	vhd
probably	probably	rr
contained	contain	vvn
a	a	at1
catalog	catalog	nn1
.	.	y
Now	now	rt
it	it	pph1
had	have	vhd
a	a	at1
white	white	jj
label	label	nn1
stuck	stick	vvn_vvd
to	to	ii
it	it	pph1
,	,	y
not	not	xx
quite	quite	rg
straight	straight	rr_jj
,	,	y
on	on	ii
which	which	ddq
my	my	appge
mother	mother	nn1
had	have	vhd
written	write	vvn
in	in	ii
her	her	appge
bold	bold	jj
hand	hand	nn1
:	:	y
About	about	ii
my	my	appge
father	father	nn1
.	.	y
I	i	mc1@_zz1@_ppis1
untucked	untucked	jj
the	the	at
flap	flap	nn1
and	and	cc
held	hold	vvd
it	it	pph1
open	open	rr@_vv0_jj
over	over	ii_rp
the	the	at
rug	rug	nn1
.	.	y
A	a	at1
shower	shower	nn1
of	of	io
papers	paper	nn2
fell	fall	vvd
out	out	rp
,	,	y
newspaper	newspaper	nn1
clippings	clipping	nn2
mostly	mostly	rr
,	,	y
and	and	cc
a	a	at1
memo	memo	nn1
,	,	y
badly	badly	rr
typed	type	vvn_vvd
on	on	ii
sheets	sheet	nn2
of	of	io
thin	thin	jj
white	white	jj
paper	paper	nn1
,	,	y
held	hold	vvd_vvn
together	together	rl
with	with	iw
a	a	at1
rusty	rusty	jj
clip	clip	nn1
.	.	y
I	i	ppis1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
English	english	jj_nn1
newspapers	newspaper	nn2
,	,	y
some	some	dd
local	local	jj
,	,	y
some	some	dd
national	national	jj
,	,	y
and	and	cc
there	there	ex
were	be	vbdr
disturbing	disturbing	jj
headlines	headline	nn2
:	:	y
"	"	y
Theatre	theater	nn1
Manager	manager	nn1
's	's	ge
Theft	theft	nn1
"	"	y
;	;	y
"	"	y
Manager	manager	nn1
Defrauds	defrauds	vvz@_np2
Theatre	theater	nn1
"	"	y
;	;	y
"	"	y
