##4021957		
Present	present	jj_nn1
Howard	howard	np1
nodded	nod	vvd
and	and	cc
she	she	pphs1
slipped	slip	vvd
into	into	ii
the	the	at
hallway	hallway	nn1
by	by	ii
the	the	at
restrooms	restroom	nn2
.	.	y
"	"	y
Where	where	rrq
did	do	vdd
you	you	ppy
see	see	vvi
my	my	appge
dad	dad	nn1
?	?	y
At	at	ii
the	the	at
club	club	nn1
?	?	y
My	my	appge
father	father	nn1
gave	give	vvd
you	you	ppy
my	my	appge
number	number	nn1
in	in	ii
the	the	at
men	man	nn2
's	's	ge
locker	locker	nn1
room	room	nn1
at	at	ii
the	the	at
country	country	nn1
club	club	nn1
?	?	y
He	he	pphs1
said	say	vvd
what	what	ddq
?	?	y
No	no	xx
!	!	y
No	no	xx
,	,	y
I	i	ppis1
am	be	vbm
not	not	xx
interested	interested	jj
in	in	ii
going	go	vvg
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
I	i	ppis1
'm	be	vbm
sure	sure	jj
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
care	care	vvi
what	what	ddq
my	my	appge
father	father	nn1
said	say	vvd
.	.	y
That	that	dd1
's	be	vbz
right	right	jj
.	.	y
I	i	ppis1
'm	be	vbm
not	not	xx
interested	interested	jj
.	.	y
What	what	ddq
's	be	vbz
that	that	dd1
?	?	y
No	no	xx
!	!	y
No	no	xx
,	,	y
I	i	ppis1
do	do	vd0
n't	n't	xx
have	have	vhi
any	any	dd
property	property	nn1
to	to	to
list	list	vvi
!	!	y
Good-bye	goodbye	uh
!	!	y
"	"	y
//	//	zz
Debra	debra	np1
snapped	snap	vvd
the	the	at
phone	phone	nn1
shut	shut	vvd_vvn
.	.	y
"	"	y
I	i	ppis1
do	do	vd0
not	not	xx
believe	believe	vvi
this	this	dd1
!	!	y
"	"	y
She	she	pphs1
took	take	vvd
a	a	at1
shaky	shaky	jj
breath	breath	nn1
.	.	y
//	//	zz
It	it	pph1
was	be	vbdz
bad	bad	jj_rr%
enough	enough	rr
her	her	appge
mother	mother	nn1
had	have	vhd
had	have	vhn
business	business	nn1
cards	card	nn2
made	make	vvd_vvn
up	up	rp
for	for	if
Debra	debra	np1
and	and	cc
handed	hand	vvd
them	them	ppho2
out	out	rp
like	like	ii
missing-person	missing-person	jj_nn1
flyers	flyer	nn2
;	;	y
having	have	vhg
her	her	appge
father	father	nn1
finagle	finagle	nn1
dates	date	vvz_nn2
for	for	if
her	her	ppho1
in	in	ii
the	the	at
locker	locker	nn1
room	room	nn1
at	at	ii
the	the	at
club	club	nn1
over	over	ii
stinky	stinky	jj
sweat	sweat	nn1
socks	sock	nn2
,	,	y
wet	wet	jj
towels	towel	nn2
,	,	y
soiled	soil	vvd_jj@
jockey	jockey	nn1
shorts	shorts	nn2
,	,	y
and	and	cc
dirty	dirty	jj
nut	nut	nn1
cups	cup	nn2_vvz
was	be	vbdz
the	the	at
limit	limit	nn1
.	.	y
The	the	at
absolute	absolute	jj
limit	limit	nn1
.	.	y
Her	her	appge
dad	dad	nn1
,	,	y
her	her	appge
supportive	supportive	jj
,	,	y
"	"	y
shop	shop	vv0@_nn1
around	around	rp
,	,	y
kiddo	kiddo	nn1
"	"	y
comrade	comrade	nn1
,	,	y
had	have	vhd
sold	sell	vvn
out	out	rp
.	.	y
He	he	pphs1
'd	have	vhd
formed	form	vvn
an	a	at1
alliance	alliance	nn1
with	with	iw
the	the	at
other	other	jj
tribe	tribe	nn1
and	and	cc
left	leave	vvd
her	her	ppho1
all	all	db_rr@
alone	alone	jj
in	in	ii
the	the	at
crosshairs	crosshair	nn2
of	of	io
a	a	at1
loaded-forbear	loaded-forbear	nn1_jj
,	,	y
matchmaking	matchmake	vvg_jj@
mama	mama	nn1
with	with	iw
a	a	at1
mission	mission	nn1
.	.	y
//	//	zz
Dear	dear	jj
God	god	np1
,	,	y
somehow	somehow	rr
she	she	pphs1
had	have	vhd
to	to	to
find	find	vvi
a	a	at1
boyfriend	boyfriend	nn1
.	.	y
And	and	cc
not	not	xx
just	just	rr
any	any	dd
boyfriend	boyfriend	nn1
.	.	y
A	a	at1
boyfriend	boyfriend	nn1
who	who	pnqs
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
who	who	pnqs
would	would	vm
n't	n't	xx
make	make	vvi
any	any	dd
demands	demand	nn2
upon	upon	ii
her	her	appge_ppho1
time	time	nnt1
or	or	cc
her	her	appge
person	person	nn1
.	.	y
A	a	at1
man	man	nn1
who	who	pnqs
was	be	vbdz
successful	successful	jj
in	in	ii
his	his	appge
own	own	da
right	right	nn1
and	and	cc
was	be	vbdz
n't	n't	xx
emotionally	emotionally	rr
needy	needy	jj
or	or	cc
financially	financially	rr
greedy	greedy	jj
.	.	y
A	a	at1
man	man	nn1
who	who	pnqs
would	would	vm
continue	continue	vvi
to	to	to
let	let	vvi
her	her	ppho1
live	live	vvi
her	her	appge
life	life	nn1
just	just	rr
as	as	csa
she	she	pphs1
pleased	please	vvd@
.	.	y
She	she	pphs1
sighed	sigh	vvd
.	.	y
Where	where	rrq
on	on	ii
earth	earth	nn1
would	would	vm
she	she	pphs1
find	find	vvi
such	such	da
...	...	...
perfection	perfection	nn1
?	?	y
//	//	zz
Debra	debra	np1_nn1@
suddenly	suddenly	rr
remembered	remember	vvd_vvn
her	her	appge
date	date	nn1
and	and	cc
hurried	hurry	vvd_vvn
back	back	rp
to	to	ii
the	the	at
table	table	nn1
.	.	y
She	she	pphs1
sat	sit	vvd
and	and	cc
picked	pick	vvd_vvn
up	up	rp
her	her	appge
napkin	napkin	nn1
and	and	cc
looked	look	vvd_vvn
over	over	rp
to	to	to
find	find	vvi
Howard	howard	np1
the	the	at
Head	head	jj
Librarian	librarian	nn1
doodling	doodle	vvg_nn1@
knives	knife	nn2
and	and	cc
nooses	noose	nn2
on	on	ii
his	his	appge
dinner	dinner	nn1
napkin	napkin	nn1
.	.	y
She	she	pphs1
groaned	groan	vvd
and	and	cc
put	put	vvd_vv0
her	her	appge
head	head	nn1
in	in	ii
her	her	appge
hands	hand	nn2
.	.	y
Maybe	maybe	rr
her	her	appge
earlier	early	jjr
idea	idea	nn1
about	about	ii
Inflatable	inflatable	jj
Ian	ian	np1
was	be	vbdz
n't	n't	xx
much	much	rr_da1
off	off	ii_rp
the	the	at
mark	mark	nn1
.	.	y
//	//	zz
Two	two	mc
hours	hour	nnt2
later	later	rrr
,	,	y
citing	cite	vvg
a	a	at1
headache	headache	nn1
from	from	ii
hell	hell	nn1
,	,	y
Debra	debra	np1
stomped	stomp	vvd
through	through	ii
the	the	at
food	food	nn1
court	court	nn1
of	of	io
the	the	at
mall	mall	nn1
,	,	y
her	her	appge
mood	mood	nn1
as	as	rg
sour	sour	jj
as	as	csa
one	one	mc1
of	of	io
those	those	dd2
rancid	rancid	jj
Tearjerker	tearjerker	nn1
gumballs	gumball	nn2
her	her	appge
nephews	nephew	nn2
,	,	y
Stephen	stephen	np1
and	and	cc
Shawn	shawn	np1_nn1_vv0
,	,	y
kept	keep	vvd_vvn
trying	try	vvg
to	to	to
foist	foist	nn1
off	off	rp
on	on	ii
her	her	ppho1
.	.	y
She	she	pphs1
'd	have	vm
become	become	vvi
an	a	at1
object	object	nn1
of	of	io
sympathy	sympathy	nn1
.	.	y
The	the	at
target	target	nn1
of	of	io
speculation	speculation	nn1
.	.	y
A	a	at1_zz1
cause	cause	nn1_vv0
for	for	if
concern	concern	nn1
.	.	y
And	and	cc
why	why	rrq
?	?	y
All	all	rr@_db
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
Was	be	vbdz
n't	n't	xx
Tweedledum	tweedledum	nn1_np1
to	to	ii
some	some	dd
man	man	nn1
's	's	ge
Tweedledee	tweedledee	nn1_np1
.	.	y
She	she	pphs1
shook	shake	vvd
her	her	appge
head	head	nn1
,	,	y
still	still	rr
not	not	xx
believing	believe	vvg
her	her	appge_ppho1
loyal	loyal	jj
,	,	y
sympathetic	sympathetic	jj
father	father	nn1
had	have	vhd
stooped	stoop	vvn
to	to	to
enter	enter	vvi
his	his	appge
own	own	da
handpicked	hand-picked	jj@
stud	stud	nn1
in	in	ii
the	the	at
Debra	debra	np1
Daniels	daniels	np1
Dating	date	vvg_nn1
Derby	derby	np1_nn1@
.	.	y
The	the	at
last	last	md
thing	thing	nn1
her	her	appge
father	father	nn1
needed	need	vvd_vvn
was	be	vbdz
to	to	to
fret	fret	vvi
and	and	cc
worry	worry	vvi
over	over	rp_ii
her	her	appge
love	love	nn1
life	life	nn1
.	.	y
He	he	pphs1
'd	have	vhd
suffered	suffer	vvn
a	a	at1
mild	mild	jj
heart	heart	nn1
attack	attack	nn1
several	several	da2
months	month	nnt2
earlier	early	rrr
,	,	y
and	and	cc
,	,	y
although	although	cs
he	he	pphs1
seemed	seem	vvd
to	to	to
be	be	vbi
recovering	recover	vvg
well	well	rr
from	from	ii
the	the	at
angioplasty	angioplasty	nn1
,	,	y
added	added	jj_vvd
worry	worry	nn1@
could	could	vm
n't	n't	xx
be	be	vbi
good	good	jj
.	.	y
//	//	zz
Debra	debra	np1
swore	swear	vvd
under	under	ii_rp@
her	her	appge
breath	breath	nn1
.	.	y
She	she	pphs1
had	have	vhd
to	to	to
put	put	vvi
an	a	at1
end	end	nn1
to	to	ii
this	this	dd1
out-of-control	out-of-control	jj_nn1
manhunt	manhunt	nn1
.	.	y
But	but	ccb
how	how	rrq
?	?	y
It	it	pph1
was	be	vbdz
n't	n't	xx
as	as	cs21
if	if	cs22
she	she	pphs1
had	have	vhd
n't	n't	xx
been	be	vbn
trying	try	vvg
to	to	to
find	find	vvi
her	her	appge
soul	soul	nn1
mate	mate	nn1
.	.	y
She	she	pphs1
had-and	had	cc
had	have	vhd_vhn@
the	the	at
dating	dating	nn1
rsum	rsum	nn1
to	to	to
prove	prove	vvi
it	it	pph1
.	.	y
But	but	ccb
so	so	rg
far	far	rr
Mr.	mr	nnb
Right	right	nn1
had	have	vhd
n't	n't	xx
stepped	step	vvn
forward	forward	rl
for	for	if
consideration	consideration	nn1
.	.	y
Debra	debra	np1@_nn1
frowned	frown	vvd
.	.	y
She	she	pphs1
did	do	vdd
n't	n't	xx
think	think	vvi
she	she	pphs1
could	could	vm
use	use	vvi
a	a	at1
poor	poor	jj
,	,	y
unsuspecting	unsuspecting	jj
schlub	schlub	nn1
as	as	csa_ii@
some	some	dd
kind	kind	nn1
of	of	io
dating	date	vvg_nn1
talisman	talisman	nn1
to	to	ii
ward	ward	nn1
off	off	ii
maniacal	maniacal	jj
matchmakers	matchmaker	nn2
.	.	y
She	she	pphs1
bit	bite	vvd
her	her	appge
lip	lip	nn1
.	.	y
Hmmm	hmmm	np1
.	.	y
Maybe	maybe	rr
she	she	pphs1
could	could	vm
pay	pay	vvi
a	a	at1
guy	guy	nn1
to	to	to
pose	pose	vvi
as	as	csa_ii@
her	her	appge
significant	significant	jj
other	other	jj_nn1@
....	....	...
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
that	that	dd1
illegal	illegal	jj
in	in	ii
some	some	dd
states	state	nn2
?	?	y
Besides	besides	rr
,	,	y
it	it	pph1
would	would	vm
never	never	rr
work	work	vvi
.	.	y
If	if	cs
Mr.	mr	nnb
Right	right	np1
was	be	vbdz
n't	n't	xx
the	the	at
real	real	jj
McCoy	mccoy	np1
,	,	y
her	her	appge
parents	parent	nn2
would	would	vm
see	see	vvi
through	through	ii
him	him	ppho1
quicker	quicker	jjr
than	than	csn
Debra	debra	np1
herself	herself	ppx1
saw	see	vvd
through	through	ii
most	most	dat
politicians	politician	nn2
.	.	y
//	//	zz
She	she	pphs1
frowned	frown	vvd
and	and	cc
considered	consider	vvd_vvn
the	the	at
alternatives	alternative	nn2
.	.	y
She	she	pphs1
supposed	suppose	vvd
she	she	pphs1
could	could	vm
settle	settle	vvi
for	for	if
another	another	dd1
subpar	subpar	nn1
,	,	y
real	real	jj
,	,	y
honest-to-goodness	honest-to-goodness	jj_nn1
boyfriend	boyfriend	nn1
.	.	y
Her	her	appge
lip	lip	nn1
curled	curl	vvd_vvn
.	.	y
After	after	ii_cs
ten	ten	m
years	year	nnt2
of	of	io
dating	date	vvg_nn1
one	one	mc1
bozo	bozo	nn1
after	after	ii_cs
another	another	dd1
who	who	pnqs
thought	think	vvd
monogamous	monogamous	jj
meant	mean	vvd_vvn
one	one	mc1
woman	woman	nn1
per	per	ii
sexual	sexual	jj
encounter	encounter	nn1
,	,	y
of	of	io
enduring	enduring	jj_vvg
pretty	pretty	jj
boys	boy	nn2
who	who	pnqs
were	be	vbdr
more	more	rrr_rgr
enamored	enamor	vvn
with	with	iw
themselves	themselves	ppx2
than	than	csn
with	with	iw
her	her	ppho1
,	,	y
and	and	cc
of	of	io
fending	fend	vvg
off	off	rp
octopus	octopus	nn1
arms	arm	nn2
and	and	cc
blowfish	blowfish	nn
lips	lip	nn2
,	,	y
she	she	pphs1
suspected	suspect	vvd
her	her	appge
best	best	jjt
friend	friend	nn1
was	be	vbdz
right	right	jj
:	:	y
The	the	at
good	good	jj
men	man	nn2
were	be	vbdr
either	either	rr
married	married	jj
or	or	cc
gay	gay	jj
.	.	y
Anyone	anyone	pn1
who	who	pnqs
still	still	rr
believed	believe	vvn_vvd
that	that	cst
there	there	ex
was	be	vbdz
a	a	at1
prince	prince	nn1
at	at	ii
the	the	at
end	end	nn1
of	of	io
all	all	db
that	that	dd1
frog	frog	nn1
kissing	kissing	nn1
was	be	vbdz
having	have	vhg
seriously	seriously	rr
messed-up	messed-up	jj
Disney	disney	np1
delusions	delusion	nn2
of	of	io
a	a	at1
fairy-tale	fairy-tale	nn1
world	world	nn1
that	that	cst_dd1
did	do	vdd
n't	n't	xx
exist	exist	vvi
.	.	y
//	//	zz
Several	several	da2
months	month	nnt2
earlier	early	rrr
,	,	y
in	in	ii
her	her	appge
first	first	md
very	very	rg
promising	promising	jj
courtship	courtship	nn1
in	in	ii
a	a	at1
long	long	jj
time	time	nnt1
,	,	y
Debra	debra	np1
was	be	vbdz
almost	almost	rr
convinced	convince	vvn
she	she	pphs1
'd	have	vhd
found	find	vvn
the	the	at
One	one	pn1
:	:	y
state	state	vv0_nn1
trooper	trooper	nn1
Thomas	thomas	np1
Talbot	talbot	np1
.	.	y
Anticipating	anticipate	vvg
a	a	at1
very	very	rg
special	special	jj
Valentine	valentine	np1_nn1@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
level	level	nn1
of	of	io
commitment	commitment	nn1
,	,	y
Debra	debra	np1
waited	wait	vvd
to	to	to
hear	hear	vvi
the	the	at
magic	magic	jj_nn1
words	word	nn2
that	that	cst_dd1
could	could	vm
terminate	terminate	vvi
her	her	appge
mother	mother	nn1
's	be	vbz_ge
matchmaking	matchmake	vvg_jj@
preoccupation	preoccupation	nn1
forever	forever	rt
.	.	y
//	//	zz
"	"	y
Debra	debra	np1_nn1@
,	,	y
would	would	vm
you	you	ppy
believe	believe	vvi
I	i	ppis1
'm	be	vbm
gon	go	vvgk
na	na	to
be	be	vbi
a	a	at1
daddy	daddy	nn1
?	?	y
"	"	y
Trooper	trooper	nn1
Thomas	thomas	np1
had	have	vhd
asked	ask	vvn
instead	instead	rr
,	,	y
not	not	xx
on	on	ii
one	one	mc1
knee	knee	nn1
holding	hold	vvg_nn1@
flowers	flower	nn2
and	and	cc
candy	candy	nn1
,	,	y
but	but	ccb
via	via	ii
the	the	at
answering	answering	jj_nn1
machine	machine	nn1
with	with	iw
a	a	at1
police	police	nn2
radio	radio	nn1_vv0%
blaring	blare	vvg
in	in	ii
the	the	at
background	background	nn1
.	.	y
Trooper	trooper	nn1
Thomas	thomas	np1
had	have	vhd
knocked	knock	vvn
up	up	rp_ii@
a	a	at1
Springfield	springfield	np1
police	police	nn2
sergeant	sergeant	nn1
's	's	ge
daughter-who	daughter-who	pnqs
just	just	rr
so	so	rr
happened	happen	vvd_vvn@
to	to	to
be	be	vbi
a	a	at1
city	city	nn1
attorney	attorney	nn1
.	.	y
A	a	at1
shotgun	shotgun	nn1
wedding-hosted	wedding-hosted	nn1
by	by	ii
the	the	at
father	father	nn1
of	of	io
the	the	at
bride	bride	nn1
,	,	y
of	of	io
course-was	course-was	vbdz
planned	plan	vvn
.	.	y
//	//	zz
That	that	cst_dd1
same	same	da
day	day	nnt1
,	,	y
Debra	debra	np1
began	begin	vvd
to	to	to
compile	compile	vvi
a	a	at1
list	list	nn1
of	of	io
her	her	appge
minimum	minimum	jj_nn1
requirements	requirement	nn2
for	for	if
the	the	at
position	position	nn1
of	of	io
Mr.	mr	nnb
Right	right	np1
.	.	y
But	but	ccb
finding	find	vvg
a	a	at1
man	man	nn1
who	who	pnqs
fit	fit	vv0
the	the	at
bill	bill	nn1
had	have	vhd
,	,	y
so	so	rg
far	far	rr
,	,	y
proven	proven	jj_vvn
tricky	tricky	jj
,	,	y
and	and	cc
Debra	debra	np1
was	be	vbdz
ready	ready	jj_rr@
to	to	to
concede	concede	vvi
the	the	at
possibility	possibility	nn1
that	that	cst
the	the	at
position	position	nn1
might	might	vm
go	go	vvi
unfilled-which	unfilled-which	ddq
was	be	vbdz
,	,	y
Debra	debra	np1
again	again	rt
assured	assure	vvd_vvn
herself	herself	ppx1
,	,	y
not	not	xx
the	the	at
end	end	nn1
of	of	io
the	the	at
world	world	nn1
.	.	y
After	after	ii
all	all	db
,	,	y
she	she	pphs1
had	have	vhd
a	a	at1
very	very	rg
nice	nice	jj
life	life	nn1
.	.	y
She	she	pphs1
had	have	vhd
a	a	at1
pleasant	pleasant	jj
home	home	nn1_rl
,	,	y
plenty	plenty	pn
of	of	io
good	good	jj
friends	friend	nn2
,	,	y
a	a	at1
devoted	devoted	jj
pet	pet	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
included	include	vvd
a	a	at1
mother	mother	nn1
,	,	y
father	father	nn1
,	,	y
grandma	grandma	nn1
,	,	y
brother	brother	nn1
and	and	cc
sister-in-law	sister-in-law	nn1
,	,	y
and	and	cc
two	two	mc
mischievous	mischievous	jj
nephews	nephew	nn2
who	who	pnqs
,	,	y
when	when	cs_rrq
they	they	pphs2
were	be	vbdr
n't	n't	xx
driving	drive	vvg
her	her	appge_ppho1
crazy	crazy	jj
,	,	y
were	be	vbdr
really	really	rr
very	very	rg
nice	nice	jj
.	.	y
//	//	zz
Maybe	maybe	rr
now	now	rt
would	would	vm
be	be	vbi
a	a	at1
good	good	jj
time	time	nnt1
to	to	to
go	go	vvi
for	for	if
that	that	dd1
supervisor	supervisor	nn1
promotion	promotion	nn1
at	at	ii
work	work	nn1
,	,	y
Debra	debra	np1
decided	decide	vvd
.	.	y
It	it	pph1
was	be	vbdz
possible-at	possible-at	ii
least	least	rrt
for	for	if
the	the	at
short	short	jj
term-that		cst_dd1
might	might	vm
take	take	vvi
her	her	appge
mother	mother	nn1
's	's	ge
mind	mind	nn1
off	off	ii
messy	messy	jj
matrimonial	matrimonial	jj
matters	matter	nn2
as	as	csa_ii@
her	her	appge
daughter	daughter	nn1
took	take	vvd
on	on	rp
greater	great	jjr
vocational	vocational	jj
responsibilities	responsibility	nn2
.	.	y
Debra	debra	nn1_np1@
was	be	vbdz
ready	ready	jj_rr@
to	to	to
try	try	vvi
anything	anything	pn1
.	.	y
//	//	zz
Debra	debra	np1
entered	enter	vvd
a	a	at1
gift	gift	nn1
shop	shop	nn1
and	and	cc
sucked	suck	vvd_vvn
in	in	ii
the	the	at
yummy	yummy	jj
scent	scent	nn1
of	of	io
vanilla	vanilla	nn1
candles	candle	nn2
and	and	cc
dark-roast	dark-roast	jj_nn1
coffee	coffee	nn1
.	.	y
Her	her	appge
best	best	jjt
friend	friend	nn1
,	,	y
Suzi	suzi	np1_nn1
,	,	y
had	have	vhd
a	a	at1
birthday	birthday	nn1
coming	come	vvg
up-one	up-one	mc
of	of	io
those	those	dd2
awful	awful	jj
ones	one	z'
that	that	cst
ended	end	vvd
in	in	ii_rp@
a	a	at1
zero	zero	m
:	:	y
the	the	at
big	big	jj_rr%
three-oh	three-oh	uh
.	.	y
A	a	at1
milestone	milestone	nn1
for	for	if
an	a	at1
unmarried	unmarried	jj
woman	woman	nn1
.	.	y
Or	or	cc
was	be	vbdz
that	that	dd1
millstone	millstone	nn1
?	?	y
//	//	zz
Debra	debra	np1_nn1@
wanted	want	vvd
to	to	to
pick	pick	vvi
out	out	rp
something	something	pn1
extra-special	extra-special	jj
for	for	if
her	her	appge_ppho1
bummed-out	bummed-out	jj
friend	friend	nn1
,	,	y
as	as	csa
she	she	pphs1
herself	herself	ppx1
had	have	vhd
just	just	rr
recently	recently	rr
hit	hit	vvn
that	that	dd1
age	age	nn1
.	.	y
She	she	pphs1
browsed	browse	vvd
the	the	at
shelves	shelf	nn2
,	,	y
sniffing	sniff	vvg
a	a	at1
candle	candle	nn1
here	here	rl
and	and	cc
picking	pick	vvg
up	up	rp
a	a	at1
novelty	novelty	nn1
item	item	nn1
there	there	rl
.	.	y
She	she	pphs1
paused	pause	vvd
at	at	ii
the	the	at
end	end	nn1
of	of	io
an	a	at1
aisle	aisle	nn1
,	,	y
trapped	trap	vvn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
barf	barf	nn1
to	to	ii
one	one	ppx121
another	another	ppx122
.	.	y
Debra	debra	np1@_nn1
smiled	smile	vvd
.	.	y
Ah	ah	uh
,	,	y
youth	youth	nn1
.	.	y
//	//	zz
She	she	pphs1
cast	cast	vvd@
an	a	at1
eye	eye	nn1
at	at	ii
the	the	at
end	end	nn1
of	of	io
the	the	at
top	top	jj_nn1
shelf	shelf	nn1
.	.	y
A	a	at1_zz1
bright	bright	jj
orange	orange	nn1_jj
and	and	cc
neon	neon	nn1
green	green	jj_nn1
box	box	nn1
caught	catch	vvd_vvn
her	her	appge
attention	attention	nn1
.	.	y
The	the	at
last	last	md
of	of	io
its	its	z'
kind	kind	nn1
,	,	y
it	it	pph1
sat	sit	vvd
alone	alone	rr_jj
amid	amid	ii
odd-sized	odd-sized	jj
T-shirts	t-shirt	nn2
featuring	feature	vvg
Spanish-speaking	spanish-speaking	jj_nn1
Chihuahua	chihuahua	np1
dogs	dog	nn2
and	and	cc
cute	cute	jj
,	,	y
fluffy	fluffy	jj
kittens	kitten	nn2
.	.	y
She	she	pphs1
picked	pick	vvd
the	the	at
box	box	nn1
up	up	rp
,	,	y
snorting	snort	vvg
at	at	ii
the	the	at
lame	lame	jj
,	,	y
geeky-looking	geeky-looking	jj
game-show	game-show	jj_nn1
guy	guy	nn1
caricature	caricature	nn1_vv0
featured	feature	vvd_vvn_jj@
front	front	jj_nn1
and	and	cc
center	center	nn1
.	.	y
//	//	zz
"	"	y
What	what	ddq
in	in	ii
God	god	np1
's	's	ge
name	name	nn1
?	?	y
Fianc-at-Your-Fingertips		np1
,	,	y
"	"	y
she	she	pphs1
read	read	vvd
.	.	y
"	"	y
'	'	ge_"@
Impede	impede	vv0
Misdirected	misdirected	jj
Matchmaking	matchmaking	jj@_nn1@_np1
Efforts	effort	nn2
.	.	y
Silence	silence	vv0@_nn1
Sweetheart-Shilling	sweetheart-shilling	jj
Strategists	strategist	nn2
.	.	y
The	the	at
Single	single	jj
Girl	girl	nn1
's	's	ge
All-In-One	all-in-one	jj
Solution	solution	nn1
to	to	ii
those	those	dd2
Friendly	friendly	jj
Fix-Me-Ups		nn2
.	.	y
Guaranteed	guarantee	vvn_jj_vvd
to	to	to
pacify	pacify	vvi
frustrating	frustrating	jj
family	family	nn1
members	member	nn2
and	and	cc
insensitive	insensitive	jj
coworkers	co-worker	nn2
.	.	y
In	in	ii
no	no	at
time	time	nnt1
at	at	rr21_ii
all	all	rr22_db
,	,	y
you	you	ppy
'll	will	vm
be	be	vbi
the	the	at
envy	envy	nn1
of	of	io
your	your	appge
office	office	nn1
.	.	y
Intrigued	intrigued	jj_vvn
,	,	y
Debra	debra	np1
turned	turn	vvd
the	the	at
box	box	nn1
over	over	rp
.	.	y
A	a	at1
half	half	db
dozen	dozen	m
billfold-size	billfold-size	jj
hunks	hunk	nn2
smiled	smile	vvd
up	up	rp
at	at	ii
her	her	ppho1
with	with	iw
bleached	bleached	jj
grins	grin	nn2
and	and	cc
dimpled	dimpled	jj
cheeks	cheek	nn2
.	.	y
Below	below	ii_rl
each	each	dd1
photograph	photograph	nn1
was	be	vbdz
a	a	at1
caption	caption	nn1
identifying	identify	vvg
the	the	at
gorgeous	gorgeous	jj
guy	guy	nn1
and	and	cc
his	his	appge
profession	profession	nn1
:	:	y
Pediatrician	pediatrician	np1
Paul	paul	np1
,	,	y
CEO	ceo	nn1
Clay	clay	nn1
,	,	y
Writer	writer	nn1
William	william	np1
,	,	y
Teacher	teacher	nn1
Thomas	thomas	np1
,	,	y
Farmer	farmer	np1@
Frank	frank	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
//	//	zz
##4021973		
Please	please	rr
be	be	vbi
advised	advise	vvn
that	that	cst
this	this	dd1
excerpt	excerpt	nn1
contains	contain	vvz
adult	adult	jj@_nn1
material	material	nn1
,	,	y
unsuitable	unsuitable	jj
for	for	if
younger	young	jjr
readers	reader	nn2
.	.	y
//	//	zz
Live	live	vv0_rr@
the	the	at
Fantasy	fantasy	nn1
//	//	zz
An	a	at1
exclusive	exclusive	jj
fantasy	fantasy	nn1
resort	resort	nn1
set	set	vvn_vvd_nn1
in	in	ii
the	the	at
sultry	sultry	jj
warmth	warmth	nn1
of	of	io
Palm	palm	nn1
Springs	spring	nn2
.	.	y
The	the	at
place	place	nn1
for	for	if
a	a	at1
woman	woman	nn1
to	to	to
experience	experience	vvi
her	her	appge
most	most	rgt
secret	secret	jj
desires	desire	nn2
in	in	ii
a	a	at1
safe	safe	jj_nn1@
,	,	y
discreet	discreet	jj
environment	environment	nn1
,	,	y
surrounded	surround	vvn
by	by	ii
sheer	sheer	jj
luxury	luxury	nn1_jj
.	.	y
//	//	zz
Choose	choose	vv0
your	your	appge
dream	dream	nn1
theme	theme	nn1
from	from	ii
among	among	ii
our	our	appge
five	five	mc
Ultimate	ultimate	jj
Fantasy	fantasy	nn1
worlds	world	nn2
:	:	y
//	//	zz
*	*	fu
Casablanca	casablanca	np1
:	:	y
Live	live	vv0
the	the	at
glamorous	glamorous	jj
and	and	cc
seductive	seductive	jj
era	era	nn1
of	of	io
the	the	at
1940s.	1940s	nnu
//	//	zz
*	*	fu
Wild	wild	jj_rr@
,	,	y
Wild	wild	jj_rr@
West	west	nd1
:	:	y
Guaranteed	guaranteed	jj_vvn_vvd
to	to	to
be	be	vbi
the	the	at
wild	wild	jj
experience	experience	nn1
of	of	io
a	a	at1
lifetime	lifetime	nnt1
.	.	y
//	//	zz
*	*	fu
The	the	at
Castle	castle	nn1_np1@
:	:	y
The	the	at
romance	romance	nn1
of	of	io
medieval	medieval	jj
times	time	nnt2
brought	bring	vvn_vvd
to	to	ii
life	life	nn1
.	.	y
//	//	zz
*	*	fu
Pirate	pirate	nn1
's	's	ge
Cove	cove	nn1
:	:	y
A	a	at1@_zz1
pirate	pirate	nn1
adventure	adventure	nn1
you	you	ppy
'll	will	vm
never	never	rr
forget	forget	vvi
.	.	y
//	//	zz
*	*	fu
Kama	kama	np1
Sutra	sutra	np1
:	:	y
The	the	at
ultimate	ultimate	jj
in	in	ii
exotic	exotic	jj
fantasy	fantasy	nn1
.	.	y
//	//	zz
And	and	cc
coming	come	vvg
soon	soon	rr
:	:	y
