##1002054		
Beyond	beyond	ii
came	come	vvd
to	to	ii
an	a	at1
end	end	nn1
,	,	y
the	the	at
closing	closing	nn1
of	of	io
the	the	at
door	door	nn1
and	and	cc
the	the	at
walk	walk	nn1
toward	toward	ii
home	home	nn1
.	.	y
An	a	at1
occasional	occasional	jj
voice	voice	nn1
greeted	greet	vvd_vvn
him	him	ppho1
,	,	y
and	and	cc
he	he	pphs1
returned	return	vvd
the	the	at
hello	hello	nn1%
,	,	y
but	but	ccb
it	it	pph1
was	be	vbdz
the	the	at
conversation	conversation	nn1
of	of	io
single	single	jj
words	word	nn2
,	,	y
friendly	friendly	jj_nn1@
enough	enough	rr
,	,	y
and	and	cc
that	that	dd1
was	be	vbdz
all	all	db_rr@
.	.	y
Some	some	dd
theorized	theorize	vvd
later	later	rrr_jjr
it	it	pph1
was	be	vbdz
the	the	at
soldiers	soldier	nn2
who	who	pnqs
were	be	vbdr
common	common	jj
in	in	ii
those	those	dd2
days	day	nnt2
and	and	cc
who	who	pnqs
hung	hang	vvd
around	around	rp
with	with	iw
nothing	nothing	pn1
better	better	jjr_rrr
to	to	to
do	do	vdi
,	,	y
that	that	cst
it	it	pph1
was	be	vbdz
they	they	pphs2
who	who	pnqs
had	have	vhd
been	be	vbn
paid	pay	vvn
,	,	y
because	because	cs
they	they	pphs2
never	never	rr
did	do	vdd
anything	anything	pn1
for	for	if
nothing	nothing	pn1
,	,	y
but	but	ccb
would	would	vm
do	do	vdi
anything	anything	pn1
for	for	if
something	something	pn1
,	,	y
those	those	dd2
soldiers	soldier	nn2
from	from	ii
that	that	dd1
kind	kind	nn1
of	of	io
army	army	nn1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
which	which	ddq
any	any	dd
charges	charge	nn2
could	could	vm
be	be	vbi
drawn	draw	vvn
,	,	y
in	in	ii_rp@
much	much	rr
the	the	at
same	same	da
manner	manner	nn1
that	that	cst
nothing	nothing	pn1
could	could	vm
be	be	vbi
legally	legally	rr
said	say	vvn
about	about	ii
what	what	ddq
Noe	noe	np1
had	have	vhd
done	do	vdn
to	to	ii
his	his	appge
butcher	butcher	nn1
's	's	ge
shop	shop	nn1
.	.	y
You	you	ppy
get	get	vv0
back	back	rp
what	what	ddq
you	you	ppy
give	give	vv0
,	,	y
someone	someone	pn1
was	be	vbdz
later	later	rrr
reported	report	vvn_vvd
as	as	csa
having	have	vhg
said	say	vvn
,	,	y
someone	someone	pn1
but	but	ccb
not	not	xx
anyone	anyone	pn1
in	in	rr21
particular	particular	rr22
.	.	y
That	that	dd1
's	be	vbz
how	how	rrq
it	it	pph1
was	be	vbdz
told	tell	vvn
to	to	ii
the	the	at
captain	captain	nn1
of	of	io
the	the	at
police	police	nn2
.	.	y
ALBERTO	alberto	np1
ALVARO	alvaro	np1
RIOS	rios	np2
I	i	zz1%
I	i	zz1%_ppis1
Noe	noe	np1_vv0@
was	be	vbdz
walking	walk	vvg
home	home	rl
with	with	iw
his	his	appge
package	package	nn1
,	,	y
which	which	ddq
no	no	pn121
one	one	pn122
could	could	vm
have	have	vhi
known	know	vvn
was	be	vbdz
the	the	at
blue	blue	jj
clock	clock	nn1
.	.	y
No	no	xx
one	one	pn122
but	but	ccb
perhaps	perhaps	rr
the	the	at
soldiers	soldier	nn2
,	,	y
and	and	cc
only	only	rr_jj
then	then	rt
if	if	cs
they	they	pphs2
had	have	vhd
been	be	vbn
nosy	nosy	jj
enough	enough	rr
to	to	to
have	have	vhi
been	be	vbn
watching	watch	vvg
through	through	ii_rp@
his	his	appge
window	window	nn1
,	,	y
which	which	ddq
had	have	vhd
been	be	vbn
recently	recently	rr
broken	break	vvn_jj
and	and	cc
was	be	vbdz
full	full	jj
of	of	io
cardboard	cardboard	jj_nn1
patches	patch	nn2
,	,	y
easy	easy	rr@_jj
enough	enough	rr_dd
to	to	to
hide	hide	vvi
behind	behind	rl@
.	.	y
The	the	at
package	package	nn1
's	's	ge
aspect	aspect	nn1
was	be	vbdz
of	of	io
a	a	at1
ham	ham	nn1
or	or	cc
a	a	at1
roast	roast	nn1
of	of	io
some	some	dd
sort	sort	nn1
,	,	y
a	a	at1
good	good	jj
rabbit	rabbit	nn1
,	,	y
something	something	pn1
simple	simple	jj
and	and	cc
natural	natural	jj_rr@
in	in	ii
the	the	at
arm	arm	nn1
of	of	io
a	a	at1
big	big	jj
man	man	nn1
walking	walk	vvg_nn1
home	home	rl_nn1
to	to	ii
dinner	dinner	nn1
.	.	y
Darkness	darkness	nn1
had	have	vhd
set	set	vvn
and	and	cc
the	the	at
moon	moon	nn1
was	be	vbdz
new	new	jj
.	.	y
He	he	pphs1
cast	cast	vvd
no	no	at
shadow	shadow	nn1
and	and	cc
made	make	vvd
his	his	appge
way	way	nn1
quickly	quickly	rr
as	as	csa
he	he	pphs1
left	leave	vvd
the	the	at
last	last	md
of	of	io
the	the	at
downtown	downtown	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
resembling	resemble	vvg
something	something	pn1
closer	close	rrr_jjr
to	to	ii
a	a	at1
woody	woody	jj
mulch	mulch	nn1
,	,	y
and	and	cc
through	through	ii
him	him	ppho1
passed	pass	vvd_vvn
a	a	at1
moment	moment	nn1
of	of	io
gardens	garden	nn2
from	from	ii
sometime	sometime	jj_rt
in	in	ii
his	his	appge
life	life	nn1
,	,	y
gardens	garden	nn2
he	he	pphs1
had	have	vhd
passed	pass	vvn
through	through	rp@_ii
,	,	y
or	or	cc
that	that	cst
his	his	appge
mother	mother	nn1
had	have	vhd
kept	keep	vvn
.	.	y
It	it	pph1
was	be	vbdz
a	a	at1
simple	simple	jj
feeling	feeling	nn1
,	,	y
and	and	cc
brought	bring	vvd_vvn
a	a	at1
prickling	prickling	nn1@_jj@
to	to	ii
his	his	appge
skin	skin	nn1
.	.	y
He	he	pphs1
next	next	md
passed	pass	vvd
by	by	ii
the	the	at
stand	stand	nn1
of	of	io
walnut	walnut	nn1
trees	tree	nn2
and	and	cc
wild	wild	jj
oleander	oleander	nn1
which	which	ddq
was	be	vbdz
white-flowered	white-flowered	jj
in	in	ii
the	the	at
summer	summer	nnt1
.	.	y
The	the	at
oleander	oleander	nn1
called	call	vvn
to	to	ii
him	him	ppho1
,	,	y
Noe	noe	np1
.	.	y
At	at	rr21
first	first	rr22
it	it	pph1
was	be	vbdz
so	so	rg_rr
quiet	quiet	jj
he	he	pphs1
said	say	vvd
to	to	ii
himself	himself	ppx1
he	he	pphs1
did	do	vdd
not	not	xx
hear	hear	vvi
it	it	pph1
,	,	y
Noe	noe	np1
.	.	y
Noe	noe	vv0_nn1_np1@
,	,	y
the	the	at
oleanders	oleander	nn2
said	say	vvd
,	,	y
louder	louder	rrr@
this	this	dd1
time	time	nnt1
,	,	y
and	and	cc
he	he	pphs1
stopped	stop	vvd
to	to	to
look	look	vvi
.	.	y
Though	though	cs
it	it	pph1
was	be	vbdz
dark	dark	jj
and	and	cc
the	the	at
moon	moon	nn1
was	be	vbdz
hidden	hide	vvn
,	,	y
he	he	pphs1
was	be	vbdz
not	not	xx
afraid	afraid	jj
.	.	y
His	his	appge
size	size	nn1
was	be	vbdz
such	such	cs21
that	that	cs22
he	he	pphs1
had	have	vhd
never	never	rr
been	be	vbn
made	make	vvn
to	to	to
be	be	vbi
afraid	afraid	jj
,	,	y
not	not	xx
at	at	ii
a	a	at1
moment	moment	nn1
like	like	ii
this	this	dd1
.	.	y
It	it	pph1
was	be	vbdz
,	,	y
if	if	cs
one	one	pn1
could	could	vm
read	read	vvi
his	his	appge
face	face	nn1
,	,	y
a	a	at1
curiosity	curiosity	nn1
,	,	y
this	this	dd1
sound	sound	nn1
which	which	ddq
was	be	vbdz
reminiscent	reminiscent	jj
of	of	io
his	his	appge
name	name	nn1
.	.	y
It	it	pph1
was	be	vbdz
like	like	ii
the	the	at
mulch	mulch	nn1
and	and	cc
his	his	appge
mother	mother	nn1
's	's	ge
garden	garden	nn1
,	,	y
and	and	cc
it	it	pph1
gave	give	vvd
him	him	ppho1
a	a	at1
prickling	prickling	nn1@
of	of	io
the	the	at
skin	skin	nn1
once	once	rr21
more	more	rr22
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
turned	turn	vvd_vvn
to	to	ii
it	it	pph1
,	,	y
saying	say	vvg
who	who	pnqs
was	be	vbdz
there	there	rl
,	,	y
what	what	ddq
did	do	vdd
they	they	pphs2
want	want	vvi
,	,	y
that	that	dd1_cst
perhaps	perhaps	rr
he	he	pphs1
could	could	vm
be	be	vbi
of	of	io
some	some	dd
service	service	nn1
.	.	y
No	no	xx
one	one	pn122
answered	answer	vvd_vvn
,	,	y
so	so	cs@_rr
he	he	pphs1
reached	reach	vvd
his	his	appge
free	free	jj
hand	hand	nn1
into	into	ii
the	the	at
leaves	leaf	nn2
and	and	cc
moved	move	vvd
them	them	ppho2
around	around	rp
.	.	y
He	he	pphs1
heard	hear	vvd
the	the	at
sound	sound	nn1
and	and	cc
then	then	rt
saw	see	vvd
what	what	ddq
seemed	seem	vvd
like	like	ii_jj@_rr%
,	,	y
in	in	ii
the	the	at
dimness	dimness	nn1
,	,	y
a	a	at1
rabbit	rabbit	nn1
,	,	y
running	run	vvg
into	into	ii
the	the	at
underbrush	underbrush	nn1
.	.	y
Ha	ha	uh
,	,	y
he	he	pphs1
said	say	vvd
,	,	y
and	and	cc
let	let	vv0
it	it	pph1
go	go	vvi
.	.	y
He	he	pphs1
turned	turn	vvd
again	again	rt
to	to	to
walk	walk	vvi
,	,	y
pulling	pull	vvg
his	his	appge
coat	coat	nn1
back	back	nn1_vv0@_rp
up	up	rp
onto	onto	ii
his	his	appge
neck	neck	nn1
.	.	y
Noe	noe	vv0_nn1_np1@
.	.	y
It	it	pph1
was	be	vbdz
a	a	at1
whisper	whisper	nn1
,	,	y
this	this	dd1
time	time	nnt1
he	he	pphs1
was	be	vbdz
sure	sure	jj
.	.	y
Not	not	xx
a	a	at1
voice	voice	nn1
,	,	y
but	but	ccb
more	more	dar_rrr
of	of	io
a	a	at1
breath	breath	nn1
.	.	y
A	a	at1_zz1
half-breath	half-breath	nn1_jj
,	,	y
but	but	ccb
unmistakable	unmistakable	jj
in	in	ii
its	its	z'
enunciation	enunciation	nn1
.	.	y
As	as	ii_csa
a	a	at1
child	child	nn1
,	,	y
Noe	noe	np1
might	might	vm
have	have	vhi
crossed	cross	vvn
himself	himself	ppx1
,	,	y
and	and	cc
as	as	csa
he	he	pphs1
was	be	vbdz
sometimes	sometimes	rt
his	his	appge
own	own	da
mother	mother	nn1
,	,	y
he	he	pphs1
had	have	vhd
the	the	at
impulse	impulse	nn1
,	,	y
but	but	ccb
he	he	pphs1
just	just	rr
stood	stand	vvd_vvn@
there	there	rl
,	,	y
once	once	rr21
more	more	rr22
.	.	y
He	he	pphs1
put	put	vvd
down	down	rp
the	the	at
clock	clock	nn1
in	in	bcl21
order	order	bcl22
to	to	to
enter	enter	vvi
the	the	at
oleander	oleander	nn1
more	more	rgr_rrr
fully	fully	rr
,	,	y
and	and	cc
see	see	vv0
what	what	ddq
was	be	vbdz
what	what	ddq
,	,	y
but	but	ccb
he	he	pphs1
found	find	vvd
nothing	nothing	pn1
,	,	y
only	only	jj_rr
branches	branch	nn2
and	and	cc
the	the	at
small	small	jj
noises	noise	nn2
of	of	io
startled	startled	jj
birds	bird	nn2
and	and	cc
lizards	lizard	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
package	package	nn1
,	,	y
though	though	cs
he	he	pphs1
concentrated	concentrate	vvd
with	with	iw
his	his	appge
eyes	eye	nn2
and	and	cc
with	with	iw
his	his	appge
hands	hand	nn2
.	.	y
It	it	pph1
was	be	vbdz
not	not	xx
there	there	rl
.	.	y
A	a	at1
voice	voice	nn1
whispered	whisper	vvd
once	once	rr21
more	more	rr22
,	,	y
Noe	noe	np1
.	.	y
You	you	ppy
know	know	vv0
me	me	ppio1
,	,	y
it	it	pph1
said	say	vvd
,	,	y
you	you	ppy
know	know	vv0
who	who	pnqs
I	i	ppis1
am	be	vbm
.	.	y
Noe	noe	vv0
no	no	rr21
longer	long	rr22
moved	move	vvn_vvd
around	around	rp
.	.	y
He	he	pphs1
listened	listen	vvd
,	,	y
and	and	cc
he	he	pphs1
waited	wait	vvd
.	.	y
Noe	noe	vv0_nn1_np1@
.	.	y
He	he	pphs1
did	do	vdd
know	know	vvi
the	the	at
whisper	whisper	nn1
.	.	y
He	he	pphs1
had	have	vhd
in	in	ii
fact	fact	nn1
heard	hear	vvd_vvn
it	it	pph1
many	many	da2
times	time	nnt2
.	.	y
He	he	pphs1
knew	know	vvd
the	the	at
whisper	whisper	nn1
more	more	rrr_dar
than	than	csn
the	the	at
voice	voice	nn1
of	of	io
his	his	appge
neighbor	neighbor	nn1
,	,	y
whom	whom	pnqo
he	he	pphs1
had	have	vhd
seen	see	vvn
a	a	at1
thousand	thousand	m
times	time	nnt2
.	.	y
I2	i2	fo
THE	the	at
KENYON	kenyon	nn1_np1
REVIEW	review	nn1_vv0
He	he	pphs1
would	would	vm
not	not	xx
have	have	vhi
believed	believe	vvn
any	any	dd
of	of	io
it	it	pph1
had	have	vhd
this	this	dd1
not	not	xx
been	be	vbn
the	the	at
blue	blue	jj
clock	clock	nn1
.	.	y
Marina	marina	np1
his	his	appge
blue	blue	jj_nn1@
,	,	y
who	who	pnqs
had	have	vhd
made	make	vvn
so	so	rg
many	many	da2
places	place	nn2
for	for	if
herself	herself	ppx1
in	in	ii
his	his	appge
life	life	nn1
.	.	y
Not	not	xx
big	big	jj
places	place	nn2
,	,	y
but	but	ccb
so	so	rg
many	many	da2
,	,	y
her	her	appge
hair	hair	nn1
color	color	nn1
on	on	ii
the	the	at
trim	trim	nn1
of	of	io
his	his	appge
house	house	nn1
,	,	y
the	the	at
color	color	nn1
of	of	io
her	her	appge
eyes	eye	nn2
in	in	ii
his	his	appge
suit	suit	nn1
,	,	y
and	and	rr31
so	so	rr32
on	on	rr33
.	.	y
She	she	pphs1
was	be	vbdz
the	the	at
blueness	blueness	nn1
inside	inside	ii
him	him	ppho1
,	,	y
the	the	at
color	color	nn1
of	of	io
his	his	appge
appetite	appetite	nn1
,	,	y
the	the	at
color	color	nn1
both	both	rr_db2
of	of	io
what	what	ddq
filled	fill	vvd
him	him	ppho1
and	and	cc
what	what	ddq
he	he	pphs1
needed	need	vvd
more	more	dar_rrr
of	of	io
.	.	y
Marina	marina	np1
,	,	y
he	he	pphs1
said	say	vvd
.	.	y
Noe	noe	vv0_nn1_np1@
.	.	y
He	he	pphs1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Noe	noe	np1@_vv0_nn1
did	do	vdd
not	not	xx
answer	answer	vvi
.	.	y
You	you	ppy
can	can	vm
love	love	vvi
me	me	ppio1
if	if	cs_csw@
you	you	ppy
love	love	vv0
me	me	ppio1
like	like	ii
a	a	at1
horse	horse	nn1
,	,	y
said	say	vvd
the	the	at
whisper	whisper	nn1
.	.	y
Can	can	vm_vv0%
you	you	ppy
be	be	vbi
a	a	at1
horse	horse	nn1
,	,	y
Noe	noe	np1_vv0@
?	?	y
Can	can	vm_vv0%
you	you	ppy
show	show	vvi
me	me	ppio1
how	how	rrq
you	you	ppy
are	be	vbr
a	a	at1
horse	horse	nn1
?	?	y
Noe	noe	np1@_nn1
stood	stand	vvd
there	there	rl
,	,	y
quietly	quietly	rr
.	.	y
He	he	pphs1
stamped	stamp	vvd
his	his	appge
foot	foot	nn1
,	,	y
gingerly	gingerly	rr
at	at	rr21
first	first	rr22
,	,	y
unsure	unsure	jj
and	and	cc
sure	sure	jj
at	at	ii
the	the	at
same	same	da
time	time	nnt1
.	.	y
Is	be	vbz
that	that	dd1
it	it	pph1
,	,	y
Noe	noe	np1
,	,	y
is	be	vbz
that	that	dd1
all	all	db
the	the	at
horse	horse	nn1
you	you	ppy
are	be	vbr
?	?	y
Noe	noe	np1@_nn1
stamped	stamp	vvd
his	his	appge
foot	foot	nn1
harder	hard	rrr
,	,	y
and	and	cc
made	make	vvd_vvn
a	a	at1
noise	noise	nn1
with	with	iw
his	his	appge
nose	nose	nn1
,	,	y
and	and	cc
partway	partway	nn1
through	through	ii
his	his	appge
mouth	mouth	nn1
.	.	y
Yes	yes	uh
,	,	y
Noe	noe	np1
.	.	y
And	and	cc
are	be	vbr
you	you	ppy
more	more	rrr
of	of	io
a	a	at1
horse	horse	nn1
still	still	rr
?	?	y
If	if	cs
this	this	dd1
were	be	vbdr
anything	anything	rr21
but	but	rr22
his	his	appge
blue	blue	jj
clock	clock	nn1
,	,	y
Marina	marina	np1
,	,	y
he	he	pphs1
would	would	vm
have	have	vhi
gone	go	vvn
,	,	y
and	and	cc
given	give	vvn
the	the	at
moment	moment	nn1
up	up	rp
as	as	ii_csa
the	the	at
ghosts	ghost	nn2
of	of	io
this	this	dd1
place	place	nn1
.	.	y
Or	or	cc
children	child	nn2
,	,	y
or	or	cc
who	who	pnqs
knew	know	vvd
what	what	ddq
.	.	y
But	but	ccb
he	he	pphs1
could	could	vm
not	not	xx
.	.	y
And	and	cc
then	then	rt
he	he	pphs1
heard	hear	vvd
the	the	at
laughter	laughter	nn1
of	of	io
the	the	at
soldiers	soldier	nn2
as	as	csa
they	they	pphs2
could	could	vm
no	no	rr21
longer	long	rr22
contain	contain	vvi
themselves	themselves	ppx2
camouflaged	camouflage	vvd_vvn@
so	so	rg
well	well	rr
otherwise	otherwise	rr
in	in	ii
the	the	at
oleanders	oleander	nn2
.	.	y
He	he	pphs1
heard	hear	vvd
the	the	at
laughter	laughter	nn1
,	,	y
but	but	ccb
did	do	vdd
not	not	xx
bother	bother	vvi
with	with	iw
it	it	pph1
.	.	y
He	he	pphs1
turned	turn	vvd
and	and	cc
went	go	vvd
home	home	rl
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
home	home	nn1
once	once	rr_cs@
before	before	rt
,	,	y
from	from	ii
his	his	appge
family	family	nn1
.	.	y
He	he	pphs1
had	have	vhd
to	to	to
.	.	y
One	one	mc1
thing	thing	nn1
and	and	cc
another	another	dd1
,	,	y
right	right	jj_nn1_rr
or	or	cc
wrong	wrong	jj_rr@
,	,	y
these	these	dd2
things	thing	nn2
did	do	vdd
n't	n't	xx
matter	matter	vvi
.	.	y
It	it	pph1
was	be	vbdz
simply	simply	rr
too	too	rg
much	much	da1
to	to	to
stay	stay	vvi
.	.	y
He	he	pphs1
had	have	vhd
in	in	ii
some	some	dd
manner	manner	nn1
become	become	vv0_vvn@
an	a	at1
exponent	exponent	nn1
to	to	ii
a	a	at1
regular	regular	jj
number	number	nn1
.	.	y
He	he	pphs1
was	be	vbdz
ordinary	ordinary	jj
times	time	nnt2_ii%
ten	ten	m
or	or	cc
times	time	nnt2_ii%_vvz%
twenty	twenty	mc
,	,	y
always	always	rr
too	too	rg
much	much	da1_rr
.	.	y
And	and	cc
his	his	appge
desire	desire	nn1
carried	carry	vvd_vvn
an	a	at1
exponent	exponent	nn1
as	as	rr21_rg
well	well	rr22_rr
.	.	y
He	he	pphs1
wanted	want	vvd
everything	everything	pn1
to	to	to
be	be	vbi
nice	nice	jj_rr@
,	,	y
to	to	to
be	be	vbi
only	only	rr
the	the	at
Golden	golden	jj
Rule	rule	nn1
,	,	y
but	but	ccb
times	times	ii%_vvz%
ten	ten	m
,	,	y
and	and	cc
that	that	dd1_cst
is	be	vbz
too	too	rg
much	much	da1_rr
.	.	y
He	he	pphs1
had	have	vhd
no	no	at
sense	sense	nn1
of	of	io
himself	himself	ppx1
,	,	y
and	and	cc
yet	yet	rr
he	he	pphs1
was	be	vbdz
everything	everything	pn1
.	.	y
In	in	ii
that	that	dd1
sea	sea	nn1
of	of	io
mathematics	mathematics	nn1
he	he	pphs1
had	have	vhd
drowned	drown	vvn
a	a	at1
sailor	sailor	nn1
's	's	ge
death	death	nn1
.	.	y
And	and	cc
now	now	rt
he	he	pphs1
had	have	vhd
to	to	to
go	go	vvi
away	away	rl
again	again	rt
.	.	y
The	the	at
tide	tide	nn1
had	have	vhd
come	come	vvn
up	up	rp
,	,	y
and	and	cc
caught	catch	vvd
him	him	ppho1
once	once	rr21
more	more	rr22
.	.	y
He	he	pphs1
sold	sell	vvd
what	what	ddq
was	be	vbdz
left	leave	vvn_jj
of	of	io
his	his	appge
business	business	nn1
at	at	ii
a	a	at1
loss	loss	nn1
finally	finally	rr
to	to	ii
Mr.	mr	nnb
Molina	molina	np1
,	,	y
who	who	pnqs
had	have	vhd
a	a	at1
scarred	scarred	jj@
face	face	nn1
and	and	cc
who	who	pnqs
wanted	want	vvd
to	to	to
do	do	vdi
the	the	at
work	work	nn1
.	.	y
There	there	ex
was	be	vbdz
an	a	at1
art	art	nn1
in	in	ii
the	the	at
cutting	cutting	nn1
,	,	y
and	and	cc
it	it	pph1
took	take	vvd
Noe	noe	np1
,	,	y
because	because	cs
he	he	pphs1
was	be	vbdz
a	a	at1
courteous	courteous	jj
man	man	nn1
,	,	y
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Molina	molina	np1
,	,	y
who	who	pnqs
had	have	vhd
had	have	vhn
no	no	at
idea	idea	nn1
there	there	ex_rl
was	be	vbdz
so	so	rg
much	much	da1_rr
.	.	y
##	##	fo
And	and	cc
that	that	dd1_cst
same	same	da
night	night	nnt1
Noe	noe	np1
bought	buy	vvd
a	a	at1
brown	brown	jj
horse	horse	nn1
and	and	cc
rode	ride	vvd
it	it	pph1
as	as	rg@_csa
far	far	rr_jj
into	into	ii
the	the	at
following	following	jj
days	day	nnt2
and	and	cc
weeks	week	nnt2
,	,	y
as	as	csa_rg@
far	far	rr_jj
into	into	ii
the	the	at
future	future	nn1_jj
as	as	csa
he	he	pphs1
could	could	vm
because	because	cs
he	he	pphs1
could	could	vm
not	not	xx
wait	wait	vvi
to	to	to
see	see	vvi
what	what	ddq
was	be	vbdz
there	there	rl
.	.	y
He	he	pphs1
arrived	arrive	vvd
at	at	ii
the	the	at
circus	circus	nn1
,	,	y
and	and	cc
in	in	ii
it	it	pph1
he	he	pphs1
made	make	vvd
his	his	appge
life	life	nn1
again	again	rt
.	.	y
But	but	ccb
he	he	pphs1
almost	almost	rr
did	do	vdd
not	not	xx
make	make	vvi
it	it	pph1
.	.	y
A	a	at1
man	man	nn1
and	and	cc
a	a	at1
sparrow	sparrow	nn1
?	?	y
each	each	dd1
puts	put	vvz
a	a	at1
shoulder	shoulder	nn1
to	to	ii
the	the	at
wind	wind	nn1
,	,	y
each	each	dd1
to	to	ii
his	his	appge
own	own	da
intention	intention	nn1
:	:	y
a	a	at1
sparrow	sparrow	nn1
to	to	to
fly	fly	vvi
,	,	y
a	a	at1
man	man	nn1
to	to	to
run	run	vvi
.	.	y
Noe	noe	vv0_nn1
on	on	ii_rp@
this	this	dd1
night	night	nnt1
was	be	vbdz
in	in	rl21
between	between	rl22
,	,	y
and	and	cc
even	even	rr
with	with	iw
his	his	appge
weight	weight	nn1
he	he	pphs1
felt	feel	vvd
himself	himself	ppx1
lifted	lift	vvd_vvn
,	,	y
as	as	cs21
if	if	cs22
he	he	pphs1
were	be	vbdr
in	in	ii
league	league	nn1
with	with	iw
angels	angel	nn2
at	at	ii
the	the	at
edge	edge	nn1
of	of	io
heaven	heaven	nn1
,	,	y
not	not	xx
quite	quite	rg
deserving	deserving	jj
,	,	y
but	but	ccb
sneaking	sneak	vvg
in	in	rp@
with	with	iw
some	some	dd
help	help	nn1_vv0
through	through	ii
a	a	at1
back	back	nn1_jj@
door	door	nn1
,	,	y
hoping	hope	vvg
to	to	to
go	go	vvi
unnoticed	unnoticed	jj
again	again	rt
,	,	y
as	as	csa
he	he	pphs1
had	have	vhd
felt	feel	vvn
when	when	cs_rrq
he	he	pphs1
had	have	vhd
come	come	vvn
to	to	ii
this	this	dd1
town	town	nn1
.	.	y
But	but	ccb
it	it	pph1
was	be	vbdz
not	not	xx
heaven	heaven	nn1
,	,	y
these	these	dd2
places	place	nn2
.	.	y
He	he	pphs1
stopped	stop	vvd
because	because	cs
the	the	at
circus	circus	nn1
people	people	nn
were	be	vbdr
the	the	at
first	first	md
to	to	to
wave	wave	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
as	as	cs21
if	if	cs22
this	this	dd1
were	be	vbdr
the	the	at
place	place	nn1
,	,	y
and	and	cc
they	they	pphs2
knew	know	vvd
him	him	ppho1
,	,	y
and	and	cc
they	they	pphs2
had	have	vhd
been	be	vbn
waiting	wait	vvg
,	,	y
and	and	cc
what	what	ddq
took	take	vvd
him	him	ppho1
so	so	rg_rr
long	long	rr_jj
,	,	y
had	have	vhd
he	he	pphs1
not	not	xx
heard	hear	vvn
them	them	ppho2
calling	call	vvg
into	into	ii
the	the	at
night	night	nnt1
for	for	if
him	him	ppho1
.	.	y
But	but	ccb
they	they	pphs2
had	have	vhd
called	call	vvn
him	him	ppho1
without	without	iw
telegraph	telegraph	nn1
or	or	cc
telephone	telephone	nn1_vv0
.	.	y
Something	something	pn1
stronger	strong	jjr
.	.	y
His	his	appge
mustache	mustache	nn1
curled	curl	vvd_vvn
up	up	rp
from	from	ii
the	the	at
wind	wind	nn1
and	and	cc
his	his	appge
body	body	nn1
,	,	y
which	which	ddq
had	have	vhd
sometimes	sometimes	rt
seemed	seem	vvn
fat	fat	nn1_jj
,	,	y
was	be	vbdz
hardened	hardened	jj_vvn@
,	,	y
tense	tense	vv0_jj
in	in	ii
that	that	dd1
moment	moment	nn1
from	from	ii
the	the	at
cold	cold	nn1_jj
which	which	ddq
had	have	vhd
made	make	vvn
him	him	ppho1
hold	hold	vvi
his	his	appge
breath	breath	nn1
and	and	cc
flex	flex	vv0@_nn1
his	his	appge
muscles	muscle	nn2
for	for	if
the	the	at
whole	whole	jj
distance	distance	nn1
of	of	io
the	the	at
ride	ride	nn1
.	.	y
He	he	pphs1
arrived	arrive	vvd
as	as	ii
a	a	at1
beast	beast	nn1
,	,	y
almost	almost	rr
,	,	y
something	something	pn1
crazed	crazed	jj
and	and	cc
unshaven	unshaven	nn1_jj
,	,	y
out	out	ii21
of	of	ii22
breath	breath	nn1
.	.	y
Or	or	cc
as	as	ii_csa
a	a	at1
beast	beast	nn1
on	on	ii31
top	top	ii32
of	of	ii33
a	a	at1
man	man	nn1
,	,	y
as	as	cs21
if	if	cs22
the	the	at
horse	horse	nn1
itself	itself	ppx1
was	be	vbdz
more	more	rgr_dar
human	human	jj_nn1
,	,	y
and	and	cc
asking	ask	vvg
for	for	if
help	help	nn1
.	.	y
His	his	ppge@
was	be	vbdz
a	a	at1
body	body	nn1
full	full	jj
of	of	io
slow	slow	jj
bones	bone	nn2
still	still	rr
,	,	y
but	but	ccb
if	if	cs
it	it	pph1
had	have	vhd
taken	take	vvn
his	his	appge
lifetime	lifetime	nnt1
up	up	ii21
to	to	ii22
now	now	rt
to	to	to
be	be	vbi
slow	slow	jj
,	,	y
now	now	rt_cs%
the	the	at
other	other	jj
foot	foot	nn1
was	be	vbdz
coming	come	vvg
down	down	rp
,	,	y
and	and	cc
it	it	pph1
was	be	vbdz
fast	fast	jj
.	.	y
It	it	pph1
was	be	vbdz
the	the	at
other	other	jj
half	half	nn1@_db
of	of	io
himself	himself	ppx1
now	now	rt
,	,	y
for	for	if
the	the	at
rest	rest	nn1
of	of	io
his	his	appge
years	year	nnt2
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
